web-scraper-order,web-scraper-start-url,page,annonce-link,annonce-link-href,title,subtitle,price,date,body-type,kilometers,fuel-type,transmission,power,drivetrain,consumption,expertise,expertise-date,accident,warranty,warranty-details,location,listing-id,description-text,created-date
"1697037903-1","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-1999-occasion-10327888","AUDI A3 1.8 T Attraction","Lauft und fahrt gut. ABS lampe leuchtet. TERMINE NACH TELEFONISCHER VEREINBARUNG!","CHF 699.–","08.1999","Limousine","235'000 km","Essence","Automatique","150 PS (110 kW)","Traction avant","9.1 l/100 km","Non","18.12.2020","Non","Non","","Rischring 2, 6030 Ebikon","Listing ID: 10327888","","2023-03-08"
"1697037910-2","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2000-occasion-10267524","AUDI A3 1.8 T Ambiente","","CHF 800.–","03.2000","Limousine","281'000 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","9.1 l/100 km","Non","03.08.2017","Non","Non","","Ribistrasse 1a, 8362 Balterswil","Listing ID: 10267524","Kann mich meinem Vorredner nur Anschliessen. Einmal Geia = NIE MEHR GEIA !! Die ...","2023-02-17"
"1697037917-3","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-1997-occasion-10655943","AUDI A3 Automatische Getriebe 1.8L Benzin","","CHF 1'199.–","11.1997","Limousine","147'614 km","Essence","Automatique","-","-","-","Non","20.11.2020","Non","Non","","Bodackerstrasse 14, 8953 Dietikon","Listing ID: 10655943","I'm Auftrag","2023-06-29"
"1697037924-4","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2005-occasion-10639204","AUDI A3 2.0 TDI Ambiente","","CHF 1'200.–","04.2005","Limousine","250'000 km","Diesel","Boîte manuelle","140 PS (103 kW)","Traction avant","5.7 l/100 km","Non","","Non","Non","","Route de Morges 1, 1122 Romanel-sur-Morges","Listing ID: 10639204","Mon choix s'est porté sur une SEAT LEON pour succéder à mon Tiguan repris avec ...","2023-06-23"
"1697037931-5","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2002-occasion-10933697","AUDI A3 1.8 Ambition","","CHF 1'299.–","05.2002","Limousine","295'040 km","Essence","Automatique","125 PS (92 kW)","Traction avant","9 l/100 km","Non","11.02.2021","Non","Non","","MEISENWEG 10, 3292 Busswil b  Büren","Listing ID: 10933697","","2023-10-11"
"1697037950-6","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2002-occasion-10181712","AUDI A3 1.9 TDI-PD Attraction","Auto läuft gut","CHF 1'300.–","01.2002","Limousine","251'500 km","Diesel","Boîte manuelle","130 PS (96 kW)","Traction avant","5.1 l/100 km","Non","13.01.2020","Non","Non","","Bernstrasse 229, 4852 rothrist","Listing ID: 10181712","Auto läuft .
 !
 



FÜR BESICHTIGUNGEN BITTE 1-2 STUNDEN BEVOR SIE KOMMEN ANRUFEN

-- SUPER EINTAUSCH OFFERTEN
-- ANKAUF VON ALLE FAHRZEUGEN
-- 50 GÜNSTIGE OCCASIONEN AB  1000.-FR AM LAGER 
-- 
-- FÜR FAHRZEUGEN UNTER 10 JAHREN QUALITY ONE GARANTIE MÖGLICH
-- Dank unserer zentraler Lage, 2 kilometer von autobahn ausfahrt OLTEN, ROTHRIST. wir sind von überall her gut und schnell erreichbar. 
Von Basel, Zürich, Luzern, Bern in 30 minuten erreichbar.

Irrtümer und Zwischenverkauf vorbehalten, keine Haftung für Druck und Schreibfehler. Alle Angaben ohne Gewähr","2023-01-17"
"1697037957-7","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2003-occasion-10805858","AUDI A3 2.0 FSI Ambiente","","CHF 1'300.–","11.2003","Limousine","209'000 km","Essence","Automatique","150 PS (110 kW)","Traction avant","7.4 l/100 km","Non","22.10.2018","Non","Non","","Bodackerstrasse 14, 8953 Dietikon","Listing ID: 10805858","Ab Platz ohne Garantie und Gewährleistung letzten MFK: 22/10/2018","2023-08-28"
"1697037964-8","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-1998-occasion-10043266","AUDI A3 1.8 T Attraction","","CHF 1'400.–","09.1998","Limousine","377'165 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","7.9 l/100 km","Non","10.06.2014","Non","Non","","Luzernerstrasse 172, 5054 Moosleerau","Listing ID: 10043266","Leistungssteigerung durch Pop-Off Ventil, Frontscheibe hat Riss, ab Platz Verkauf","2022-11-21"
"1697037971-9","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2006-occasion-10380768","AUDI A3 2.0 FSI Ambiente","","CHF 1'500.–","07.2006","Limousine","203'000 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","7.6 l/100 km","Non","28.03.2019","Non","Non","","Via al Mulino 21, 6814 Cadempino","Listing ID: 10380768","Ab platz","2023-03-25"
"1697037978-10","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2004-occasion-10603314","AUDI A3 Sportback 2.0 Turbo FSI Ambition quattro","","CHF 1'500.–","10.2004","Limousine","248'905 km","Essence","Boîte manuelle","200 PS (147 kW)","4 roues motrices","9 l/100 km","Non","","Non","Non","","Bielstrasse 49, 3900 Gamsen","Listing ID: 10603314","","2023-06-12"
"1697037985-11","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-1998-occasion-10681252","AUDI A3 1.8 Ambiente","","CHF 1'500.–","01.1998","Limousine","121'138 km","Essence","Boîte manuelle","125 PS (92 kW)","Traction avant","8.5 l/100 km","Non","","Non","Non","","Bielstrasse 49, 3900 Gamsen","Listing ID: 10681252","","2023-07-07"
"1697037992-12","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-1999-occasion-10819172","AUDI A3 1.8 T Ambiente","Automat, Leder,AC","CHF 1'500.–","07.1999","Limousine","185'000 km","Essence","Automatique","150 PS (110 kW)","Traction avant","9.1 l/100 km","Non","16.07.2021","Non","Non","","Dorfstrasse 30, 5624 Bünzen","Listing ID: 10819172","Das Auto ist in einem gutem Zustand. Service gepflegt.","2023-09-01"
"1697037999-13","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2005-occasion-10933470","AUDI A3 2.0 Turbo FSI Ambition quattro","Fix preis - Motor Problem - Problème moteur","CHF 1'500.–","10.2005","Limousine","200'000 km","Essence","Boîte manuelle","200 PS (147 kW)","4 roues motrices","9 l/100 km","Non","11.10.2020","Non","Non","","Pfeidstrasse 31, 2555 Brügg","Listing ID: 10933470","Fix preis - Motor Problem - Problème moteur","2023-10-11"
"1697038006-14","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2006-occasion-10846761","AUDI A3 2.0 Turbo FSI Ambiente","","CHF 1'600.–","02.2006","Limousine","273'000 km","Essence","Boîte manuelle","200 PS (147 kW)","Traction avant","7.9 l/100 km","Non","","Non","Non","","Westring 9, 5502 Hunzenschwil","Listing ID: 10846761","Motor defeckt","2023-09-11"
"1697038015-15","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-1998-occasion-9341849","AUDI A3 1.8 T Ambition","Leistungssteigerung durch SPORTEC, Sport-Fahrwerk von WERTEC, alle Beiblätter vorhanden, Kupplung gemacht","CHF 1'600.–","05.1998","Limousine","265'185 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","7.9 l/100 km","Non","08.06.2017","Non","Non","","Luzernerstrasse 172, 5054 Moosleerau","Listing ID: 9341849","SPORTEC Audi A3 1.8 Turbo (Leistungssteigerung auf 188 PS), mit WERTEC Sportfahrwerk, getönte Scheiben und Heckleuchten, Dachspoiler, Kupplung im Juni 2018 bei 243'000 gewechselt, Lederlenkrad, ab Platz Verkauf","2022-11-14"
"1697038022-16","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2005-occasion-10832673","AUDI A3 Sportback 2.0 FSI Ambiente","","CHF 1'600.–","10.2005","Limousine","230'000 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","7.6 l/100 km","Non","07.01.2020","Non","Non","","Chemin du Vuasset 3, 1028 Préverenges","Listing ID: 10832673","Crémaillère a changer","2023-09-06"
"1697038029-17","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2004-occasion-10931262","AUDI A3 2.0 FSI Ambiente","BITTE DIRECT KUNDE ANRUFEN 076-4252651 DAS AUTO STEHT IN 4410 Liestal","CHF 1'600.–","09.2004","Limousine","264'500 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","7.4 l/100 km","Non","22.02.2021","Non","Non","","Dürrackerstrasse 2, 4625 Oberbuchsiten","Listing ID: 10931262","BITTE DIRECT KUNDE ANRUFEN 076-425 26 51 DAS AUTO STEHT IN 4410 Liestal","2023-10-10"
"1697038036-18","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2004-occasion-10736047","AUDI A3 Sportback 2.0 Turbo FSI Ambition quattro","ab platz fahrbar für Export, B04","CHF 1'700.–","12.2004","Limousine","247'000 km","Essence","Boîte manuelle","200 PS (147 kW)","4 roues motrices","9 l/100 km","Non","20.02.2020","Non","Non","","Waldau 38, 7302 Landquart","Listing ID: 10736047","ab platz fahrbar für Export, B04","2023-07-31"
"1697038043-19","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2006-occasion-9963236","AUDI A3 Sportback 2.0 Turbo FSI Ambiente quattro","","CHF 1'800.–","07.2006","Limousine","220'484 km","Essence","Boîte manuelle","200 PS (147 kW)","4 roues motrices","9 l/100 km","Non","22.04.2019","Non","Non","","Bielstrasse 49, 3900 Gamsen","Listing ID: 9963236","Anlasser Problem
Preis nicht verhandelbar","2022-11-14"
"1697038050-20","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2005-occasion-10735072","AUDI A3 2.0 FSI Ambition","Roule bien, moteur tremble au démarrage, expertise à prévoir, B04.","CHF 1'900.–","09.2005","Limousine","222'000 km","Essence","Automatique","150 PS (110 kW)","Traction avant","8.2 l/100 km","Non","17.06.2019","Non","Non","","Rue de Plaisance 10, 1227 Carouge","Listing ID: 10735072","","2023-07-29"
"1697038057-21","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2002-occasion-10912625","AUDI A3 1.8 T Ambiente","","CHF 1'950.–","05.2002","Limousine","200'276 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","8 l/100 km","Oui","02.02.2023","Non","Non","","Cheerstrasse 63, 1713 St. Antoni","Listing ID: 10912625","","2023-10-04"
"1697038064-22","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2006-occasion-9781172","AUDI A3 Sportback 1.6 FSI Attraction","","CHF 1'999.–","12.2006","Limousine","270'000 km","Essence","Boîte manuelle","115 PS (85 kW)","Traction avant","6.8 l/100 km","Non","","Non","Non","","Hauptstrasse 13, 8583 Sulgen","Listing ID: 9781172","","2022-11-14"
"1697038071-23","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2006-occasion-10196764","AUDI A3 Sportback 2.0 Turbo FSI Attraction","","CHF 1'999.–","02.2006","Limousine","156'177 km","Essence","Boîte manuelle","200 PS (147 kW)","Traction avant","7.9 l/100 km","Non","24.08.2020","Non","Non","","Bielstrasse 49, 3900 Gamsen","Listing ID: 10196764","Getriebe schaltet nicht 
Fix preis","2023-01-24"
"1697038078-24","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2006-occasion-10821850","AUDI A3 2.0 TDI Ambition","Abplatz, Motorlampe leuchtet.8-Fachbereift","CHF 1'999.–","05.2006","Limousine","324'000 km","Diesel","Boîte manuelle","140 PS (103 kW)","Traction avant","5.7 l/100 km","Non","01.11.2021","Non","Non","","Emausstrasse 1, 5621 Zufikon","Listing ID: 10821850","Abplatz, Motorlampe leuchtet.
8-Fachbereift","2023-09-02"
"1697038085-25","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2006-occasion-10916596","AUDI A3 2.0 FSI Ambiente","","CHF 2'000.–","09.2006","Limousine","185'300 km","Essence","Automatique","150 PS (110 kW)","Traction avant","8.2 l/100 km","Non","21.01.2021","Non","Non","","Paleu Sura 5, 7013 Domat/Ems","Listing ID: 10916596","","2023-10-05"
"1697038092-26","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2004-occasion-10684237","AUDI A3 2.0 FSI Ambiente","","CHF 2'100.–","03.2004","Limousine","273'648 km","Essence","Automatique","150 PS (110 kW)","Traction avant","7.9 l/100 km","Non","09.08.2021","Non","Non","","Aeussere Luzernerstrasse 10, 4665 Oftringen  Kanton Aargau","Listing ID: 10684237","Ich habe es noch nie erlebt, dass ein Auto Verkäufer sich so viel Zeit nimmt ...","2023-07-08"
"1697038099-27","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-1999-occasion-8943564","AUDI A3 1.8 T Ambiente","Wenn frisch ab Mfk zusätzlich chf 600/1-2 Wochen lieferfrist!","CHF 2'200.–","11.1999","Limousine","261'000 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","7.9 l/100 km","Oui","27.10.2020","Non","Non","","Gummertliweg 6, 4702 Oensingen","Listing ID: 8943564","","2022-11-14"
"1697038108-28","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2002-occasion-10909211","AUDI A3 1.9 TDI PD 130PS","**Automat**Klima**Diesel**","CHF 2'290.–","11.2002","Limousine","300'000 km","Diesel","Automatique","131 PS (96 kW)","Traction avant","-","Non","18.11.2020","Non","Non","","Grendelweg 5, 4314 Zeiningen","Listing ID: 10909211","Zu verkaufen. Audi A3 8L 1.9TDI PD . Jahrgang 11.2002 . 300700km . Letzte MFK 11.2020 . 
5 Plätzer . Aussenfarbe schwarz . Sitze Alcantara . 1896ccm Pumpe Düse Dieselmotor mit 130 PS . Automat . Wandlerautomat . Klima Klimaanlage . Audi Radio mit Bluetooth . Bose Soundanlage . 

Kann gegen Absprache frisch vorgeführt werden.  

Das Auto kann gerne besichtigt und Probe gefahren werden in 4314 Zeiningen.

Bei Fragen gerne erreichbar unter 079 650 23 99","2023-10-03"
"1697038115-29","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2005-occasion-10693466","AUDI A3 1.9 TDI Ambiente","","CHF 2'300.–","12.2005","Limousine","235'000 km","Diesel","Boîte manuelle","105 PS (77 kW)","Traction avant","5.2 l/100 km","Non","12.03.2021","Non","Non","","Rte d'Evian 100, 1860 Aigle","Listing ID: 10693466","","2023-07-12"
"1697038122-30","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2007-occasion-10911879","AUDI A3 Sportback 2.0 TDI Ambiente","","CHF 2'400.–","07.2007","Limousine","288'000 km","Diesel","Boîte manuelle","140 PS (103 kW)","Traction avant","5.7 l/100 km","Non","19.07.2022","Non","Non","","Riedackerweg 14, 8107 Buchs","Listing ID: 10911879","","2023-10-03"
"1697038129-31","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2005-occasion-10889429","AUDI A3 Sportback 1.6 FSI Ambiente","","CHF 2'499.–","01.2005","Limousine","218'000 km","Essence","Boîte manuelle","115 PS (85 kW)","Traction avant","6.7 l/100 km","Non","","Non","Non","","Westring 9, 5502 Hunzenschwil","Listing ID: 10889429","","2023-09-26"
"1697038136-32","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2005-occasion-10765583","AUDI A3 2.0 FSI Ambiente","MFK 01,23 Auto ist in einem guten Zustand, Läuft Einwandfrei, 3Türe Limousine, Benzin, Klima.","CHF 2'600.–","08.2005","Limousine","296'000 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","7.6 l/100 km","Oui","19.01.2023","Non","Non","","Grindel 33, 6017 Ruswil","Listing ID: 10765583","La voiture MFK 01.23 est en bon état, roule parfaitement, berline 3 portes, essence, climatisation.","2023-08-12"
"1697038143-33","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2005-occasion-10855650","AUDI A3 Sportback 2.0 FSI Ambition","Bon état","CHF 2'600.–","05.2005","Limousine","197'000 km","Essence","Automatique","150 PS (110 kW)","Traction avant","8.2 l/100 km","Non","","Non","Non","","Zone industrielle C 69, 1844 Villeneuve","Listing ID: 10855650","Bon état","2023-09-14"
"1697038150-34","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2000-occasion-10786083","AUDI A3 1.8 T Ambiente","VERGLEICHEN LOHNT SICH!!! CH FZ ab MFK & Service, Klima...Motorlampe leuchtet!","CHF 2'600.–","10.2000","Limousine","183'000 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","8 l/100 km","Oui","28.12.2022","Non","Non","","Passwangstrasse 49, 4226 Breitenbach SO","Listing ID: 10786083","VERGLEICHEN LOHNT SICH!!! CH FZ ab MFK & Service, Klima...Motorlampe leuchtet!","2023-08-21"
"1697038169-35","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-1999-occasion-10919997","AUDI A3 1.8 Ambiente","*CH FAHRZEUG* MFK 5.05.23*FRISCH SERVICE*8 FACH BEREIFUNG*","CHF 2'650.–","10.1999","Limousine","188'000 km","Essence","Boîte manuelle","125 PS (92 kW)","Traction avant","8.5 l/100 km","Oui","05.01.2023","Non","Non","","Sagi 3, 3324 Hindelbank","Listing ID: 10919997","VERKAUFE EINEN SEHR GEPFLEGTEN ** AUDI A3 ** DER FRISCH MFK UND SERVICE IST.

** DATEN VOM AUDI A3 **

- MFK: 05.01.2023
- JAHRGANG: 19.10.1999
- KILOMETER. 188'000
- 2X SCHLÜSSEL
- KLIMA
- ISOFIX
- 8 FACH BEREIFUNG

*** FRISCH SERVICE ***

-- DACHHIMMEL IST NICHT MEHR SO SCHÖN --


Sehr geehrte Damen und Herren

Vielen Dank, dass Sie uns Ihr Vertrauen schenken und sich für unser Angebot entschieden haben.

Für eine unverbindliche Beratung und Probefahrt stehen wir Ihnen gerne zur Verfügung.

Bitte vereinbaren Sie einen Besichtigungstermin, damit wir das Fahrzeug für Sie bereitstellen können. 0791940136 TEL.","2023-10-06"
"1697038176-36","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2008-occasion-10854361","AUDI A3 Sportback 1.8 Turbo FSI Ambiente","","CHF 2'690.–","05.2009","Limousine","250'000 km","Essence","Boîte manuelle","160 PS (118 kW)","Traction avant","7.2 l/100 km","Oui","13.03.2022","Non","Non","","Route de Satigny 58, 1242 Satigny","Listing ID: 10854361","","2023-09-13"
"1697038184-37","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2006-occasion-10729689","AUDI A3 Sportback 2.0 Turbo FSI Ambiente","","CHF 2'700.–","11.2006","Limousine","237'941 km","Essence","Boîte manuelle","200 PS (147 kW)","Traction avant","7.9 l/100 km","Non","04.03.2021","Non","Non","","Am Sagenbach 20, 6033 Buchrain","Listing ID: 10729689","","2023-07-27"
"1697038191-38","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2003-occasion-10684098","AUDI A3 2.0 TDI Ambiente","Frisch ab MFK","CHF 2'700.–","08.2003","Limousine","306'000 km","Diesel","Boîte manuelle","140 PS (103 kW)","Traction avant","5.7 l/100 km","Oui","12.05.2023","Non","Non","","Ifangstrasse 12, 8603 Schwerzenbach","Listing ID: 10684098","Frisch ab MFK
Frischer Service","2023-07-08"
"1697038198-39","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2009-occasion-10616846","AUDI A3 Sportback 1.8 TFSI Ambiente quattro","Motor startet nicht . Zahnriemen defekt ,","CHF 2'800.–","05.2009","Limousine","166'000 km","Essence","Boîte manuelle","160 PS (118 kW)","4 roues motrices","7.5 l/100 km","Non","","Non","Non","","Bernstrasse 242,, 4852 Rothrist ( AG )","Listing ID: 10616846","Motor startet nicht . Zahnriemen defekt ,
Auto hat Kleine hagelschade ,","2023-06-15"
"1697038205-40","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2005-occasion-10924475","AUDI A3 3.2 Ambition V6 quattro","Merci de me contacter sur ce numéro là svp 0779611015","CHF 2'800.–","04.2005","Limousine","216'000 km","Essence","Boîte manuelle","250 PS (184 kW)","4 roues motrices","10.8 l/100 km","Non","","Non","Non","","1030 Bussigny","Listing ID: 10924475","Merci de me contacter sur ce numéro là svp 0779611015
5 portes 
Culasse voilé
La voiture ne démarre pas","2023-10-07"
"1697038212-41","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2006-occasion-10931163","AUDI A3 2.0T FSI Ambition","","CHF 2'800.–","07.2006","Limousine","304'078 km","Essence","Boîte manuelle automatisée","200 PS (147 kW)","Traction avant","-","Oui","","Non","Non","","Hauptstrasse 9, 5212 Hausen bei Brugg","Listing ID: 10931163","ab Platz, Export, nur für den fachkundigen Käufer, Radlager def.","2023-10-10"
"1697038219-42","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2008-occasion-10273805","AUDI A3 Sportback 1.8 TFSI Attraction S-tronic","Aromat Problem","CHF 2'900.–","05.2008","Limousine","184'000 km","Essence","Boîte manuelle automatisée","160 PS (118 kW)","Traction avant","6.6 l/100 km","Non","26.05.2008","Non","Non","","Hellmühlestrasse 11, 6344 Meierskappel","Listing ID: 10273805","BEI FRAGEN NUR TELEFONISCH ERREICHBAR  079 362 26 70 
07:30-12:00  13:30-18:00 DANKE","2023-02-20"
"1697038226-43","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2008-occasion-10731437","AUDI A3 2.0 Turbo FSI Ambiente quattro","**CH FAHRZEUG*GUTER ZUSTAND*SERVICE REGELMÄSSIG**","CHF 2'900.–","04.2008","Limousine","229'258 km","Essence","Boîte manuelle","200 PS (147 kW)","4 roues motrices","8.8 l/100 km","Non","19.04.2021","Non","Non","","Riedstrasse 6, 8620 Wetzikon","Listing ID: 10731437","*CH FAHRZEUG*GUTER ZUSTAND*SERVICE REGELMÄSSIG**","2023-07-28"
"1697038233-44","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2007-occasion-10916819","AUDI A3 Sportback 2.0 Turbo FSI Ambiente quattro","","CHF 2'900.–","04.2007","Limousine","216'834 km","Essence","Boîte manuelle","200 PS (147 kW)","4 roues motrices","9 l/100 km","Non","05.12.2019","Non","Non","","Bernstrasse 55, 4852 Rothrist","Listing ID: 10916819","","2023-10-05"
"1697038240-45","https://www.autoscout24.ch/fr/voitures/audi--a3?cond=49&make=5&model=37&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2005-occasion-10882281","AUDI A3 1.6 Ambiente","FRISCH AB MFK UND FRISCH AB SERVICE // 8FACH // KLIMA //","CHF 2'990.–","04.2005","Limousine","210'000 km","Essence","Boîte manuelle","102 PS (75 kW)","Traction avant","7.2 l/100 km","Oui","30.03.2023","Non","Non","","St. Galler-Strasse 188, 8404 Winterthur","Listing ID: 10882281","FRISCH AB MFK UND FRISCH AB SERVICE // 8FACH // KLIMA // 
***Besichtigung nach Terminvereinbarung***","2023-09-23"
