"","annonce.link.href","title","subtitle","price","date","body.type","kilometers","fuel.type","transmission","power","drivetrain","consumption","expertise","expertise.date","accident","warranty","warranty.details","location","listing.id","created.date","new.price","description.text","defective","vehicle.age","listing.age","vehicle.age.squared","kilometers.squared","diesel","hybrid","manual","fwd","price.residuals","pred.price"
"253","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2018-occasion-10341293","VOLVO XC60 D5 AWD Inscription Geartronic","Frisch ab Grössere Service Zahnriemen Frisch gemacht. 235 PS Voll Option Bei Interesse Bitte Telefonische Voranmeldung",28999,"2018-04-01","SUV / Tout-terrain",157000,"Diesel","Automatique",235,"4 roues motrices",8,TRUE,NA,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Landstrasse 95, 5412 Gebenstorf",10341293,"2023-03-13",NA,"Bitte vereinbaren Sie einen Besichtigungstermin, damit wir das Fahrzeug für Sie bereitstellen können.
Ausserhalb unserer Öffnungszeiten, sowie z.B. auch sonntags.
Steht Ihnen unseren Ausstellung zur freien Besichtigung offen.

Selbstverständlich tauschen oder kaufen wir auch Ihr jetziges Fahrzeug zu marktgerechten Konditionen ein.
Unsere Verkaufspreise sind inklusive 7.7% MwSt., ebenfalls marktgerecht und NETTO..

****Bei Uns haben Sie keine zuzüglich Ablieferungspauschal***

Trotz der großen Sorgfalt sind Inserats Fehler nicht ausgeschlossen.
Irrtümer und Zwischenverkauf vorbehalten. Keine Gewähr für Ausstattungsdetails.


Garantie Bei Quality 1
12 Monaten oder 20.000 km
Optional ab 350 CHF

Schweizweite Lieferung gegen Aufpreis Möglich",FALSE,2040,233,4161600,2.4649e+10,TRUE,FALSE,FALSE,FALSE,1765.49921935758,27233.5007806424
"254","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2016-occasion-10721552","VOLVO XC60 T6 AWD Summum Geartronic","1 Hand,1ere main, sièges enfants intègre...Kindersitz...AHK,crochet attelage",29000,"2016-10-01","SUV / Tout-terrain",99100,"Essence","Automatique",306,"4 roues motrices",7.7,TRUE,NA,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Rue de la Croix 22 (ZI), 2822 Courroux",10721552,"2023-07-24",NA,"Vendu service ok, expertise du jour...",FALSE,2587,100,6692569,9820810000,FALSE,FALSE,FALSE,FALSE,-2772.1182350813,31772.1182350813
"255","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2017-occasion-10917214","VOLVO XC60 D4 AWD Momentum Geartronic","Frisch ab MFK! Top Ausstattung!",29500,"2017-10-01","SUV / Tout-terrain",114000,"Diesel","Automatique",190,"4 roues motrices",5.1,TRUE,"2022-07-19",FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Sägegasse 9a, 3110 Münsingen",10917214,"2023-10-05",NA,"Sehr geehrte Damen und Herren

Vielen Dank, dass Sie uns Ihr Vertrauen schenken.

Für eine unverbindliche Beratung und Probefahrt stehen wir Ihnen gerne zur Verfügung.

Besichtigungen/ Probefahrten
Bitte vereinbaren Sie einen Besichtigungstermin, damit wir das Fahrzeug für Sie bereitstellen können.
Besichtigungen sind auch ausserhalb der Öffnungszeiten möglich.

Leasing/ Finanzierung
Gerne erstellen wir für Sie eine passende Offerte.

Eintausch/ Ablösung bestehender Leasingverträge
Gerne tauschen wir Ihr Fahrzeug ein und kümmern uns auch um bestehende Leasingverträge.

Garantie
Für Fahrzeuge welche jünger als 12 Jahre sind und nicht über 180'000 km gelaufen sind bieten wir diverse Garantien an.
Für weitere Informationen bezüglich Garantien können Sie uns gerne anrufen.

Einlösung/ Umschreibung/ Versicherung
Bei Bedarf erledigen wir für Sie gerne die Einlösung/ Umschreibung beim Strassenverkehrsamt.
Gerne lassen wir für Sie auch eine Offerte von der Versicherung erstellen. Dabei profitieren Sie von unserem Partnerrabatt.

Abholung/ Lieferung
Die Abholung vom Fahrzeug kann auch ausserhalb der Öffnungszeiten erfolgen.
Lieferungen sind auf Aufpreis/ Absprache möglich.

Trotz der großen Sorgfalt sind Inseratsfehler nicht ausgeschlossen.",FALSE,2222,27,4937284,1.2996e+10,TRUE,FALSE,FALSE,FALSE,871.090327916885,28628.9096720831
"256","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2019-occasion-10931849","VOLVO XC60 D4 AWD Momentum Geartronic","**LED**Xenon**Navigation**Rückfahrkamera**Bluetooth**Tempomat**el. Heckklappe**Sitzheizung**uvm.**",29880,"2019-07-01","SUV / Tout-terrain",182000,"Diesel","Automatique",190,"4 roues motrices",7.7,TRUE,"2023-10-10",FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois","Sinserstrasse 400, 6330 Cham/Zug",10931849,"2023-10-10",NA,"- Über 200 Fahrzeuge auf www.wb-garage.ch
- Plus de 200 véhicules sur www.wb-garage.ch

ex Aussendienstwagen

Wichtige, nennenswerte Ausstattung:

*schon ab CHF 390.- / Monat erhältlich
*lückenloser Servicenachweis
*garantiert unfallfrei
*Sitzheizung
*Tempomat
*Navigation
*Bluetooth (Freisprecheinrichtung)
*Klimaautomatik
*LED
*Xenon
*Abstandsregler
*el. Heckklappe
*Blis
*uvm.

auf Wunsch und gegen Aufpreis kann eine Garantie über Quality1 abgeschlossen werden. ab CHF 650.-

Profittieren Sie von unserer großen Auswahl und langjährigen Erfahrung

* Große Auswahl an Lager- u. Vorlauffahrzeuge
* Top-Occasionen zu Markgerechten Preisen
* Garantie Verlängerung über QUALITY1
* Fahrzeugeintausch zu fairen Preisen
* Finanzierung / Leasing auch ohne Anzahlung
* Lieferservice CH-weit ab CHF 350,-
* Eigene Werkstatt zu fairen Stundenansätzen


Besuchen Sie unsere Ausstellung in Cham und vereinbaren einen Termin. Wir haben verschieden Lagerorte und/oder das Fahrzeug kann sich noch im Vorlauf befinden oder zwischenzeitlich verkauft sein.

Preisänderung, Zwischenverkauf und Irrtum vorbehalten.
Angabe des Neupreises ohne Gewähr.

Der Verkaufspreis versteht sich zzgl. Ablieferungspauschale (falls erwünscht)
CHF 450.- für Reinigung, Volltanken, Vignette, Fußmatten, Ein-Umlösung….",FALSE,1584,22,2509056,3.3124e+10,TRUE,FALSE,FALSE,FALSE,2034.15928962718,27845.8407103728
"257","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2019-occasion-10634759","VOLVO XC60 2.0 D4 R-Design AWD","Gepflegter XC60 R-Design",29888,"2019-01-01","SUV / Tout-terrain",133900,"Diesel","Automatique",190,"4 roues motrices",7.7,TRUE,NA,FALSE,TRUE,"Dès la 1ère mise en circulation, 60 mois ou 150'000 km","Thunstrasse 94, 3700 Spiez",10634759,"2023-06-22",NA,"Nette Bedinung Danke",FALSE,1765,132,3115225,17929210000,TRUE,FALSE,FALSE,FALSE,378.661675260808,29509.3383247392
"258","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2014-occasion-10889201","VOLVO XC60 3.0 T6 Kinetic R-Design AWD","*** Leasing-Aktion ab 3.88% *** Anhängerkupplung - Navi - Bi-Xenon - Tempomat - Lederausstattung - Sportsitze vorne - Sitzheizung vorne + hinten - Keyless",29890,"2014-09-01","SUV / Tout-terrain",70500,"Essence","Automatique",305,"4 roues motrices",10.7,TRUE,"2023-01-29",FALSE,TRUE,"À partir de la livraison du véhicule","Wilerstrasse 72, 9542 Münchwilen",10889201,"2023-09-26",70955,"- Leasing-Aktion ab 3.88%
Zusätzliche Infos zu diesem Fahrzeug:
- Interessante Leasingkonditionen
- Optional: Service-Paket – sparen Sie jetzt 30%!
- Spannende Eintauschangebote, bringen Sie Ihr Auto mit.
- Sehr guter Zustand, inklusive Gebrauchtwagengarantie
700 FAHRZEUGE – UND EINE GANZE AUTO WELT DAZU

Ein herzliches «GRÜEZI» aus der Ostschweiz

Seit über 40 Jahren sind Autos unsere Leidenschaft und zufriedene Kunden unser Zündstoff. Bei uns treffen Sie auf eine in der Schweiz einzigartige Auto Welt: Egal ob in unserer Werkstatt, in der modernen Lackiererei oder in unserem grossen Showroom – wir bieten alles rund ums Auto. 

Unser Familienunternehmen beschäftigt über 100 Mitarbeiter, die sich jeden Tag mit Herzblut um die Wünsche unserer Kunden kümmern. 

Kommen Sie unverbindlich auf einen Kaffee vorbei und lernen Sie uns kennen. Wir freuen uns auf Ihren Besuch! 

Das erwartet Sie in unserer Auto Welt:
- 700 Neuwagen und Gebrauchtwagen
- Ein sympathisches Team mit viel Herz und Kompetenz
- Persönliche und umfassende Betreuung
- vor und nach dem Kauf
- Alles unter einem Dach
- Umfangreiches Dienstleistungsangebot wie
 - Service & Reparatur, Tuning & Styling 
- Carrosserie & Lackiererei, Tankstelle mit Waschanlage
- und vieles mehr

Garagen/Händler:  Sie sind herzlich willkommen, profitieren Sie von Spezialkonditionen!

So stellt sich unser Best-Preis-Angebot zusammen:
-  Bestes Preis-Leistungs-Verhältnis der Schweiz
- Vergleichen - Probe fahren
 - mit gutem Gefühl entscheiden
- Faire Leasing-Konditionen
- Fairer Eintauschpreis
- bei uns sind alle Eintauschfahrzeuge willkommen!

So finden Sie uns:
Wir sind direkt an der A1 zwischen St. Gallen und Winterthur gelegen. Nehmen Sie die Ausfahrt 76 (Münchwilen) und fahren Sie auf der Hauptstrasse Richtung Wil. Eingangs von Wil befindet sich unsere Auto Welt - Sie können uns nicht verfehlen! :-)

Reisen Sie mit dem Zug an 
Gerne holen wir Sie am Bahnhof Wil ab - rufen Sie uns einfach an.

Kommen Sie vorbei, erfahren Sie Leidenschaft! - vonrotz.ch",FALSE,3348,36,11209104,4970250000,FALSE,FALSE,FALSE,FALSE,928.256872876355,28961.7431271236
"259","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2017-occasion-9810468","VOLVO XC60 2.4 D5 Summum AWD S/S","*Jetzt Anhängerkupplung abnehmbar geschenkt*inkl. Winterräder mit neuen Pneus*ab MFK & Service*Rufen Sie uns an!",29900,"2017-02-01","SUV / Tout-terrain",78900,"Diesel","Automatique",220,"4 roues motrices",5.7,TRUE,"2022-03-31",FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Zürichstrasse 37, 4922 Bützberg",9810468,"2022-11-14",60350,"Herzlich Willkommen bei carplanet.ch

Danke, dass Sie sich für dieses Fahrzeug interessieren.

Möchten Sie dieses Fahrzeug gerne Probefahren?
Wollen Sie eine unverbindliche Offerte mit einer massgeschneiderten Finanzierungsvariante (Leasing oder Finanzierungskauf)? 

Oder haben Sie ein Fahrzeug, das Sie Eintauschen möchten? 

Gerne stehen wir Ihnen für diese Fragen zur Verfügung. 

We speak english, On parle français, Noi parliamo l'italiano.

Sie erreichen uns unter der Telefonnummer 062 958 60 70 oder per 

Ihr Scheeberger Automobile Team Bützberg",FALSE,2464,352,6071296,6225210000,TRUE,FALSE,FALSE,FALSE,-1877.75561460229,31777.7556146023
"260","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2017-occasion-9411931","VOLVO XC60 T6 AWD Inscription Geartronic","Volvo XC 60 T6 AWD, Frisch ab MFK und Service, Klima, Navi, Ledersitze Sitzheizung, Head Up display, Top Ausstattung...",29900,"2017-10-01","SUV / Tout-terrain",143000,"Essence","Automatique",320,"4 roues motrices",7.7,TRUE,NA,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Schachenweg 24, 3250 Lyss-Bern",9411931,"2022-11-14",NA,"Alles im grünen Bereich",FALSE,2222,352,4937284,2.0449e+10,FALSE,FALSE,FALSE,FALSE,-1201.82860778033,31101.8286077803
"261","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2018-occasion-10850639","VOLVO XC60 T5 AWD R-Design Geartronic","Véhicule Suisse ! Crochet 2'400 Kg et suspensions pneumatiques. Voiture garantie et expertisée du jour. Service effectué.",29900,"2018-07-01","SUV / Tout-terrain",153800,"Essence","Automatique",250,"4 roues motrices",9.7,TRUE,NA,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 15'000 km","Chemin de Cudrex 13, 1030 Bussigny-Lausanne",10850639,"2023-09-12",85110,"Véhicule Suisse ! Crochet 2'400 Kg et suspensions pneumatiques.

Voiture garantie et expertisée du jour. Service effectué.

Véhicule en parfait état, toujours entretenu avec 4 roues d’été et 4 roues d’hiver en jantes aluminium.

REPRISE, CREDIT OU LEASING POSSIBLE.

Nous vendons des véhicules de qualité, en excellent état général, avec documents d’origine et deux clefs. Tous nos véhicules sont garantis non-accidentés et les kilomètres sont certifiés.

Essai uniquement sur rendez-vous après avoir discuté des modalités de paiement et de reprise éventuelle.

Voici maintenant plus de 25 ans que Joaquim Correia vous conseil la meilleure occasion. Confiance, qualité et service sont les maitres mots qui qualifient le mieux notre passion pour l’automobile.

C'est avec un très grand plaisir que nous vous accueillons au garage Passion Automobiles Sàrl à Bussigny, nous répondrons à vos attentes en :

Nous parlons Français
Nós falamos Português
Hablamos Español
We speak English",FALSE,1949,50,3798601,23654440000,FALSE,FALSE,FALSE,FALSE,1750.04414858606,28149.9558514139
"263","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2018-occasion-10976764","VOLVO XC60 D5 AWD Inscription Geartronic","- Ab MFK - Servicegepflegt - Panoramadach - 360 Kamera - Massagesitze vorne - Keyless - El. Heckdeckel - LED Scheinwerfer",29900,"2018-06-01","SUV / Tout-terrain",148500,"Diesel","Automatique",235,"4 roues motrices",8,TRUE,NA,FALSE,FALSE,"","Buetigenstrasse 72, 2557 Studen BE",10976764,"2023-10-27",NA,"- Ab MFK
- Servicegepflegt
- Panoramadach
- 360 Kamera
- Massagesitze vorne
- Keyless
- El. Heckdeckel
- LED Scheinwerfer",FALSE,1979,5,3916441,22052250000,TRUE,FALSE,FALSE,FALSE,1494.17943429192,28405.8205657081
"264","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2016-occasion-10883365","VOLVO XC60 T6 AWD Momentum Geartronic (Automat)","Gepflegtes Fahrzeug, Automat, Navi, DAB+, Rückfahrkamera, Leder/Sitzheizung, Panoramadach, Autopark Hegnau AG, 044 946 36 36",29900,"2016-07-01","SUV / Tout-terrain",74300,"Essence","Automatique",306,"4 roues motrices",7.7,TRUE,NA,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Büelstrasse 44, 8604 Hegnau / Volketswil",10883365,"2023-09-23",NA,"Herzlich willkommen im AUTOPARK HEGNAU

Besten Dank für Ihr Interesse an unseren Fahrzeugen.

Unser kompetentes Verkaufspersonal freut sich, Sie persönlich, telefonisch oder per Mail begrüssen und beraten zu dürfen. Zögern Sie nicht uns zu kontaktieren. Wir sprechen Deutsch, Englisch und ein wenig Französisch.

Besichtigung / Probefahrten

Bitte für Besichtigungen und Probefahrten vorher einen Termin vereinbaren. Ausserhalb unserer Öffnungszeiten, sowie z.B. auch sonntags, steht Ihnen unsere Ausstellung zur freien Besichtigung offen. Wünschen Sie einen Beratungstermin ausserhalb unserer Öffnungszeiten, ist dies nach vorheriger Terminabsprache sehr wohl möglich.

Leasing / Finanzierung

Gerne unterbreiten wir Ihnen auch ein Leasing- oder Finanzierungsangebot zu sehr fairen Konditionen.

Eintausch / Ankauf

Selbstverständlich tauschen oder kaufen wir auch Ihr jetziges Fahrzeug zu marktgerechten Konditionen ein.

Verkaufspreise

Unsere Verkaufspreise sind inklusive 7.7% Mehrwertsteuer, äusserst knapp kalkuliert und deshalb NETTO (Festpreise / Fixpreise).

Transparenz / Ehrlichkeit

Wir sind ein äusserst fairer Partner im Umgang mit unseren Kunden und leben nach dem Motto: Transparenz und Ehrlichkeit währt und fährt am Längsten …

Deshalb weisen wir Sie auch bereits jetzt höflich darauf hin, dass wir beim Kauf dieses Fahrzeugs bei uns eine Ablieferungspauschale in der Höhe von Fr. 450.-- erheben. In diesem Betrag sind unter Anderem eine aktuelle Vignette, eine Tankfüllung, eine 1-jährige Gebrauchtwagengarantie “Quality1 “Base“ sowie diverse weitere Dienstleistungen wie z.B. die administrativen Arbeiten für die Immatrikulation des Fahrzeuges enthalten.

Kontakt

Für sämtliche Anliegen und Auskünfte stehen wir Ihnen selbstverständlich während unseren Geschäftszeiten von Montag bis Samstag sehr gerne zur Verfügung.

Testen Sie uns … wir freuen uns auf Ihre Kontaktaufnahme unter:

044 946 36 36 oder 079 420 18 18

Autopark Hegnau AG
Büelstrasse 44
8604 Hegnau-Volketswil
Tel.: 044 946 36 36
Fax: 044 834 00 77

Irrtümer und Preisänderungen vorbehalten.",FALSE,2679,39,7177041,5520490000,FALSE,FALSE,FALSE,FALSE,-4118.43784889605,34018.4378488961
"265","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2017-occasion-10932105","VOLVO XC60 T6 AWD Executive Plus Geartronic","CH-Fahrzeug, Bi-Xenon, Navigationssystem, Keyless Go, Panoramaglasdach, Rückfahrkamera, DAB+, Parksensoren, Leder, BLIS",29900,"2017-03-01","SUV / Tout-terrain",93200,"Essence","Automatique",306,"4 roues motrices",7.7,TRUE,"2023-01-17",FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Chaltenbodenstrasse 18, 8834 Schindellegi",10932105,"2023-10-10",NA,"Top Beratung, Top Autos",FALSE,2436,22,5934096,8686240000,FALSE,FALSE,FALSE,FALSE,-3637.51422239645,33537.5142223965
"266","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2016-occasion-10868792","VOLVO XC60 T6 AWD Summum","Franz AG: Immer das Passende an 6 Standorten.",29900,"2016-11-01","SUV / Tout-terrain",101000,"Essence","Automatique",306,"4 roues motrices",7.7,TRUE,NA,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois","St. Gallerstrasse 106, 8404 Winterthur",10868792,"2023-09-19",79315,"Zu diesem Angebot kann ein Ablieferungspaket für Fr. 490.- erworben werden, welches unter anderem technische Aufbereitung, Tankfüllung, Vignette und komplette Reinigung des Fahrzeuges enthält. Weitere Informationen zum Ablieferungspaket erhalten Sie von unserem Verkaufspersonal.
              
                Garantie: 12 Monate / unbegrenzt km",FALSE,2556,43,6533136,1.0201e+10,FALSE,FALSE,FALSE,FALSE,-1889.7473558062,31789.7473558062
"267","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2018-occasion-10059196","VOLVO XC60 2.0 D4 R-Design AWD","| frisch ab Mfk | frisch ab Service  |",29900,"2018-01-01","SUV / Tout-terrain",149212,"Diesel","Automatique",191,"4 roues motrices",5.5,TRUE,"2022-12-15",FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 150'000 km","Sihlbruggstrasse 2, 6340 Baar",10059196,"2022-11-28",65935,"Hüsser & Palkoska AG | Volvo-Baar
Ihr Volvo-Partner im Kanton Zug und Umgebung seit 1969. 
Unser Garagenbetrieb ist der kompetente Ansprechpartner bei allen Themen rund ums Auto.
Ob Fahrzeugkauf, Finanzierung und Versicherungsangebote, wir helfen Ihnen gerne, dass maßgeschneidert Angebot für Sie zu finden. 
Zeit für einen Wechsel? 
Auch Eintauschfahrzeuge sind gerne Willkommen bei uns.

Wir freuen uns Sie bald persönlich bei uns begrüssen zu dürfen. 
Hüsser & Palkoska AG",FALSE,2130,338,4536900,22264220944,TRUE,FALSE,FALSE,FALSE,3760.1252779131,26139.8747220869
"268","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2018-occasion-10876904","VOLVO XC60 T5 AWD Inscription Geartronic","VÉHICULE SUISSE. VOLVO Service 10 ans ou150000km (dès 1re mise en circ.)",29930,"2018-03-01","SUV / Tout-terrain",99400,"Essence","Automatique",250,"4 roues motrices",7.4,TRUE,NA,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Chemin de Maillefer 34, 1052 LE MONT-SUR-LAUSANNE",10876904,"2023-09-21",NA,"** IMPORTANT : VISITE SUR RENDEZ-VOUS
** GARANTIE 12 MOIS OU 20'000km
** REPRIS // CRÉDIT OU LEASING POSSIBLE
** NON ACCIDENTE
** TRÈS BON ÉTAT
** EXPERTISE DU JOUR",FALSE,2071,41,4289041,9880360000,FALSE,FALSE,FALSE,FALSE,-3276.65499770891,33206.6549977089
"269","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2017-occasion-10849945","VOLVO XC60 D4 AWD Inscription Geartronic","Panorama Dach**Mermory Sitze**360°Kamera**Abstandsregler**Xenon**Navigation**SItzheizung**Soundsystem**frisch ab MFK**",29980,"2017-10-01","SUV / Tout-terrain",176000,"Diesel","Automatique",190,"4 roues motrices",5.2,TRUE,"2023-09-12",FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois","Sinserstrasse 400, 6330 Cham/Zug",10849945,"2023-09-12",NA,"- Über 200 Fahrzeuge auf www.wb-garage.ch
- Plus de 200 véhicules sur www.wb-garage.ch

ex Aussendienstwagen

Wichtige, nennenswerte Ausstattung

*schon ab CHF 350,- / pro Monat erhältlich
*lückenloser Servicenachweis
*garantiert unfallfrei
*Tempomat
*Bluetooth (Freisprecheinrichtung)
*Navigationssystem
*LED
*Sitzheizung
*Xenon
*Abstandsregler
*Klimaautomatik
*DAB+
*Memory Sitze
*360° Kamera
*Panorama Dach
*CH-Fahrzeug
*uvm.

Auf Wunsch und gegen Aufpreis kann eine Garantie über Quality1 ab 650.-abgeschlossen werden

Profittieren Sie von unserer grossen Auswahl und langjährigen Erfahrung

* Grosse Auswahl an Lager- u. Vorlauffahrzeuge
* Top-Occasionen zu Markgerechten Preisen
* Garantieverlängerungüber QUALITY1
* Fahrzeugeintausch zu fairen Preisen
* Finanzierung / Leasingauch ohne Anzahlung
* Lieferservice CH-weit ab CHF 350,-
* Eigene Werkstatt zu fairen Stundenansätzen


Besuchen Sie unsere Ausstellung in Cham und vereinbaren einen Termin. Wir haben verschieden Lagerorte und/oder das Fahrzeug kann sich noch im Vorlauf befinden oder zwischenzeitlich verkauft sein.

Preisänderung, Zwischenverkauf und Irrtum vorbehalten.
Angabe des Neupreises ohne Gewähr.

Der Verkaufspreis versteht sich zzgl. Ablieferungspauschale (falls erwünscht)
CHF 450.- für Reinigung, Volltanken, Vignette, Ein-Umlösung….",FALSE,2222,50,4937284,3.0976e+10,TRUE,FALSE,FALSE,FALSE,6336.74080780532,23643.2591921947
"270","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2016-occasion-10729946","VOLVO XC60 T6 AWD Summum Geartronic","***Frisch ab MFK***8fach bereift mit Winter- und Sommerräder***",30000,"2016-11-01","SUV / Tout-terrain",50300,"Essence","Automatique",306,"4 roues motrices",7.7,TRUE,NA,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois","Landstrasse 62, 5436 Würenlos",10729946,"2023-07-27",72770,"exkl. Ablieferungspauschale",FALSE,2556,97,6533136,2530090000,FALSE,FALSE,FALSE,FALSE,-8058.08101440757,38058.0810144076
"271","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2018-occasion-10809655","VOLVO XC60 2.0 D4 Momentum AWD","HINWEIS: Standort Filiale Meggen Tel. 041 377 37 37",30900,"2017-12-01","SUV / Tout-terrain",114000,"Diesel","Automatique",190,"4 roues motrices",5.1,TRUE,NA,FALSE,FALSE,"","Rüeggisingerstrasse 61 / Luzernerstrasse 44, 6021 Emmenbrücke / 6045 Meggen",10809655,"2023-08-29",57750,"Standort Filiale Meggen Tel. 041 377 37 37",FALSE,2161,64,4669921,1.2996e+10,TRUE,FALSE,FALSE,FALSE,1765.43136070294,29134.5686392971
"272","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2019-occasion-10837737","VOLVO XC60 D4 AWD Inscription ** Voll-Leder Ausstattung ** Navi mit RF-Kamera ** Panorama Glasdach **","** CH-Fahrzeug ** Voll-Leder ** Navigation ** Panorama Glasdach ** AHK ** PDC V+H **Xenon ** 18""Aluräder ** Sitzmemory **",30900,"2019-05-01","SUV / Tout-terrain",92000,"Diesel","Boîte manuelle",190,"4 roues motrices",7.2,TRUE,"2023-09-07",FALSE,TRUE,"Dès la 1ère mise en circulation, 5 mois ou 150'000 km","Solothurnstrasse 162-164, 2540 Grenchen (SO)",10837737,"2023-09-07",NA,"* Vielen Dank für Ihr Interesse an unseren
* Fahrzeugen Wir freuen uns auf Ihren Besuch.
* Bitte Telefonische Voranmeldung für Besichtigung und Probefahrt.
* Garantiert kein Unfallwagen
* Modell 2019
* Sehr gepflegtes Fahrzeug
* Garantierte Kilometer
* Partikelfilter und Oxydationskatalysator
* 8x Airbag * ABS * Servolenkung,
* DVD Navigation mit Grossem Bildschirm
* Voll-Leder Ausstattung
* Park Distance Control vorne+hintenmit RF-Kamera 360°
* Multifunctionlenkrad mit Tempomat
*Getriebe: 6-Gang-Getriebe*Anhängerkupplung abnehmbar
* Klimatisieurngautomatik * 19"" AluRäder
*Fahrersitz elektrisch verstellbar mit Memory * Dachreling Silver
*Totwinkelassistent*Bi-Xenon Lichtanlage 
*Panorama Glasdach*Elektrische Fensterheber vorne + hinten
* Zentralverriegelung mit Fernbedienung
* Radio CD Player
* Ab MFK & Service
* Alle Service bei VOLVO Händler durchgeführt
* Teilzahlung, Eintausch , Leasing , Finanz. möglich
 VSP Garantie: 5 Jahre oder 150'000 km.",FALSE,1645,55,2706025,8.464e+09,TRUE,FALSE,TRUE,FALSE,-4213.31326130521,35113.3132613052
"273","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2016-occasion-10920330","VOLVO XC60 T6 AWD Summum Geartronic","***Ab MFK 27.02.2023***Klima***Leder***Navi***Tempomat***Automat***Rückfahrkamera***Glasdach***",30900,"2017-05-01","SUV / Tout-terrain",78500,"Essence","Automatique",306,"4 roues motrices",7.7,TRUE,"2023-02-27",FALSE,TRUE,"Dès la 1ère mise en circulation, 72 mois ou 150'000 km","Güttingerstrasse 9, 8593 Kesswil",10920330,"2023-10-06",NA,"***ALLES INKLUSIVE***
Bei uns bezahlen Sie keine Ablieferungs- oder Bereitstellungsgebühren!

***LEASING ODER FINANZIERUNG***
Fragen Sie nach den attraktiven Konditionen unserer Partnerbanken!

***BESICHTIGUNG UND PROBEFAHRT***
Besichtigungen und Probefahrten sind bei uns immer unverbindlich und kostenlos!

Herzlichen Dank für Ihr Interesse an einem unserer Fahrzeuge. Da wir an vier Standorten vertreten sind, vereinbaren Sie für eine Besichtigung und Probefahrt bitte telefonisch oder per Klick auf den Button ""Probefahrt"" einen Termin.

Wir sprechen / Nous parlons / We speak / Mi govorimo / Beszélünk / Vorbim / Rozmawiamy po: Deutsch / Français / English / Bosanski Srbsko-Hrvatski / Magyarul / Româneste / Polsku!",FALSE,2375,26,5640625,6162250000,FALSE,FALSE,FALSE,FALSE,-4827.86051559695,35727.8605155969
"274","https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2017-occasion-10977671","VOLVO XC60 D4 AWD Momentum Geartronic","Swiss HighClass Garantie 12 Monate 20'000 km.",30900,"2017-12-01","SUV / Tout-terrain",101800,"Diesel","Automatique",190,"4 roues motrices",7.7,FALSE,NA,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Leimgrubenweg 14, 4053 Basel",10977671,"2023-10-27",NA,"Das Wort Service trifft hier nicht zu. Leider muss mein Fahrzeug häufig in die ...",FALSE,2161,5,4669921,10363240000,TRUE,FALSE,FALSE,FALSE,1825.04774582112,29074.9522541789
