"annonce.link.href","title","subtitle","price","date","body.type","kilometers","fuel.type","transmission","power","drivetrain","consumption","expertise","expertise.date","accident","warranty","warranty.details","location","listing.id","created.date","new.price","description.text","defective","vehicle.age","listing.age"
"https://www.autoscout24.ch/fr/d/volvo-xc60-limousine-19-occasion-10947639","VOLVO XC60 T8 AWD R-Design","",37500,2018-11-01,"Limousine",92400,"Essence","Automatique",303,"4 roues motrices",2.3,FALSE,2018-11-23,FALSE,TRUE,"Dès la 1ère mise en circulation, 60 mois ou 150'000 km","Seestrasse 47, 8800 Thalwil",10947639,2023-10-16,95710,"Herzlich Willkommen bei carplanet.ch

Danke, dass Sie sich für dieses Fahrzeug interessieren.

Möchten Sie dieses Fahrzeug gerne Probefahren?
Wollen Sie eine unverbindliche Offerte mit einer massgeschneiderten Finanzierungsvariante (Leasing oder Finanzierungskauf)? 

Oder haben Sie ein Fahrzeug, das Sie Eintauschen möchten? 

Gerne stehen wir Ihnen für diese Fragen zur Verfügung. 

Sie erreichen uns unter der Telefonnummer 043 466 56 56 oder 

Ihr Park Garage AG Team",FALSE,1826,16
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2018-occasion-10875149","VOLVO XC60 T6 AWD R-Design","4 roues motrices, caméra de recul, système de navigation",37500,2018-04-01,"SUV / Tout-terrain",95900,"Essence","Automatique",310,"4 roues motrices",NA,TRUE,2023-10-01,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 24'000 km","Rue centrale 2, 1845 Noville",10875149,2023-09-21,82850,"Bienvenue au sein du Groupe Leuba SA,10 Garages, 4 marques (Mercedes-Benz véhicule particulier et utilitaire, Mazda, Hyundai et Smart), vente de véhicule neufs et d'occasion toutes marques garantis et expertisés.Nous disposons en permanence de plus 1'500 véhicules neufs et occasions aux meilleures conditions

A Espace Auto Chablais, plus de 250 véhicules disponibles de suite. 

Nos prix sont nets et conformes au marché. Nous ne vendons pas nos véhicules à des professionnels de l'automobile. 

Si l'un de nos véhicules vous intéresse, il est recommandé de nous contacter par téléphone ou par email afin d'agender un rendez-vous. 

Notre team de vente se tient à votre disposition pour des conseils personnalisés. 

Vous pouvez calculer les offres de leasing et d'assurance, et évaluer votre véhicule (reprise), sur Autoscout24 en cliquant sur un des liens correspondants sous le prix de vente. 

Nous facturons un forfait de préparation qui comprend : le plein de carburant, la vignette autoroutière, les démarches administratives. 

Nous assurons aussi le service après-vente de votre véhicule avec des techniciens qualifiés. 

Au plaisir de vous rencontrer prochainement à Espace Auto Chablais Noville. www.espaceauto-chablais.ch         
              
                12 mois ou 24'000km Garantie Groupe Leuba",FALSE,2040,41
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2017-occasion-10804759","VOLVO XC60 2.0 D4 R-Design AWD","",37500,2017-11-01,"SUV / Tout-terrain",53000,NA,"Automatique",190,"4 roues motrices",5.5,TRUE,2023-08-20,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 150'000 km","Rue du Grand-Pré 2, 1202 Genève",10804759,2023-08-28,68990,"Avertisseur de changement de voie, BLIS Blind Spot Information System, Système d'alerte angle mort, Détails consultez la liste de prix, Toit coulissant panoramique, Caméra de recul, Climatisation automatique 4 zones, Détails consultez la liste de prix, Sièges avant chauffants, Apple Car Play/ Android Auto, Système de navigation Sensus Connect, Détails consultez la liste de prix, Pack éclairage intérieur, Phares à LED avec assistant projecteurs, Gicleur de lave-phares, Détails consultez la liste de prix, Hayon électrique, Filet de séparation du compartiment de charge, Prise 12 V dans le coffre à bagages, Keyless-Drive, Pack Versatility Pro, Pack Light, Pack Business Connect, Pack Hiver, Pack Xenium, Vitres latérales et lunette arrière teintées, IntelliSafe-Surround, Assistance de parc avant et arrière, DAB+ Digital Audio Broadcast, CD avec fonction MP3",FALSE,2191,65
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2017-occasion-9197864","VOLVO XC60 T5 AWD R-Design Geartronic","",37600,2018-02-01,"SUV / Tout-terrain",97000,"Essence","Automatique",254,"4 roues motrices",7.3,FALSE,2023-09-22,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Zürcherstrasse 81, 8730 Uznach SG",9197864,2022-11-14,NA,"",FALSE,2099,352
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2018-occasion-10343835","VOLVO XC60 2.0 T8 TE Inscription AWD","",37600,2018-02-01,"SUV / Tout-terrain",1e+05,"Hybride rechargeable essence/électrique","Automatique",408,"4 roues motrices",2.1,TRUE,NA,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois","Rüeggisingerstrasse 61 / Luzernerstrasse 44, 6021 Emmenbrücke / 6045 Meggen",10343835,2023-03-14,96720,"zuzüglich Ablieferungspauschale",FALSE,2099,232
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2018-occasion-10707332","VOLVO XC60 T8 eAWD Inscription Geartronic","8 fach bereift Kompletträder, 4 neue Sommerpneu Probefahrt bei Ihnen zuhause gefällig, wir machen es möglich",37600,2018-12-01,"SUV / Tout-terrain",105850,"Hybride rechargeable essence/électrique","Automatique",391,"4 roues motrices",3.5,TRUE,NA,FALSE,TRUE,"Dès la 1ère mise en circulation, 60 mois ou 150'000 km","Thunstrasse 26, 3770 Zweisimmen",10707332,2023-07-18,96770,"Volvo Swiss Premium®
10 JAHRE / 150 000 KM GRATIS-SERVICE
5 JAHRE / 150 000 KM VOLL-GARANTIE


Probefahrt bei Ihnen zuhause gefällig, wir machen es möglich
•	Umkreis von 50km ab Autohaus Zweisimmen CHF 150.—
•	Umkreis von 100km ab Autohaus Zweisimmen CHF 270.—
•	Umkreis von 150km ab Autohaus Zweisimmen CHF 380.—
•	Umkreis von 200km ab Autohaus Zweisimmen CHF 500.—
•	Umkreis von 250km ab Autohaus Zweisimmen CHF 620.—
•	Umkreis von 300km ab Autohaus Zweisimmen CHF 750.—

Bei einem Kauf des Fahrzeuges werden Ihnen bis zu CHF 300.— nicht verrechnet",FALSE,1796,106
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2018-occasion-10820981","VOLVO XC60 D4 AWD Inscription","CH-FAHRZEUG / GARANTIE 12MT, GRATIS-SERVICE BIS 150'000KM",37700,2018-07-01,"SUV / Tout-terrain",64777,"Diesel","Automatique",190,"4 roues motrices",NA,TRUE,2023-05-01,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois","Aarauerstrasse 46, 5712 Beinwil am See",10820981,2023-09-02,NA,"Ablieferungspauschale (Gebühren, Vignette, Tank voll) Fr. 450.-

  Garantie 12 Monate

              
                Occ-Garantie 12Mt",FALSE,1949,60
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2018-occasion-10415361","VOLVO XC60 2.0 D4 Inscription AWD","| CH-Fahrzeug inkl. 10 Jahre / 150'000km Gratisservice | sofort lieferbar |Premium Gebrauchtwagen",37750,2017-12-01,"SUV / Tout-terrain",59000,"Diesel","Automatique",191,"4 roues motrices",5.5,TRUE,2023-03-31,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois","Sihlbruggstrasse 2, 6340 Baar",10415361,2023-04-06,71590,"Hüsser & Palkoska AG | Volvo-Baar
Ihr Volvo-Partner im Kanton Zug und Umgebung seit 1969. 
Unser Garagenbetrieb ist der kompetente Ansprechpartner bei allen Themen rund ums Auto.
Ob Fahrzeugkauf, Finanzierung und Versicherungsangebote, wir helfen Ihnen gerne, dass maßgeschneidert Angebot für Sie zu finden. 
Zeit für einen Wechsel? 
Auch Eintauschfahrzeuge sind gerne Willkommen bei uns.

Wir freuen uns Sie bald persönlich bei uns begrüssen zu dürfen. 
Hüsser & Palkoska AG",FALSE,2161,209
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2019-occasion-10144275","VOLVO XC60 2.0 T8 TE R-Design eAWD","| CH-Fahrzeug inkl. 10 Jahre / 150'000km Gratisservice | sofort lieferbar |Premium Gebrauchtwagen",37840,2019-04-01,"SUV / Tout-terrain",143650,"Hybride rechargeable essence/électrique","Automatique",304,"4 roues motrices",2.4,TRUE,2023-01-12,FALSE,TRUE,"Dès la 1ère mise en circulation, 60 mois ou 150'000 km","Sihlbruggstrasse 2, 6340 Baar",10144275,2023-01-04,91690,"Volvo Selekt | Premium Gebrauchtwagen |100 Punkte Qualitätscheck | inkl. Volvo Swiss Premium

Hüsser & Palkoska AG | Volvo-Baar
Ihr Volvo-Partner im Kanton Zug und Umgebung seit 1969. 
Unser Garagenbetrieb ist der kompetente Ansprechpartner bei allen Themen rund ums Auto.
Ob Fahrzeugkauf, Finanzierung und Versicherungsangebote, wir helfen Ihnen gerne, dass maßgeschneidert Angebot für Sie zu finden. 
Zeit für einen Wechsel? 
Auch Eintauschfahrzeuge sind gerne Willkommen bei uns.

Wir freuen uns Sie bald persönlich bei uns begrüssen zu dürfen. 
Hüsser & Palkoska AG",FALSE,1675,301
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2018-occasion-10233389","VOLVO XC60 2.0 D5 Inscription AWD","",37846,2017-12-01,"SUV / Tout-terrain",94037,"Diesel","Automatique",235,"4 roues motrices",5.6,TRUE,2019-12-23,FALSE,FALSE,"","Freiburgstrasse 396, 3018 Bern",10233389,2023-02-06,90315,"",FALSE,2161,268
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2019-occasion-10598840","VOLVO XC60 B4 D AWD R-Design","CH-FAHRZEUG / GARANTIE BIS 09.2024, GRATIS-SERVICE BIS 150'000KM",37850,2019-09-01,"SUV / Tout-terrain",122305,"Hybride léger diesel/électrique","Automatique",197,"4 roues motrices",NA,TRUE,2023-05-01,FALSE,FALSE,"","Aarauerstrasse 46, 5712 Beinwil am See",10598840,2023-06-09,78427,"Ablieferungspauschale (Gebühren, Vignette, Tank voll, Fz-Ablieferung) Fr. 450.-

 Volvo ist aus erster Hand und garantiert unfallfrei

  Garantie VSP bis 09.2024 oder 150'000km

              
                Volvo Swiss Premium bis 09.2024
              
              Aussenstylingsatz, Stossfängerschutz hinten",FALSE,1522,145
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2018-occasion-9424060","VOLVO XC60 T6 AWD R-Design Geartronic","Freins neufs Av. + Arr., Pneus été neufs, Roues hiver, Crochet, Excellent état. Bremsen vo. + hi. neu, Neue sommerreifen, AHK",37900,2018-07-01,"SUV / Tout-terrain",101700,"Essence","Automatique",310,"4 roues motrices",10.1,TRUE,2018-07-12,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Rue de la Promenade 1, 2316 Ponts-de-Martel",9424060,2022-11-14,NA,"Disques et garnitures de freins avants et arrières neufs, 4 Pneus été neufs, 4 Roues hiver sur jantes alu. 18, Crochet d'attelage pivotant, Excellent état général.
Bremsen vorne + hinten neu, 4 Neue Sommerreifen, 4 Alu 18 Winterräder, Anhängerkupplung, Sehr gut zustand.",FALSE,1949,352
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2019-occasion-10823371","VOLVO XC60 T6 AWD Inscription Geartronic","**CH-Fz, Head Up Display, Leder, AHK, Rückfahrkamera, Gratisservice, Werksgarantie etc.**",37900,2019-07-01,"SUV / Tout-terrain",82000,"Essence","Automatique",310,"4 roues motrices",7.6,TRUE,2019-07-03,FALSE,FALSE,"","Fahrweidstrasse 28a, 8951 Fahrweid",10823371,2023-09-03,104640,"Herzlich willkommen bei Rentz Solutions GmbH

Unser Team besteht aus Top Mitarbeitern, die alle in der Automobil Branche sich einen Namen gemacht haben, egal ob im Verkauf, in der Werkstatt oder in der Geschäftsleitung - Wir wissen was zu tun ist!

Gerne unterbreiten wir Ihnen ein massgeschneidertes Leasing Angebot nach Ihren Wünschen.

Sie haben noch ein Fahrzeug zum eintauschen und brauchen dazu noch eine Versicherungsofferte, bei uns erhalten Sie alles aus einer Hand.

Rufen Sie uns heute noch an!

(exkl. Ablieferungspauschale: 390 CHF)

Garage Standort:
Fahrweidstrasse 28a
8951 Fahrweid",FALSE,1584,59
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2021-occasion-10798030","VOLVO XC60 2.0 B4 MH Momentum AWD","",37900,2021-09-01,"SUV / Tout-terrain",63700,"Hybride léger diesel/électrique","Automatique",197,"4 roues motrices",6.3,TRUE,2021-09-09,FALSE,TRUE,"Dès la 1ère mise en circulation, 60 mois ou 150'000 km","Schneckelerstrasse 14, 4414 Füllinsdorf",10798030,2023-08-24,65305,"Die Verkäuferin wollte / konnte den Preis meines Wunschautos nicht ausrechnen ...",FALSE,791,69
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2019-occasion-10983947","VOLVO XC60 B4 Diesel Mild Hybrid AWD R-Design Geartronic","*** SOLDE 37'900.- AU LIEU DE 39'900.- VALIDE JUSQU'AU 30.11.2023*** 078 857 23 01",37900,2019-07-01,"SUV / Tout-terrain",80000,"Hybride léger diesel/électrique","Automatique",197,"4 roues motrices",7.2,FALSE,2023-04-27,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 24'000 km","Route d’Ollon 1, 1860 Aigle",10983947,2023-10-30,72260,"Intéresser par une voiture d'occasion pour Mme, j'ai pris RDV pour aller la voir ...",FALSE,1584,2
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2021-occasion-10938374","VOLVO XC60 2.0 B4 MH Momentum AWD","",37900,2021-05-01,"SUV / Tout-terrain",70600,"Hybride léger diesel/électrique","Automatique",211,"4 roues motrices",7.2,TRUE,NA,FALSE,TRUE,"Dès la 1ère mise en circulation, 60 mois ou 150'000 km","Schaffhauserstrasse 70, 8451 Kleinandelfingen",10938374,2023-10-12,NA,"10 Jahre 150000km gratis Service 
bis 3 Jahre inkl Verschleissteile",FALSE,914,20
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2017-occasion-10889754","VOLVO XC60 T6 AWD R-Design","",37900,2017-08-01,"SUV / Tout-terrain",77000,"Essence","Automatique",320,"4 roues motrices",NA,TRUE,2023-09-01,FALSE,TRUE,"Dès la 1ère mise en circulation, 12 mois","Seestrasse 109, 3800 Unterseen",10889754,2023-09-26,NA,"Zzgl. Ablieferungspauschale CHF 280.-
              
              Polestar Leistungssteigerung",FALSE,2283,36
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2019-occasion-10918179","VOLVO XC60 2.0 T5 Inscription AWD","",37900,2019-10-01,"SUV / Tout-terrain",66100,"Essence","Automatique",250,"4 roues motrices",9.7,TRUE,NA,FALSE,TRUE,"Dès la 1ère mise en circulation, 60 mois ou 150'000 km","Rue du Simplon 47, 1920 Martigny",10918179,2023-10-05,NA,"",FALSE,1492,27
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2019-occasion-10967303","VOLVO XC60 B4 Diesel Mild Hybrid AWD R-Design Geartronic","CH-AUTO- Werksgarantie bis 10.2024 - PreisTransport bis zu Ihnen kostenlos, D et F: 0796213225, ITA: 0783176060",37900,2019-10-01,"SUV / Tout-terrain",53750,"Hybride léger diesel/électrique","Automatique",197,"4 roues motrices",5.8,TRUE,NA,FALSE,TRUE,"Dès la 1ère mise en circulation, 60 mois ou 150'000 km","Via Adorna, 6852 Genestrerio",10967303,2023-10-24,68420,"CH-AUTO- Werksgarantie bis 10.2024 - PreisTransport bis zu Ihnen kostenlos, D et F: 0796213225, ITA: 0783176060-  NR 34",FALSE,1492,8
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2022-occasion-10918177","VOLVO XC60 2.0 B4 MH Momentum AWD","*** Véhicule suisse *** Garantie d'usine 5 ans/150'000km - service inclus 10 ans/150'000 dès la première mise en circulation",37950,2021-09-01,"SUV / Tout-terrain",67000,"Hybride léger diesel/électrique","Automatique",211,"4 roues motrices",7.2,TRUE,NA,FALSE,TRUE,"Dès la 1ère mise en circulation, 60 mois ou 150'000 km","Rue du Simplon 47, 1920 Martigny",10918177,2023-10-05,NA,"",FALSE,791,27
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2019-occasion-10634756","VOLVO XC60 2.0 T5 R-Design AWD","Sehr gepflegter XC60 T5 AWD R-Design, mit toller Ausstattung",37980,2019-01-01,"SUV / Tout-terrain",80000,"Essence","Automatique",250,"4 roues motrices",9.7,TRUE,NA,FALSE,TRUE,"Dès la 1ère mise en circulation, 60 mois ou 150'000 km","Thunstrasse 94, 3700 Spiez",10634756,2023-06-22,NA,"Nette Bedinung Danke",FALSE,1765,132
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2019-occasion-10984474","VOLVO XC60 D4 AWD R-Design Geartronic","CH-Fahrzeug * Navi * Rückfahrkamera * ab MFK neu *",38000,2019-02-01,"SUV / Tout-terrain",83000,"Diesel","Automatique",190,"4 roues motrices",7.7,TRUE,2023-02-10,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Hauptstrasse 21, 4455 Zunzgen",10984474,2023-10-30,92000,"Auf Wunsch bieten wir Ihnen unser Ablieferungspaket für CHF 400.-- an. Dieses besteht aus einer vollen Tankfüllung, einer aktuellen Autobahnvignette, einer gründlichen Autoreinigung, sowie der Administration mit der Versicherung und dem Strassenverkehrsamt, plus die Immatrikulation des Fahrzeuges.",FALSE,1734,2
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2019-occasion-10981808","VOLVO XC60 T6 AWD Inscription Geartronic","Aus 1. Hand / Volvo XC60 2.0 T6 Inscription AWD",38100,2019-07-01,"SUV / Tout-terrain",83000,"Essence","Automatique",326,"4 roues motrices",10.1,TRUE,NA,FALSE,TRUE,"Dès la 1ère mise en circulation, 60 mois ou 150'000 km","8049 Zürich",10981808,2023-10-29,104640,"",FALSE,1584,3
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2021-occasion-10897882","VOLVO XC60 2.0 B4 MH Momentum AWD","",38400,2021-05-01,"SUV / Tout-terrain",70200,"Hybride léger diesel/électrique","Automatique",211,"4 roues motrices",6.3,TRUE,NA,FALSE,TRUE,"Dès la 1ère mise en circulation, 60 mois ou 150'000 km","Längmatt 9, 6212 St. Erhard",10897882,2023-09-28,68255,"Ich möchte mich bei der Firma Stierli Automobile AG am Sursee ganz herzlich bedanken. ...",FALSE,914,34
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2018-occasion-10890011","VOLVO XC60 T8 eAWD R-Design Geartronic","Le véhicule est stationé à 1254 Jussy. Contrôlé de manière indépendante et transparente par des experts TCS.",38500,2018-12-01,"SUV / Tout-terrain",58130,"Hybride rechargeable essence/électrique","Automatique",303,"4 roues motrices",3.5,TRUE,2023-09-13,FALSE,FALSE,"","Buholzstrasse 40, 6032 Emmen",10890011,2023-09-26,NA,"Bonjour et bienvenue au Touring Club Suisse (TCS) - votre partenaire neutre et compétent en matière de mobilité.

Le TCS a été mandaté par le propriétaire actuel du véhicule afin de pouvoir garantir une vente transparente et fiable de cette voiture. Ceci pour la protection de toutes les parties contractuelles. 

Le véhicule a été soumis au test TCS Occasion et le prix de vente a été déterminé en fonction de son état au moment de l'expertise.

Vous êtes intéressé par la voiture ci-dessus? Sur demande, nous vous communiquerons volontiers les coordonnées du propriétaire actuel et l'emplacement du véhicule afin que vous puissiez convenir d'une date de visite appropriée.

PS: Connaissez-vous déjà la garantie véhicule TCS / www.tcs.ch/garantie-vehicule? Cette garantie pour les véhicules d'occasion vous protège des futurs frais de réparation et vous permet de continuer à profiter de votre mobilité sans souci. Nous nous ferons un plaisir de vous conseiller.",FALSE,1796,36
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2019-occasion-10887232","VOLVO XC60 2.0 T5 Inscription AWD","Volvo Swiss Premium 10 Jahre oder 150`000 Km Gratisservice",38500,2019-06-01,"SUV / Tout-terrain",98500,"Essence","Automatique",250,"4 roues motrices",9.7,TRUE,2019-06-20,FALSE,TRUE,"Dès la 1ère mise en circulation, 60 mois ou 150'000 km","Bernstrasse 160, 3613 Steffisburg",10887232,2023-09-25,76980,"Herr Schenk ist sehr nett und kompetent!  Er macht eine ehrliche und symphatische ...",FALSE,1614,37
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2020-occasion-10983378","VOLVO XC60 B4 Diesel Mild Hybrid AWD Momentum Geartronic","Navi+, Standheizung, Full LED, Winter-Paket PRO, Spur-/Totwinkelassist, ACC, 2-Z Klimatronic, Virtual Cockpit, 18“Alu, el. Heckklappe & Virtual Pedal, DAB+, Smartphone Integration, el. Sitzverstellung, Fernlichtassist, Drive Mode Select, Kurvenlicht, PDC, Keyless, SHZ, Tempomat ACC, Multifunk.-Lenkrad heizbar, Innen-& Aussenspiegel aut. abblendbar, Licht-& Regensensor, Mittelarmlehne, Sprachbedienung, Touchscreen, Verkehrsschilderkennung, Bluetooth-Telefonanlage, Aussenspiegel heizbar/el. vers…",38500,2020-08-01,"SUV / Tout-terrain",18000,"Hybride léger diesel/électrique","Automatique",197,"4 roues motrices",6.2,TRUE,NA,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois","Zürichstrasse 47, 8607 Aathal-Seegräben",10983378,2023-10-30,69570,"ÉQUIPEMENT
 Navi+, Standheizung, Full LED, Winter-Paket PRO, Spur-/Totwinkelassist, ACC, 2-Z Klimatronic, Virtual Cockpit, 18“Alu, el. Heckklappe & Virtual Pedal, DAB+, Smartphone Integration, el. Sitzverstellung, Fernlichtassist, Drive Mode Select, Kurvenlicht, PDC, Keyless, SHZ, Tempomat ACC, Multifunk.-Lenkrad heizbar, Innen-& Aussenspiegel aut. abblendbar, Licht-& Regensensor, Mittelarmlehne, Sprachbedienung, Touchscreen, Verkehrsschilderkennung, Bluetooth-Telefonanlage, Aussenspiegel heizbar/el. verstell-& einklappbar, Android & Apple CarPlay, Start-/Stop-System, Aktiver Bremsassistent, ESP & ABS, ISOFIX Kindersitzvorrichtung, Privacy-Verglasung, etc.! Irrtümer, Änderungen und Zwischenverkauf vorbehalten!, etc.!

 Wir können liefern
400 Autos, 30 Marken sind sofort lieferbar

Bei uns sind 400 Autos aus 30 Marken sofort ab Lager lieferbar. Profitieren Sie von unseren schweizweit dauerhaft günstigen Preisen.

Es sprechen viele Gründe dafür, jetzt bei uns vorbeizukommen und sich Ihr Traumauto auszusuchen:

    -Finden Sie alle Marken und Modelle dank unserer herstellerunabhängigen Fahrzeugauswahl von Neu- und Vorführwagen
    -Wir sind Ihr starker Partner für die passende Finanzierung, Garantie, Versicherung sowie Service-Pakete Ihres neuen Wunschautos
     -Alle Fahrzeuge inklusive TCS-Mitgliedschaft
 -Alle Fahrzeuge inklusive schweizweit gültiger Occasions-Garantie 12 Monate oder sogar mit fortlaufender Herstellergarantie
    -Wir tauschen Ihr altes Fahrzeug bei uns ein
    -frei zugängliche Ausstellung an 365 Tagen im Jahr während 24 Stunden am Tag, unser 5’000m2 grosser Ausstellungsplatz ist zudem hell beleuchtet und es sind genügend Kundenparkplätze für Sie da
    -Immer für Sie da – Ihr persönlicher Ansprechpartner unterstützt Sie in allen Themen rund um Ihr Auto wie zum Beispiel kostengünstige Winterbereifung oder Anhängerkupplungen
    -Für Service und Reparaturen steht unser regionaler Partnerbetrieb für Sie bereit - auch per online Terminplaner",FALSE,1187,2
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2019-occasion-10619290","VOLVO XC60 2.0 D4 Momentum AWD","sehr gepflegtes Fahrzeug",38511,2019-05-01,"SUV / Tout-terrain",87800,"Diesel","Automatique",191,"4 roues motrices",5.5,TRUE,2019-05-29,FALSE,TRUE,"Dès la 1ère mise en circulation, 60 mois ou 150'000 km","Aesplistrasse 1, 4562 Biberist",10619290,2023-06-16,69280,"Verkaufspreis exkl. Ablieferpasuchale CHF 490.-",FALSE,1645,138
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2020-occasion-10978064","VOLVO XC60 2.0 T8 TE Inscription eAWD","",38600,2020-02-01,"SUV / Tout-terrain",152000,"Hybride rechargeable essence/électrique","Automatique",392,"4 roues motrices",3,TRUE,NA,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois","Rüeggisingerstrasse 61 / Luzernerstrasse 44, 6021 Emmenbrücke / 6045 Meggen",10978064,2023-10-27,97200,"zuzüglich Ablieferungspauschale",FALSE,1369,5
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2017-occasion-10462733","VOLVO XC60 T6 AWD R-Design Geartronic","MFK geprüft am 30.06.2023",38700,2017-12-01,"SUV / Tout-terrain",49000,"Essence","Automatique",320,"4 roues motrices",7.7,FALSE,2023-06-30,FALSE,FALSE,"","Bosenhaldenweg 26, 4125 Riehen",10462733,2023-04-24,93665,"",FALSE,2161,191
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2018-occasion-10915249","VOLVO XC60 T5 AWD Inscription Geartronic","",38700,2018-11-01,"SUV / Tout-terrain",39500,"Essence","Automatique",250,"4 roues motrices",9.7,TRUE,NA,FALSE,TRUE,"Dès la 1ère mise en circulation, 60 mois ou 150'000 km","Feienstrasse 6, 8630 Rüti",10915249,2023-10-04,NA,"Sommerbereifung auf 21 Zoll Alu Räder
Winterbereifung auf 20 Zoll Alu Räder

Fahrzeug wird frisch ab MFK und Service verkauft!

Leasing kann angeboten werden!",FALSE,1826,28
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2021-occasion-10931745","VOLVO XC60 B4 Diesel Mild Hybrid AWD Momentum Geartronic","Top Zustand,aus erster Hand,fortlaufende Werksgarantie bis 9.2026",38770,2021-09-01,"SUV / Tout-terrain",74800,"Hybride léger diesel/électrique","Automatique",197,"4 roues motrices",7.2,TRUE,2021-09-10,FALSE,FALSE,"","Unterschönenbuch 17, 6440 Brunnen",10931745,2023-10-10,NA,"",FALSE,791,22
"https://www.autoscout24.ch/fr/d/volvo-xc60-suvtout-terrain-2019-occasion-10871422","VOLVO XC60 2.0 T5 Inscription AWD","Modeljahr 2020 - Distanztempomat, Anhängervorrichtung semielektrisch, 360° Kamera, u.v.m.",38800,2019-06-01,"SUV / Tout-terrain",46500,"Essence","Automatique",250,"4 roues motrices",9.7,TRUE,NA,FALSE,TRUE,"Dès la 1ère mise en circulation, 60 mois ou 150'000 km","Thunstrasse 94, 3700 Spiez",10871422,2023-09-20,NA,"Bilder folgen.. Bitte vereinbaren sie einen Besichtigungstermin.",FALSE,1614,42
