"","annonce.link.href","title","subtitle","price","date","body.type","kilometers","fuel.type","transmission","power","drivetrain","consumption","expertise","expertise.date","accident","warranty","warranty.details","location","listing.id","created.date","new.price","description.text","defective","vehicle.age","listing.age","vehicle.age.squared","kilometers.squared","cabriolet","suv","sedan","diesel","hybrid","natural.gas","manual","awd"
"260","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2015-occasion-10831224","SKODA Octavia Combi 2.0 TDI Style 4x4 DSG","Auto ist in einem sehr guten Zustand, Läuft Einwandfrei, Diesel, Automat, Kombi, Klima, Navigation.",7800,"2015-11-01","Break",286000,"Diesel","Boîte manuelle automatisée",184,"4 roues motrices",4.9,TRUE,"2021-12-21",FALSE,FALSE,"","Grindel 33, 6017 Ruswil",10831224,"2023-09-05",NA,"La voiture est en très bon état, fonctionne parfaitement, diesel, automatique, break, climatisation, navigation.",FALSE,2912,47,8479744,8.1796e+10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"261","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2012-occasion-10793863","SKODA Octavia Combi 1.6 TDI Ambition","",7800,"2012-12-01","Break",130000,"Diesel","Boîte manuelle",105,"Traction avant",4.2,TRUE,NA,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Avenue des Grandes-Communes 8, 1213 Petit-Lancy",10793863,"2023-08-23",33940,"",FALSE,3977,60,15816529,1.69e+10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"262","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2013-occasion-10826731","SKODA Octavia Combi 1.6 TDI Ambition 4x4","",7800,"2012-10-01","Break",143650,"Diesel","Boîte manuelle",105,"4 roues motrices",5.4,TRUE,NA,FALSE,FALSE,"","Luzernerstrasse 60, 5630 Muri",10826731,"2023-09-04",NA,"Ein Herzliches ""GRÜEZI"" Willkommen bei AutoPark Muri

Bei Interesse an diesem tollen Wagen, können Sie sich gerne auf 076 585 13 45 melden um eine unverbindliche Probefahrt zu absolvieren.

Service
- Beratung und Probefahrt
- Faires Eintauschangebot
- Individuelle Versicherungslösungen
- Disposition vom Kauf bis zur Ablieferung

Reisen Sie mit dem Zug an?
Gerne holen wir Sie am Bahnhof Muri (AG) ab - rufen Sie uns einfach an.

Finanzierung/Leasing
- individuelle Finanzierungslösungen
- attraktive Leasingkonditionen
- schnelle & komfortable Abwicklung

Besuchen Sie uns! Unsere Fahrzeuggalerie ist 24h begehbar.

Trotz der großen Sorgfalt sind Inseratsfehler nicht ausgeschlossen.
Irrtümer und Zwischenverkauf vorbehalten, Keine Gewähr für Ausstattungsdetails.
Für weitere Informationen stehen wir Ihnen gerne zur Verfügung.",FALSE,4038,48,16305444,20635322500,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"263","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2014-occasion-10963466","SKODA Octavia Combi 2.0 TDI Ambition DSG","",7900,"2014-11-01","Break",218000,"Diesel","Boîte manuelle automatisée",150,"Traction avant",4.5,TRUE,NA,FALSE,FALSE,"","Büetigenstrasse 72A, 2557 Studen",10963466,"2023-10-22",NA,"",FALSE,3277,0,10738729,4.7524e+10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"264","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2014-occasion-10641302","SKODA Octavia Combi 2.0 TDI Scout 4x4 DSG","43",7900,"2014-11-01","Break",360000,"Diesel","Boîte manuelle automatisée",184,"4 roues motrices",5.1,FALSE,"2020-09-25",FALSE,FALSE,"","Gärtnereiweg 2, 4665 Oftringen",10641302,"2023-06-24",NA,"",FALSE,3277,120,10738729,1.296e+11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"265","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2015-occasion-10600286","SKODA Octavia Combi 1.8 TSI Style","Frisch ab MFK / 8-fach Bereift / Klima / Navi / Sitzheizungen / Service gepflegt",7900,"2015-07-01","Break",196000,"Essence","Boîte manuelle",180,"Traction avant",5.9,TRUE,NA,FALSE,FALSE,"","Giessereistrasse 3, 8620 Wetzikon",10600286,"2023-06-10",NA,"FINANZIERUNG / KREDIT / LEASING & EINTAUSCH MÖGLICH



Besten Dank für Ihr Interesse an einem unserer Fahrzeuge. Gerne stehen wir Ihnen für eine unverbindliche Beratung oder eine 
Probefahrt zur Verfügung.

****Wichtig****

 Bei Interesse für eine Probefahrt bitte Termin vereinbaren.

Besten Dank…


Frisch ab MFK / 8-fach Bereift / Klima / Navi / Sitzheizungen / Service gepflegt / Gebrauchsspuren",FALSE,3035,134,9211225,3.8416e+10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"266","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2010-occasion-10652771","SKODA Octavia Combi 2.0 TSI RS DSG","240PS*19Zoll Felgen*tiefergelegt*ab MFK",7900,"2010-11-01","Break",201000,"Essence","Boîte manuelle automatisée",200,"Traction avant",7.7,TRUE,"2022-04-29",FALSE,FALSE,"","Luzernerstrasse 17, 6030 Ebikon",10652771,"2023-06-28",NA,"Willkommen bei Gala Autos GmbH

Vielen Dank für Ihr Interesse an unserem Fahrzeug

Für eine Besichtigung und Beratung stehen wir Ihnen nach Terminvereinbarung gerne zur Verfügung

Informationen zum Fahrzeug:

- CH Fahrzeug
- Ab MFK (29.04.2022)
- AF (AC Wheels) 19Zoll, tiefergelegt, Marke St. Suspensions
- erhöhte Motorleistung 176kw - 240ps

Natürlich können Sie bei uns auch eine unverbindliche Offerte einholen oder Ihr Fahrzeug eintauschen

Alle Fahrzeuge können hinsichtlich der Ausstattung abweichen

Beste Grüsse

Gala Autos GmbH",FALSE,4738,116,22448644,4.0401e+10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"267","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2013-occasion-10709936","SKODA Octavia Combi 1.8 T-FSI Ambition 4x4","",7900,"2013-01-01","Break",165500,"Essence","Boîte manuelle",160,"4 roues motrices",7.7,TRUE,NA,FALSE,FALSE,"","SITE 2 :Industriestrasse 3, 3951 Agarn, 3960 Sierre",10709936,"2023-07-19",NA,"Expertisé du jour / Service à jour",FALSE,3946,95,15570916,27390250000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"268","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2012-occasion-10770204","SKODA Octavia Combi 2.0 TDI RS","",7900,"2012-03-01","Break",193000,"Diesel","Boîte manuelle",170,"Traction avant",5.7,TRUE,"2023-03-14",FALSE,FALSE,"","Gotthardstrasse 17, 6414 Oberarth",10770204,"2023-08-14",NA,"Herzlich willkommen bei Rigi Auto / Rigi Auto-Export, Kdouh! Vielen Dank für Ihr Interesse an unserem
Fahrzeug.

Informationen zum Fahrzeug
- 2.0 TDI  170 PS VRS
- Emisionscode B5a kein Diese Partikel Test nötig
- Mit 174000km wurde ein grosser Service inkl. Zahnriemem und Wasserpume gemacht
- Mfk 03.23
- 8-fach Bereift 
- optisch div. Gebrauchsspuren


Wir freuen uns über Ihren Besuch. Für eine Besichtigung oder eine Probefahrt sind wir froh, wenn Sie sich per Mail unter  oder telefonisch unter 079 232 32 00 / 079 198 33 75 voranmelden.
Eintausch - Lieferung - Garantie möglich.",FALSE,4252,69,18079504,3.7249e+10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"269","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2015-occasion-10840808","SKODA Octavia Combi 2.0 TDI Ambition 4x4 DSG","Partikelfilter muss ersetzt werden.",7900,"2015-10-01","Break",297000,"Diesel","Boîte manuelle automatisée",184,"4 roues motrices",4.9,FALSE,"2021-12-10",FALSE,FALSE,"","Bassersdorferstr. 117, 8302 Kloten/Neben Coop Tankstelle",10840808,"2023-09-08",NA,"Partikelfilter muss ersetzt werden.",FALSE,2943,44,8661249,8.8209e+10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"270","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2014-occasion-10940796","SKODA Octavia Combi 1.6 TDI Ambition 4x4","*4x4*frisch ab MFK*frisch ab Service*Anhängerkupplung...",7900,"2014-01-01","Break",216000,"Diesel","Boîte manuelle",105,"4 roues motrices",4.5,TRUE,"2023-10-13",FALSE,FALSE,"","Aarauerstr. 39, 5734 Reinach",10940796,"2023-10-13",NA,"",FALSE,3581,9,12823561,4.6656e+10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"271","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2013-occasion-10923457","SKODA Octavia Combi 1.6 TDI Ambition DSG","",7900,"2013-10-01","Break",190000,"Diesel","Boîte manuelle automatisée",105,"Traction avant",4,TRUE,"2022-12-07",FALSE,FALSE,"","Zellfeld, 6214 Schenkon",10923457,"2023-10-07",NA,"Sehr gepflegter schöner Kombi mit sehr guter Ausstattung. Fahrzeug ist ab MFK und Service. Aktuell wurde Zahnriemen, Spann und Umlenkrollen ersetzt. Alle drei Wasserpumpen wurden auch gleich mitersetzt. 4 neue Sommerpneus. Gerne laden wir sie zu einer Besichtigung mit Probefahrt ein.
Sie erreichen uns unter 041 921 75 85.",FALSE,3673,15,13490929,3.61e+10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"272","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2015-occasion-10962267","SKODA Octavia Combi 2.0 TDI Ambition","Ab MFK..TOP Zustand..!! Service gepflegt..Zahnriemen inkl. WP wurde ersetzt..!!",7900,"2015-09-01","Break",211300,"Diesel","Boîte manuelle",150,"Traction avant",4,TRUE,NA,FALSE,TRUE,"À partir de la livraison du véhicule, 3 mois ou 5'000 km","3302 Moosseedorf",10962267,"2023-10-21",NA,"",FALSE,2973,1,8838729,44647690000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"273","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2011-occasion-10137750","SKODA Octavia Combi 2.0 TDI Ambition 4x4","Wimmis3752,BahnhofNord8A,Autobahn,Auffahrt,4x4Zentr.Nat-079/3341713,Mfk-Januar22",7990,"2011-12-01","Break",144725,"Diesel","Boîte manuelle",140,"4 roues motrices",5.6,TRUE,"2023-01-06",FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Bahnhof Nord 8 A, 3752 Wimmis",10137750,"2022-12-31",NA,"",FALSE,4343,295,18861649,20945325625,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"274","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2010-occasion-10907231","SKODA Octavia Combi 1.8 TSI Swiss Adventure 4x4","***MOTOR KOMPLETT ÜBERHOLT BEI 140000KM***FRSICH AB SERVICE***FRSICH AB MFK***XENON***PARKSENSOREN***",7990,"2010-10-01","Break",143000,"Essence","Boîte manuelle",160,"4 roues motrices",7.7,FALSE,NA,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Rotfarbstrasse 8, 9213 Hauptwil",10907231,"2023-10-02",NA,"MOTOR ÜBERHOLT bei 140000KM
- Kolben und Kolbenringe
- Steuerkette
- Zylinderkopfdichtung
- Kein Ölverbrauch und keine Probleme mit den Zylindern! Alle bekannten Krankheiten behoben! 

XENON SCHEINWERFER
FRISCH AB MFK 
FRISCH AB SERVICE
PARKSENSOREN
SITZHEIZUNG 



_______AUTOMOBILE HAUPTWIL________

WICHTIG: BESICHTIGUNG NUR NACH VORANMELDUNG!


TEILZAHLUNG / LEASING / GARANTIE MÖGLICH

WIR erledigen die Finanzierung für Sie!

EINTAUSCH ALLER FAHRZEUGMARKEN


Irrtümer und Zwischenverkauf vorbehalten, keine Haftung für Druck und Schreibfehler. Alle Angaben ohne Gewähr .",FALSE,4769,20,22743361,2.0449e+10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"275","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2012-occasion-10857048","SKODA Octavia Combi 2.0 TDI Family DSG","Kombi - Automat - frisch ab MFk und Service bei Verkauf mit Navigation - Parksensoren - Tempomat uvm.",7990,"2012-12-01","Break",185300,"Diesel","Boîte manuelle automatisée",140,"Traction avant",5.4,TRUE,NA,FALSE,TRUE,"À partir de la livraison du véhicule, 3 mois","Bernstrasse 31, 4923 WYNAU (BE)",10857048,"2023-09-14",NA,"Danke für Ihr Interesse an unseren Occasionen. 

Kommen Sie vorbei und lassen Sie sich diese Gelegenheit nicht entgehen! 

Das Fahrzeug steht in Wynau/BE und kann besichtigt und Probe gefahren werden.
Wir freuen uns auf Sie. 

Profitieren Sie von: 
- frischer Service bei Bedarf
- frische MFK bei Bedarf
- gründlicher Occasionscheck unseres Fachpersonals mit Dieselpartikelfilter check
- Auf Wunsch ist jedes Originalzubehör bestellbar
- Super Eintauschkonditionen auch bei Occasionsfahrzeugen


Profitez de : 
- un service frais au besoin
- controle des automobiles au besoin
- vérification approfondie des occasions
- De superbes conditions de reprise

_______________________________

Lieferung per LKW in der ganzen Schweiz nur 300 CHF

_______________________________

Livraison par camion dans toute la Suisse 300 CHF

_______________________________
Betriebsanleitung auf Deutsch
Guide d'utilisation en français

Finanzierung und Leasing moglich! 
Financement et leasing possibles !

Spezialkonditionen für Garagen! 
Conditions spéciales pour les garages

Wir sprechen Deutsch, Französisch und Italienisch.
Nous parlons allemand, français et italien.

Irrtümer, Zwischenverkauf und Eingabefehler vorbehalten.
Anzeigen-Informationen sind nicht Vertragsbestandteil oder zugesichert!
_______________________________
Sous réserve d'erreurs, de vente préalable et d'erreurs de saisie.
Les informations sur les annonces ne font pas partie du contrat ni ne sont garanties !
_______________________________
Errori, vendita preventiva e errori di immissione riservati.
Le informazioni sugli annunci non fanno parte del contratto né sono garantite!",FALSE,3977,38,15816529,34336090000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"276","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2012-occasion-10812477","SKODA Octavia Combi 1.6 TDI Ambition","Frisch ab MFK - Sehr gepflegtes Fahrzeug - Sitzheizung vorne - Servicegepflegt",7998,"2012-09-01","Break",142000,"Diesel","Boîte manuelle",105,"Traction avant",4.2,TRUE,"2023-08-30",FALSE,FALSE,"","Simon Frick Strasse 24, 9466 Sennwald",10812477,"2023-08-30",NA,"Top Service und Top Beratung! Alles reibungslos geklappt und immer gut im Kontakt ...",FALSE,4068,53,16548624,2.0164e+10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"277","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2008-occasion-10808542","SKODA Octavia 1.9 TDI Adventure 4x4","Frisch ab MFK Frisch ab Service12 Monate Garantie +400 chf",7999,"2009-05-01","Break",131000,"Diesel","Boîte manuelle",105,"4 roues motrices",6.1,TRUE,"2022-10-25",FALSE,FALSE,"","Buchenhagstrasse 4, 8156 Oberhasli",10808542,"2023-08-29",NA,"Frisch ab MFK Frisch ab Service 
12 Monat garantie+400",FALSE,5287,54,27952369,1.7161e+10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"278","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2014-occasion-10650833","SKODA Octavia Combi 1.6 TDI Ambition 4x4","",7999,"2014-03-01","Break",169800,"Diesel","Boîte manuelle",105,"4 roues motrices",4.5,FALSE,"2020-02-05",FALSE,FALSE,"","Kirchweg 4, 3038 Kirchlindach",10650833,"2023-06-27",NA,"",FALSE,3522,117,12404484,28832040000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"279","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2011-occasion-10679806","SKODA Octavia Combi 1.8 AllDrive 4x4","Frisch ab MFK Frisch ab Service12 Monate Garantie 2 schlussel Service Heft vorhanden 8 Fach bereift Klima CD-Radio",7999,"2011-12-01","Break",132999,"Essence","Boîte manuelle",160,"4 roues motrices",7.7,TRUE,NA,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 10'000 km","Bahnhofstrasse 56, 8590 Romanshorn",10679806,"2023-07-07",NA,"Frisch ab MFK Frisch ab Service12 Monate Garantie 2 schlussel Service Heft vorhanden 8 Fach bereift Klima CD-Radio",FALSE,4343,107,18861649,17688734001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"280","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2014-occasion-10893141","SKODA Octavia Combi 2.0 TDI Ambition DSG","Guter Zustand, frisch ab Mfk, frisch ab Service.",7999,"2014-06-01","Break",211000,"Diesel","Boîte manuelle automatisée",150,"Traction avant",4.5,TRUE,NA,FALSE,FALSE,"","Bergermoosstr.10, 8902 Urdorf",10893141,"2023-09-27",NA,"Hat dieses Fahrzeug Ihr Interesse geweckt? Das freut uns. Wir bieten Ihnen: - Beratung und Probefahrt - Faires Eintauschangebot - Individuelle Versicherungslösungen - Disposition vom Kauf bis zur Ablieferung - individuelle Finanzierungslösungen - attraktive Leasingkonditionen - schnelle & komfortable Abwicklung Wir nehmen uns gerne Zeit, Ihnen dieses Fahrzeug zu zeigen. Darum empfehlen wir Ihnen einen Termin mit uns zu vereinbaren. Wir freuen uns auf Sie! Trotz der großen Sorgfalt sind Inserat Fehler nicht ausgeschlossen. Irrtümer und Zwischenverkauf vorbehalten, Keine Gewähr für Ausstattungsdetails. Für weitere Informationen stehen wir Ihnen gerne zur Verfügung.",FALSE,3430,25,11764900,4.4521e+10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"281","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2009-occasion-10945879","SKODA Octavia Combi 2.0 TDI RS DSG","Ab MFK 02.2023, Servicegepflegt, 8-fach bereift, Bluetooth Audio & Telefonie, PDC hinten, Xenon, DSG, TDI RS 170PS",7999,"2009-11-01","Break",234000,"Diesel","Boîte manuelle automatisée",170,"Traction avant",6,TRUE,"2023-02-01",FALSE,FALSE,"","Gewerbehallenstrasse 4, 8304 Wallisellen (ZH)",10945879,"2023-10-16",NA,"Gepflegter Skoda Octavia Combi 2.0 TDI RS DSG.  Ab MFK 01.02.2023, Servicegepflegt. Letzter Service bei 219'090km im März 2023. Zahnriemen & Wasserpumpe wurden im Juni 2021 bei 187'811km gewechselt. 8-fach bereift 8x Alufelgen.

Ausstattung:
-Tempomat
-Metallic-Lackierung
-Park Distance Control hinten
-Adaptives Fahrlicht inkl. Xenon-Scheinwerfer
-Innenspiegel automatisch abblendbar
-ISOFIX Kindersitzvorrichtung
-Klimatisierungsautomatik Climatronic
-Android Bildschirm mit Bluetooth Audio & Telefonie
-Aussenspiegel rechts und links beheiz- und elektrisch verstellbar
-Leder-Multifunktionslenkrad im 3-Speichen-Design mit Schaltpaddles
-Elektrische Fensterheber vorne + hinten
-RS Sportsitze in Alcantara/Leder/Stoff
etc.",FALSE,5103,6,26040609,5.4756e+10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"282","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2015-occasion-10960305","SKODA Octavia Combi 2.0 TDI Style 4x4","En parfait état-service entretien suivi-financement et reprise possible-4 roues hiver comprise",7999,"2015-08-01","Break",234000,"Diesel","Boîte manuelle",150,"4 roues motrices",4.6,TRUE,NA,FALSE,TRUE,"À partir de la livraison du véhicule, 6 mois","13, rue du Lac, 1020 Renens",10960305,"2023-10-20",NA,"Equipe sympathique et accueillante.",FALSE,3004,2,9024016,5.4756e+10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"283","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2011-occasion-10875931","SKODA Octavia Combi 1.8 TSI Arosa 4x4","",7999,"2012-06-01","Break",82000,"Essence","Boîte manuelle",160,"4 roues motrices",7.7,FALSE,"2022-10-21",FALSE,FALSE,"","Forstbergstrasse 2, 8820 Wädenswil",10875931,"2023-09-21",31310,"letzter Service 80'500
tiefster Preis",FALSE,4160,31,17305600,6.724e+09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"284","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2014-occasion-10704077","SKODA Octavia Combi 1.6 TDI Elegance","VERGLEICHEN LOHNT SICH!!! frisch ab MFK & Service inkl. 8fach bereift, Klima, Vordersitze heizbar, Beifahrersitz-Rückenlehne",7999,"2014-04-01","Break",175000,"Diesel","Boîte manuelle",105,"Traction avant",3.8,TRUE,"2023-08-11",FALSE,FALSE,"","Passwangstrasse 49, 4226 Breitenbach SO",10704077,"2023-07-17",NA,"8-fach bereift!",FALSE,3491,97,12187081,3.0625e+10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"285","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2015-occasion-10946762","SKODA Octavia Combi 1.6 TDI Elegance DSG","TOP,FRISCH AB MFK.",7999,"2015-06-01","Break",257000,"Diesel","Boîte manuelle automatisée",105,"Traction avant",4,FALSE,"2023-06-23",FALSE,FALSE,"","Luzernerstrasse 4, 4806 Wikon",10946762,"2023-10-16",NA,"",FALSE,3065,6,9394225,6.6049e+10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"286","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2015-occasion-10948979","SKODA Octavia Combi 1.6 TDI GreenLine","****Sehr Schone Zustand***-Greenline-Frisch Ab Servis Grosse Navi-kylles go Anhengerkupplug",8000,"2015-03-01","Break",188100,"Diesel","Boîte manuelle",110,"Traction avant",3.2,TRUE,"2021-02-02",FALSE,FALSE,"","Kreuzlinger strasse 45, 8570 Weinfelden",10948979,"2023-10-17",NA,"***Frisch ab Servis auf Wunsch wird Frisch Mfk **
Top Zustand grosse navi anhengerkupplug
Parkpilot xenon kylles go u.s.w 
TOP Ausstattung",FALSE,3157,5,9966649,35381610000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"287","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2010-occasion-10830248","SKODA Octavia Combi 2.0 TSI RS DSG","Expertisée du jour, garantie 12 mois / 10'000 km en sus du prix et financement possible",8000,"2010-06-01","Break",191000,"Essence","Boîte manuelle automatisée",200,"Traction avant",7.7,TRUE,"2023-02-07",FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 10'000 km","Route Industrielle 12, 1860 Aigle",10830248,"2023-09-05",NA,"",FALSE,4891,47,23921881,3.6481e+10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"288","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2018-occasion-10667012","SKODA Octavia Combi 1.0 TSI Clever DSG","",8200,"2018-10-01","Break",203000,"Essence","Boîte manuelle automatisée",115,"Traction avant",7.2,FALSE,"2018-10-03",FALSE,FALSE,"","Pfäffikerstrasse 36, 8610 Uster Zürich",10667012,"2023-07-03",NA,"Bei jemanden der so unfreundlich und unprofessionell auf negative Kommentare ...",FALSE,1847,111,3411409,4.1209e+10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"289","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2016-occasion-10855772","SKODA Octavia Combi 2.0 TDI Ambition 4x4 DSG","",8200,"2016-03-01","Break",247700,"Diesel","Boîte manuelle automatisée",184,"4 roues motrices",4.9,FALSE,"2022-08-09",FALSE,FALSE,"","Nordstrasse 1, 7310 Bad Ragaz",10855772,"2023-09-14",NA,"Viele Autos. Freundlich und Hilfsbereit Danke",FALSE,2791,38,7789681,61355290000,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"290","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2014-occasion-10751630","SKODA Octavia Combi 1.4 TSI Ambition","Frisch Ab Mfk / Service Gepflegt / Klimaanlage / Tempomat / Gepflegtes Fahrzeuge",8200,"2014-05-01","Break",113400,"Essence","Boîte manuelle",140,"Traction avant",5.3,TRUE,"2023-09-04",FALSE,FALSE,"","Fabrikstrasse 6, 8340 Hinwil",10751630,"2023-08-07",NA,"Frisch Ab Mfk / Service Gepflegt / Klimaanlage / Tempomat / Gepflegtes Fahrzeuge / EINTAUSCH MÖGLICH



Besten Dank für Ihr Interesse an einem unserer Fahrzeuge. Gerne stehen wir Ihnen für eine unverbindliche Beratung oder eine 
Probefahrt zur Verfügung.

****Wichtig****

Bei Interesse für eine Probefahrt bitte Termin vereinbaren.

Besten Dank…",FALSE,3461,76,11978521,12859560000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"291","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2017-occasion-9985056","SKODA Octavia Combi 1.6 TDI Ambition","Grosse Service + Zahnriemen bei 243344km gemacht.Navi.8-fach bereift.Euro6.",8400,"2017-06-01","Break",250525,"Diesel","Boîte manuelle",115,"Traction avant",4.1,TRUE,NA,FALSE,FALSE,"","Baarerstrasse 2, 8932 Mettmenstetten-ZH",9985056,"2022-11-14",NA,"* CH Fahrzeug *

Grosse Service + Zahnriemen bei 243344km gemacht.

Bitte bei Interessen für eine Probenfahrt Termin vereinbaren.",FALSE,2334,342,5447556,62762775625,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"292","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2011-occasion-10890713","SKODA Octavia Combi 1.8 TSI Arosa 4x4","AB MFK & SERVICE 4X4 KLIA AUTOMATIC",8400,"2011-11-01","Break",110900,"Essence","Boîte manuelle",160,"4 roues motrices",7.7,TRUE,"2023-07-26",FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 10'000 km","Friedhofstrasse 3, 8902 Urdorf",10890713,"2023-09-26",NA,"",FALSE,4373,26,19123129,12298810000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"293","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2015-occasion-10941595","SKODA Octavia Combi 1.4 TSI Ambition DSG","",8400,"2015-05-01","Break",158000,"Essence","Boîte manuelle automatisée",140,"Traction avant",5,TRUE,"2020-12-10",FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Avenue de la plantaud 112, 1870 Monthey",10941595,"2023-10-13",NA,"En parfait état,Services suivie,Expertise du jour 
Échange,Reprise,Garantie,Financement",FALSE,3096,9,9585216,2.4964e+10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
