"","annonce.link.href","title","subtitle","price","date","body.type","kilometers","fuel.type","transmission","power","drivetrain","consumption","expertise","expertise.date","accident","warranty","warranty.details","location","listing.id","description.text","created.date","new.price","defective","vehicle.age","listing.age","vehicle.age.squared","kilometers.squared","sedan","coupe","diesel","hybrid","manual","awd","price.residuals","pred.price"
"1","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2001-occasion-10818642","TOYOTA Yaris 1.3 Linea Luna","",400,"2001-06-01","Petite voiture",236610,"Essence","Boîte manuelle",86,"Traction avant",6,FALSE,"2020-10-12",FALSE,FALSE,"","Moosstrasse 46, 3126 Kaufdorf BE",10818642,"Wagen hat keine schlüssel. Emissionscode B03. Ab Platz. Fixpreis. Emails werden nicht beantwortet. Für weitere Fragen bitte telefonieren 031 809 06 16","2023-09-01",NA,FALSE,8172,45,66781584,55984292100,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-1352.45418688369,1752.45418688369
"2","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2000-occasion-10903595","TOYOTA Yaris 1.3 Linea Luna","Hat keine Klimaanlage Auto fahrt Motor und Getriebe ist ok Unfall vorne",600,"2000-06-01","Petite voiture",309000,"Essence","Boîte manuelle",86,"Traction avant",6,TRUE,"2022-07-14",FALSE,FALSE,"","Jungfraustrasse 19, 2543 Lengnau BE",10903595,"","2023-09-30",NA,FALSE,8537,16,72880369,9.5481e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-1658.61146866758,2258.61146866758
"3","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2001-occasion-10663734","TOYOTA Yaris 1.0","",699,"2001-12-01","Petite voiture",220000,"Essence","Boîte manuelle",68,"Traction avant",5.7,FALSE,"2020-09-24",FALSE,FALSE,"","Goldacherstrasse 8, 9327 Tübach",10663734,"","2023-07-02",NA,FALSE,7989,106,63824121,4.84e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-82.1221448873085,781.122144887308
"4","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2001-occasion-10906325","TOYOTA Yaris 1.3 Linea Luna","Ab platz Export",790,"2001-03-01","Petite voiture",244000,"Essence","Boîte manuelle",86,"Traction avant",5.6,FALSE,NA,FALSE,FALSE,"","Bernstrasse 13A, 3114 Wichtrach",10906325,"","2023-10-02",NA,FALSE,8264,14,68293696,5.9536e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-974.544415169827,1764.54441516983
"5","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2000-occasion-10888229","TOYOTA Yaris 1.3 Linea Luna","",900,"2000-11-01","Petite voiture",2e+05,"Essence","Boîte manuelle",86,"Traction avant",6,FALSE,NA,FALSE,FALSE,"","Löwenberg 55, 3280 Murten",10888229,"Sehr gut Zustand  Klima ja","2023-09-25",NA,FALSE,8384,21,70291456,4e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-1288.13297982899,2188.13297982899
"6","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2003-occasion-10882391","TOYOTA Yaris 1.0","",1000,"2003-01-01","Petite voiture",141000,"Essence","Boîte manuelle",68,"Traction avant",5.7,FALSE,NA,FALSE,FALSE,"","Chemin du Cudrex 13, 1030 Bussigny-Lausanne",10882391,"","2023-09-23",NA,FALSE,7593,23,57653649,1.9881e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-1178.05326559877,2178.05326559877
"7","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2001-occasion-10939732","TOYOTA Yaris 1.3 Linea Luna","",1300,"2001-07-01","Petite voiture",245000,"Essence","Boîte manuelle",86,"Traction avant",6,FALSE,NA,FALSE,FALSE,"","8951 Fahrweid",10939732,"","2023-10-13",NA,FALSE,8142,3,66292164,6.0025e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-410.500234169492,1710.50023416949
"8","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2001-occasion-10890086","TOYOTA Yaris 1.5 TS","",1500,"2001-08-01","Petite voiture",283340,"Essence","Boîte manuelle",106,"Traction avant",6.9,FALSE,"2021-01-20",FALSE,FALSE,"","3302 Moosseedorf",10890086,"","2023-09-26",NA,FALSE,8111,20,65788321,80281555600,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-1417.35020863253,2917.35020863253
"9","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2004-occasion-10839860","TOYOTA Yaris 1.0 Linea Luna","",1550,"2004-07-01","Petite voiture",195000,"Essence","Boîte manuelle",65,"Traction avant",5.6,TRUE,"2022-05-19",FALSE,FALSE,"","Le Cerneux-Veusil 143 b, 2345 Le Cerneux-Veusil",10839860,"Voiture en bon état, quelques petites rayures et petites tâches de rouilles. Intérieur propre et les services suivis. Elle a été expertisée en 05 2022. Elle est monté avec des pneus d’été et hiver mais à prévoir remplacer. Elle fonctionne bien et à pas de problème.","2023-09-08",NA,FALSE,7046,38,49646116,3.8025e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,717.570425307281,832.429574692719
"10","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2005-occasion-10817944","TOYOTA Yaris 1.4 D-4D Linea Luna","",1600,"2005-09-01","Petite voiture",263279,"Diesel","Boîte manuelle",75,"Traction avant",4.4,FALSE,"2021-02-19",FALSE,FALSE,"","Allmendenggenstrasse 31b, 3638 Blumenstein",10817944,"Auto fahrbar","2023-09-01",NA,FALSE,6619,45,43811161,69315831841,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,538.688972925101,1061.3110270749
"11","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2005-occasion-10932056","TOYOTA Yaris 1.3 Linea Luna","",1600,"2005-12-01","Petite voiture",218634,"Essence","Boîte manuelle",87,"Traction avant",5.8,FALSE,"2020-11-25",FALSE,FALSE,"","Route du P.A.A. 21, 1772 Grolley",10932056,"","2023-10-10",NA,FALSE,6528,6,42614784,47800825956,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-332.024321723431,1932.02432172343
"12","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2003-occasion-10747274","TOYOTA Yaris 1.4 D-4D Linea Luna","Voiture bon état avec climatisation et non Expertiseé",1700,"2003-05-01","Petite voiture",245000,"Diesel","Boîte manuelle",75,"Traction avant",4.4,FALSE,"2020-01-09",FALSE,FALSE,"","Rte. de Lausanne 16, 1400 Yverdon-les-Bains",10747274,"","2023-08-05",NA,FALSE,7473,72,55845729,6.0025e+10,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,762.352684506391,937.647315493609
"13","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2003-occasion-10865419","TOYOTA Yaris 1.5 TS","Fahrzeug Standort, Saarbaumstrasse 2, 4415 Lausen",1800,"2003-10-01","Petite voiture",260000,"Essence","Boîte manuelle",105,"Traction avant",7,FALSE,NA,FALSE,FALSE,"","Hammerstrasse 39, 4410 Liestal",10865419,"Fahrzeug Standort, Saarbaumstrasse 2, 4415 Lausen 
Motor und Getriebe in Ordnung.
Das Fahrzeug hat Gebrauchsspuren.
Für den Export oder Ersatzteile.","2023-09-18",NA,FALSE,7320,28,53582400,6.76e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-819.654311472195,2619.65431147219
"14","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2001-occasion-10927673","TOYOTA Yaris 1.3 Linea Luna","MFK 28.04.2020",1800,"2001-05-01","Petite voiture",170000,"Essence","Boîte manuelle",86,"Traction avant",6,FALSE,"2020-04-28",FALSE,FALSE,"","Rheinstrasse 30b, 9430 St. Margrethen",10927673,"sehr gute geflekte autos und sehr freundliche","2023-10-09",NA,FALSE,8203,7,67289209,2.89e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-833.043238181062,2633.04323818106
"15","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2006-occasion-10755914","TOYOTA Yaris 1.3 Linea Luna","Fahrzeug Standort, Saarbaumstrasse 2, 4415 Lausen",1900,"2006-02-01","Petite voiture",240000,"Essence","Boîte manuelle",87,"Traction avant",6,FALSE,NA,FALSE,FALSE,"","Hammerstrasse 39, 4410 Liestal",10755914,"Fahrzeug Standort, Saarbaumstrasse 2, 4415 Lausen 
Motor und Getriebe in Ordnung.
Für den Export oder Ersatzteile.","2023-08-09",NA,FALSE,6466,68,41809156,5.76e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,80.180187124602,1819.8198128754
"16","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2003-occasion-10850684","TOYOTA Yaris 1.4 D-4D Linea Luna","* AB MFK * AB SERVICE * 8 FACH BEREIFT *",1900,"2003-10-01","Petite voiture",266000,"Diesel","Boîte manuelle",75,"Traction avant",4.4,TRUE,NA,FALSE,FALSE,"","Hauptstrasse 81, 3266 Wiler b. Seedorf",10850684,"Immer wieder 👍
Kann ich empfehlen.","2023-09-12",NA,FALSE,7320,34,53582400,7.0756e+10,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,963.23988648375,936.76011351625
"17","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2002-occasion-10914528","TOYOTA Yaris 1.0","",1900,"2002-06-01","Petite voiture",153000,"Essence","Boîte manuelle",68,"Traction avant",5.7,TRUE,"2022-03-18",FALSE,FALSE,"","Dennliweg.31B, 4900 Langenthal",10914528,"Letzte MFK.18.03.2032.einlösen u loss fahren.ab platz","2023-10-04",NA,FALSE,7807,12,60949249,2.3409e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11.5215204420741,1888.47847955793
"18","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2007-occasion-10906600","TOYOTA Yaris 1.3 Linea Luna","",1900,"2007-07-01","Petite voiture",110340,"Essence","Boîte manuelle",87,"Traction avant",6,FALSE,NA,FALSE,FALSE,"","Freiburgstrasse 452a, 3018 Bern",10906600,"Motor difakt","2023-10-02",NA,FALSE,5951,14,35414401,12174915600,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-2818.18326310399,4718.18326310399
"19","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2005-occasion-10778887","TOYOTA Yaris 1.3 Linea Luna","",2000,"2005-12-01","Petite voiture",153000,"Essence","Boîte manuelle",87,"Traction avant",6,FALSE,NA,FALSE,FALSE,"","Rue de Veyrot 16, 1217 Meyrin",10778887,"Très professionnel et il a de l’expérience dans le domaine. À conseiller.","2023-08-17",NA,FALSE,6528,60,42614784,2.3409e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-1076.39687599396,3076.39687599396
"20","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2004-occasion-10881625","TOYOTA Yaris 1.3 Linea Luna","",2200,"2004-09-01","Petite voiture",170000,"Essence","Boîte manuelle",87,"Traction avant",5.8,FALSE,"2023-07-13",FALSE,FALSE,"","Flaachtalstrasse 9, 8412 Hünikon (Neftenbach)",10881625,"Frisch ab mfk guter zustand 8 Fach bereift klima","2023-09-22",NA,FALSE,6984,24,48776256,2.89e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-342.4417208153,2542.4417208153
"21","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2004-occasion-10936573","TOYOTA Yaris 1.3 Linea Luna","",2200,"2004-05-01","Petite voiture",212340,"Essence","Boîte manuelle",87,"Traction avant",5.8,FALSE,"2022-05-04",FALSE,FALSE,"","Freiburgstrasse 452a, 3018 Bern",10936573,"","2023-10-12",NA,FALSE,7107,4,50509449,45088275600,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,357.059517095238,1842.94048290476
"22","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2001-occasion-10653812","TOYOTA Yaris 1.3 Linea Luna","Frisch ab MFK",2300,"2001-02-01","Petite voiture",221000,"Essence","Boîte manuelle",86,"Traction avant",6,FALSE,NA,FALSE,FALSE,"","Kleinfeldstrasse 27, 4565 Recherswil",10653812,"Frisch ab Service, lauft Einwandfrei, Auto wird Frisch vorgeführt.","2023-06-28",NA,FALSE,8292,110,68757264,4.8841e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,392.247118995801,1907.7528810042
"23","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2001-occasion-10757423","TOYOTA Yaris 1.3 Linea Luna","",2300,"2001-11-01","Petite voiture",141000,"Essence","Boîte manuelle",86,"Traction avant",6,TRUE,"2022-03-23",FALSE,FALSE,"","8951 Fahrweid",10757423,"","2023-08-09",NA,FALSE,8019,68,64304361,1.9881e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-991.119310441719,3291.11931044172
"24","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2006-occasion-10919775","TOYOTA Yaris 1.3 Linea Luna","Ab platz",2300,"2006-06-01","Petite voiture",166700,"Essence","Boîte manuelle",87,"Traction avant",6,FALSE,NA,FALSE,FALSE,"","9000 St. Gallen",10919775,"","2023-10-06",NA,FALSE,6346,10,40271716,27788890000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-529.716394990847,2829.71639499085
"25","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2001-occasion-10545923","TOYOTA Yaris 1.5 TS","Abplatz ohne MFK.Diverse Kratzer und Beulen",2398,"2001-07-01","Petite voiture",207000,"Essence","Boîte manuelle",106,"Traction avant",6.9,FALSE,"2011-05-26",FALSE,FALSE,"","Emausstrasse 1, 5621 Zufikon",10545923,"Abplatz ohne MFK.
Diverse Kratzer und Beulen","2023-05-23",NA,FALSE,8142,146,66292164,4.2849e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-720.171153445368,3118.17115344537
"26","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2000-occasion-10334120","TOYOTA Yaris 1.3 Linea Luna","Sprache+++Deutsch+Franqzösich++++ Eintausch+++Anakauf und Verkauf+++Kredit.Leasing Möglisch",2400,"2000-10-01","Petite voiture",206000,"Essence","Boîte manuelle",86,"Traction avant",6,TRUE,NA,FALSE,FALSE,"","Witzbergstrasse 5k, 8330 Pfäffikon ZH",10334120,"","2023-03-10",NA,FALSE,8415,220,70812225,4.2436e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,274.428163414779,2125.57183658522
"27","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2008-occasion-10858076","TOYOTA Yaris 1.3 16V Linea Luna","**Aus erster Hand**einwandfrei fahrbar**Motor & Getriebe in Ordnung**Servicegepflegt**ideal zum selber aufbereiten**",2400,"2007-10-01","Petite voiture",220000,"Essence","Boîte manuelle",87,"Traction avant",6,FALSE,"2021-01-14",FALSE,FALSE,"","Langacker 792, 9230 Flawil",10858076,"Herzlich willkommen auf einem unserer Angebote. Das von Ihnen ausgewählte Fahrzeug kann jederzeit bei uns besichtigt sowie Probe gefahren werden sowie auch gegen Voranmeldung auf dem Lift geprüft werden.

Besuchen Sie uns doch auf  www.langackergarage.ch 

Wir beraten Sie gerne…

____________________________________

Dieser schöne Yaris ist:

- gepflegt
- technisch in gutem Zustand
- Hinterachse ist rostig...
- sollte ersetzt oder repariert werden
- wenig Rost am Unterboden
- einwandfrei fahrbar
- ideal zum selber aufbereiten
- Serviceheft vorhanden
- Fahrzeug wird ab Platz ohne Garantie verkauft



Weitere attraktive Angebote finden Sie bei uns vor Ort



Ihr A. von Rotz","2023-09-14",23680,FALSE,5859,32,34327881,4.84e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,99.0033970138414,2300.99660298616
"28","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2008-occasion-10915260","TOYOTA Yaris 1.3 Chic","",2400,"2008-07-01","Petite voiture",198340,"Essence","Boîte manuelle",87,"Traction avant",6,FALSE,NA,FALSE,FALSE,"","Freiburgstrasse 452a, 3018 Bern",10915260,"Fader Gebrochin. Auto farbar","2023-10-04",NA,FALSE,5585,12,31192225,39338755600,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-371.025754738495,2771.02575473849
"29","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2003-occasion-10862873","TOYOTA Yaris 1.3 Linea Luna","Läuft gut, Geprüft, Gutes Winterauto.",2450,"2003-08-01","Petite voiture",230000,"Essence","Boîte manuelle",87,"Traction avant",5.8,TRUE,"2023-01-09",FALSE,FALSE,"","Frutigerstrasse 40, 3711 Mülenen",10862873,"","2023-09-16",NA,FALSE,7381,30,54479161,5.29e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,771.771757216573,1678.22824278343
"30","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2004-occasion-10550399","TOYOTA Yaris 1.3 Linea Luna","schöner sparsamer Yaris mit div. Neuteile bei Mfk 8fach bereift,guter und fahrbereiter Zustand,mit Klima neuer Festpreis !",2499,"2004-01-01","Petite voiture",232350,"Essence","Boîte manuelle",87,"Traction avant",5.8,TRUE,"2022-06-07",FALSE,FALSE,"","Sornthalstrasse 9, 9213 Hauptwil",10550399,"guter und fahrbereiter Zustand,div. Neuteile wie, Bremsen komplett,neue Scheinwerfer,Stossdämpfer,Radlager  etc. rep. seit Mfk ca. 2000chf bei Fragen:  +41794129736  Standort Zihlschlacht/TG","2023-05-24",28850,FALSE,7228,145,52243984,53986522500,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,831.530385744474,1667.46961425553
"31","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2002-occasion-10941997","TOYOTA Yaris 1.3 Linea Sol","Ab MFK 11.11.2022 Frisch Service 3 Monate Garantie*",2499,"2002-01-01","Petite voiture",2e+05,"Essence","Boîte manuelle",86,"Traction avant",5.6,TRUE,"2022-11-11",FALSE,FALSE,"","Mo.-Fr.8:30-12:00 und 13:00-18:00 Sa.9:00-15:00, 8570 Weinfelden",10941997,"","2023-10-14",NA,FALSE,7958,2,63329764,4e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,483.623179089271,2015.37682091073
"32","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2001-occasion-10921794","TOYOTA Yaris 1.3 Linea Sol","",2499,"2001-07-01","Petite voiture",220400,"Essence","Automatique",86,"Traction avant",6.7,TRUE,"2021-05-12",FALSE,FALSE,"","Zürcherstrasse 27, 8317 Tagelswangen",10921794,"8fach","2023-10-06",NA,FALSE,8142,10,66292164,48576160000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1711.53967763357,4210.53967763357
"33","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2000-occasion-10572891","TOYOTA Yaris 1.0 Linea Luna","° Top Angebot ° Ab MFK 03.2023 ° Auto laüft einwandfrei °",2500,"2000-08-01","Petite voiture",192000,"Essence","Boîte manuelle",68,"Traction avant",5.7,TRUE,"2023-03-28",FALSE,FALSE,"","Wägitalstrasse 18, 8854 Siebnen",10572891,"° Top Angebot ° Ab MFK 03.2023 ° Auto laüft einwandfrei °","2023-06-01",NA,FALSE,8476,137,71842576,3.6864e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1160.86033155977,1339.13966844023
"34","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2005-occasion-10861351","TOYOTA Yaris 1.3 Linea Luna","",2500,"2005-04-01","Petite voiture",138000,"Essence","Boîte manuelle",87,"Traction avant",5.8,TRUE,"2022-09-26",FALSE,FALSE,"","Rue  de Corbaroche 42, 1723 Marly",10861351,"","2023-09-15",NA,FALSE,6772,31,45859984,1.9044e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-906.259039520859,3406.25903952086
"35","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2006-occasion-10888033","TOYOTA Yaris 1.3 Linea Sol","",2500,"2006-10-01","Petite voiture",165000,"Essence","Boîte manuelle",87,"Traction avant",6,FALSE,"2020-03-06",FALSE,FALSE,"","8134 Adliswil",10888033,"Das Auto steht an der Webereistr.47/8134 Adliswil 

Mechanische ist im gut Zustand, lückenlos Serviceheft 

Der Interieurs ist gut 

Die Carrassorie ist Schön, ausser paar kleine Beule 

Stahlfelgen mit Winterreifen","2023-09-25",NA,FALSE,6224,21,38738176,2.7225e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-431.933117368327,2931.93311736833
"36","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2003-occasion-10920936","TOYOTA Yaris 1.3 Linea Luna","Wurde seit der letzten MFK am 5 Mai 2023 fast nich mehr gefahren / 8 fache Bereifung.",2500,"2003-05-01","Petite voiture",179000,"Essence","Boîte manuelle",87,"Traction avant",5.8,TRUE,"2023-05-05",FALSE,FALSE,"","Beichlen, 8820 Wädenswil",10920936,"Ich habe ein gebrauchtes und größeres Auto gesucht. Am Wochenende hatte ich eine ...","2023-10-06",NA,FALSE,7473,10,55845729,3.2041e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,169.182371576332,2330.81762842367
"37","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2006-occasion-10555919","TOYOTA Yaris 1.3 Linea Luna","",2800,"2006-02-01","Petite voiture",206000,"Essence","Boîte manuelle",87,"Traction avant",6,FALSE,NA,FALSE,FALSE,"","1880 Bex",10555919,"","2023-05-25",NA,FALSE,6466,144,41809156,4.2436e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,706.033726496289,2093.96627350371
"38","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2004-occasion-10658849","TOYOTA Yaris 1.4 D-4D Linea Sol","Frisch ab MFK und frisch ab Service",2800,"2004-10-01","Petite voiture",248000,"Diesel","Boîte manuelle",75,"Traction avant",4.4,TRUE,"2023-09-22",FALSE,FALSE,"","Ribistrasse 1a, 8362 Balterswil",10658849,"Frisch ab MFK und frisch ab Service und wurde regelmäsig Service gemacht.
Klima 
Schalter Getriebe 
1,5 Liter 
Diesel 
8 fach bereift","2023-06-30",NA,FALSE,6954,108,48358116,6.1504e+10,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1834.12101592015,965.878984079847
"39","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2004-occasion-10641783","TOYOTA Yaris 1.0 Eco","COLLAUDO FRESCO,,OTTIMO STATO,,FRISCH MFK UND SERVICE",2800,"2004-09-01","Petite voiture",170000,"Essence","Boîte manuelle",65,"Traction avant",5.1,TRUE,NA,FALSE,FALSE,"","via Cantonale 115, 6595 Riazzino",10641783,"FRISCH MFK
COLLAUDO FRESCO","2023-06-24",NA,FALSE,6984,114,48776256,2.89e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1500.56636655422,1299.43363344578
"40","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2008-occasion-10787501","TOYOTA Yaris 1.8 TS","",2800,"2008-08-01","Petite voiture",221000,"Essence","Boîte manuelle",133,"Traction avant",7.2,FALSE,"2020-02-03",FALSE,FALSE,"","Eggerswil 10, 6207 Notwil",10787501,"","2023-08-21",NA,FALSE,5554,56,30846916,4.8841e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-2338.40198735493,5138.40198735493
"41","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2001-occasion-10114401","TOYOTA Yaris 1.3 Linea Luna","Auto frisch ab MFK",2900,"2001-11-01","Petite voiture",220000,"Essence","Boîte manuelle",86,"Traction avant",6,TRUE,"2023-02-14",FALSE,FALSE,"","Löwenberg 55, 3280 Murten",10114401,"Top Zustand","2022-12-19",NA,FALSE,8019,301,64304361,4.84e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1092.17653550646,1807.82346449354
"42","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2006-occasion-10599127","TOYOTA Yaris 1.4 D-4D Linea Luna","Frisch MFK,Gut zustand.",2900,"2006-01-01","Petite voiture",212000,"Diesel","Boîte manuelle",75,"Traction avant",4.4,TRUE,"2023-09-04",FALSE,FALSE,"","Sankt Gallerstrasse 346, 8409 winterthur",10599127,"Top","2023-06-09",NA,FALSE,6497,129,42211009,4.4944e+10,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1566.85308963215,1333.14691036785
"43","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2002-occasion-10871040","TOYOTA Yaris 1.0","Frisch ab MFK",2900,"2002-04-01","Petite voiture",145000,"Essence","Boîte manuelle",68,"Traction avant",5.7,TRUE,"2023-09-19",FALSE,FALSE,"","Luzernerstrasse 55, 5630 Muri AG",10871040,"Frisch ab MFK.Frisch ab Service(neue Bremse ersetzt,Stabi,Kerzen,alle Filtern usw.)Klima,ABS,Servo,ZV,R/CD.","2023-09-19",NA,FALSE,7868,27,61905424,2.1025e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,783.091163550881,2116.90883644912
"44","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2005-occasion-10770255","TOYOTA Yaris 1.5 TS","8 Fach Bereift mit Aluminium Felgen",2900,"2005-01-01","Petite voiture",227000,"Essence","Boîte manuelle",105,"Traction avant",7,TRUE,"2021-03-27",FALSE,FALSE,"","Brunnenwiessenstrasse 17, 8172 Niederglatt",10770255,"*** Herzlich willkommen bei Stern Automobile***

 danke für Ihr Interesse an diesem Fahrzeug
Bitte vereinbaren Sie vorgängig telefonisch oder per E-Mail einen Besichtigungstermin, damit wir Ihnen das Fahrzeug persönlich zeigen können.
Zudem bieten wir die Möglichkeit eine Europaweit gültige Garantie abzuschliessen zusätzlich zum Kaufpreis . Auf Wunsch unterstützen wir Sie beim Abschluss eines Leasingvertrages und machen Ihnen gerne eine Eintauschofferte für ihren bisherigen Wagen.
Zusätzlich zum Kaufpreis verrechnen wir Ihnen eine Ablieferungspauschale von CHF 400, welche eine Autobahnvignette, eine Tankfüllung sowie die administrativen Arbeit für die Immatrikulation des Fahrzeuges abdeckt.
Für  eine Besichtigung  vor Ort nehmen Sie bitte mit uns Kontakt auf:
Tel 076 302 29 30 
E-Mail   
Sternautomobile
Ankauf  -  Verkauf -  Eintauschen","2023-08-14",NA,FALSE,6862,63,47087044,5.1529e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,126.532249167748,2773.46775083225
"45","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2004-occasion-10895784","TOYOTA Yaris 1.3 Linea Sol","Très bon état - Tous les services ont été effectué - Expertisé du jour",2900,"2004-03-01","Petite voiture",152000,"Essence","Boîte manuelle",87,"Traction avant",5.8,TRUE,NA,FALSE,FALSE,"","Route du Moulin 52, 3977 Granges",10895784,"Très bon état - Tous les services ont été effectué - Expertisé du jour 

VS Automobile 
Route du Moulin 52
3977 Granges 
027 723 52 22 


- Documents d'origine

—————————————————

- Reprise de votre véhicule

—————————————————

N'hésitez pas à nous contacter!","2023-09-28",NA,FALSE,7168,18,51380224,2.3104e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-44.1187074836765,2944.11870748368
"46","https://www.autoscout24.ch/fr/d/toyota-yaris-petite-voiture-2001-occasion-10911367","TOYOTA Yaris 1.0 Linea Terra","",2900,"2001-06-01","Petite voiture",91744,"Essence","Boîte manuelle",68,"Traction avant",5.7,TRUE,"2021-02-15",FALSE,FALSE,"","Chemin du Bosquet 26, 1030 Bussigny",10911367,"","2023-10-03",NA,FALSE,8172,13,66781584,8416961536,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-1151.48173239574,4051.48173239574
