"","annonce.link.href","title","subtitle","price","date","body.type","kilometers","fuel.type","transmission","power","drivetrain","consumption","expertise","expertise.date","accident","warranty","warranty.details","location","listing.id","created.date","new.price","description.text","defective","vehicle.age","listing.age","vehicle.age.squared","kilometers.squared","wagon","cabriolet","small.car","coupe","diesel","hybrid","natural.gas","electric","manual","awd","price.residuals","pred.price"
"283","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2013-occasion-10619666","AUDI A3 Sportback 1.8 TFSI Attraction quattro S-tronic","",12500,"2013-11-01","Limousine",153000,"Essence","Boîte manuelle automatisée",180,"4 roues motrices",6.6,TRUE,NA,FALSE,FALSE,"","Route de Riddes 26, 1950 Sion",10619666,"2023-06-16",NA,"Climatisation, Régulateur vitesse, Pneus d’été et d’hiver
 Sur jantes, Drive sélecte, Stop/Star, Aide parcage avent
 et arrière, Sièges chauffants, ABS, Sièges chauffants, Cuir, Verrouillage central, Direction assistée, Vitres électriques, Airbags, Tous les services effectués au garage , Bon état.",FALSE,3651,137,13329801,2.3409e+10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-1626.16445180917,14126.1644518092
"284","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2012-occasion-10128448","AUDI A3 1.6 TDI Attraction","",12500,"2012-12-01","Limousine",114000,"Diesel","Boîte manuelle",105,"Traction avant",3.8,FALSE,NA,FALSE,FALSE,"","Sonnenbergstrasse 5, 8603 Schwerzenbach",10128448,"2022-12-26",NA,"",FALSE,3986,309,15888196,1.2996e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2812.53578037566,9687.46421962434
"285","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2014-occasion-10958179","AUDI A3 Sportback 1.6 TDI Ambiente","",12500,"2014-11-01","Limousine",105000,"Diesel","Boîte manuelle",110,"Traction avant",3.8,TRUE,"2023-01-23",FALSE,FALSE,"","Zellmatte 10, 6214 Schenkon",10958179,"2023-10-20",NA,"Hammer Service und freundlicher Eigentümer! Habe mein Auto vorbeigebracht zur ...",FALSE,3286,11,10797796,1.1025e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-1003.76901013194,13503.7690101319
"286","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2013-occasion-10108167","AUDI A3 Sportback 1.6 TDI Ambiente S-tronic","Sparsamer A3 Automat ab MFK. Xenon/ Klimaautomatik/ PDC/ Sitzheizung",12690,"2013-03-01","Limousine",139100,"Diesel","Boîte manuelle automatisée",105,"Traction avant",4.3,TRUE,"2022-12-16",FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Schneidersmatt 16, 3184 Wünnewil",10108167,"2022-12-16",NA,"Frisch ab Service und MFK, neue Bremsen hinten, neue Winterreifen. Sommer und Winteraluräder.",FALSE,3896,319,15178816,19348810000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,741.182861488501,11948.8171385115
"287","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2013-occasion-9766025","AUDI A3 Sportback 1.4 TFSI Ambition S-tronic","",12900,"2013-08-01","Limousine",161000,"Essence","Boîte manuelle automatisée",140,"Traction avant",4.7,TRUE,"2023-02-08",FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Lochgraben 1, 3185 Schmitten",9766025,"2022-11-14",NA,"CH Fahrzeug",FALSE,3743,351,14010049,2.5921e+10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1301.42349278039,11598.5765072196
"288","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2010-occasion-9920876","AUDI A3 Sportback 1.8 TFSI Ambition quattro","",12900,"2010-11-01","Limousine",500,"Essence","Boîte manuelle",160,"4 roues motrices",7.5,TRUE,"2022-09-29",FALSE,FALSE,"","Salvatorenstrasse 82, 7000 Chur",9920876,"2022-11-14",NA,"Motor komplett neu Revidiert erst 500km
Kupplung neu

Sehr gepflegtes Fahrzeug

Carrosserie hat 147'000km


Top Ausstattung:
Tempomat
Klimaautomatik
Parksensoren hinten
Xenon-Licht

Optional 12 Monate Garantie 690.-.

Ablieferungspauschale Netto 300.- (Tankfüllung/ Vignette/ Umschreibung)


Wir freuen uns auf Ihren Kontakt",FALSE,4747,351,22534009,250000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,-6969.71390105018,19869.7139010502
"289","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2011-occasion-9748752","AUDI A3 1.8 TFSI Ambition quattro","Top gepflegtes Fahrzeug S-Line",12900,"2011-07-01","Limousine",147000,"Essence","Boîte manuelle",160,"4 roues motrices",7.5,TRUE,"2021-07-06",FALSE,FALSE,"","Salvatorenstrasse 82, 7000 Chur",9748752,"2022-11-14",NA,"Top gepflegtes Fahrzeug
S-Line
Komplett neue 18 Zoll Sommerrad

Neue Steuerkette
Frisch ab Service


Optional 12 Monate Garantie auf Motor und Getriebe 590.-.

Ablieferungspauschale Netto 390.-.


Eintausch/ Leasing/ Finanzierung möglich.",FALSE,4505,351,20295025,2.1609e+10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3098.53036407059,9801.46963592941
"290","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2013-occasion-10431318","AUDI A3 Sportback 1.8 TFSI Ambiente S-tronic","",12900,"2013-05-01","Limousine",208000,"Essence","Boîte manuelle automatisée",180,"Traction avant",5.6,TRUE,"2023-03-24",FALSE,FALSE,"","Kändlenstrasse 1, 2543 Lengnau",10431318,"2023-04-13",NA,"Nein Danke, definitiv!",FALSE,3835,201,14707225,4.3264e+10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2834.06370163302,10065.936298367
"291","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2014-occasion-10632425","AUDI A3 Sportback 1.2 TFSI Ambiente","*CH-Fzg*ab MFK & Service*12 Mt Garantie*Xenon & LED*Navi*Audi Pre Sense*Tempomat*P-Distanz*Bluetooth*Interface*Isofix v*Klima",12900,"2014-11-01","Limousine",98200,"Essence","Boîte manuelle",110,"Traction avant",4.9,TRUE,NA,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Hintere wässeristrasse 8a, 8340 Hinwil ZH",10632425,"2023-06-21",NA,"- Top gepflegtes CH-Fahrzeug, Audi A3, Schaltgetriebe 
- Ab MFK und Service, 12 Monate Quality1 Garantie
- Serviceheftgepflegt durch zugelassene AUDI Garage
- Navigation, Audi music interface, Einparkhilfe, Autohold
- Stoff Ausstattung, Tempomat, LED Rückleuchten, DAB
- Xenon Plus Scheinwerfer mit Tagfahrlicht in LED-Technik
- Active Lane Assist, Audi Pre Sense, Drive Select, Bluetooth 
- Klimaanlage, P-Distanz, El Fenster, Isofix vorne und hinten

- Bei Fragen stehen wir Ihnen gerne zur Verfügung",FALSE,3286,132,10797796,9643240000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-1180.48180991746,14080.4818099175
"292","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2013-occasion-10902950","AUDI A3 Sportback 1.4 TFSI Ambiente","",12900,"2013-04-01","Limousine",133000,"Essence","Boîte manuelle",122,"Traction avant",5.3,TRUE,NA,FALSE,FALSE,"","Sägegasse 9a, 3110 Münsingen",10902950,"2023-09-30",NA,"Sehr geehrte Damen und Herren

Vielen Dank, dass Sie uns Ihr Vertrauen schenken.

Für eine unverbindliche Beratung und Probefahrt stehen wir Ihnen gerne zur Verfügung.

Besichtigungen/ Probefahrten
Bitte vereinbaren Sie einen Besichtigungstermin, damit wir das Fahrzeug für Sie bereitstellen können.
Besichtigungen sind auch ausserhalb der Öffnungszeiten möglich.

Leasing/ Finanzierung
Gerne erstellen wir für Sie eine passende Offerte.

Eintausch/ Ablösung bestehender Leasingverträge
Gerne tauschen wir Ihr Fahrzeug ein und kümmern uns auch um bestehende Leasingverträge.

Garantie
Für Fahrzeuge welche jünger als 12 Jahre sind und nicht über 180'000 km gelaufen sind bieten wir diverse Garantien an.
Für weitere Informationen bezüglich Garantien können Sie uns gerne anrufen.

Einlösung/ Umschreibung/ Versicherung
Bei Bedarf erledigen wir für Sie gerne die Einlösung/ Umschreibung beim Strassenverkehrsamt.
Gerne lassen wir für Sie auch eine Offerte von der Versicherung erstellen. Dabei profitieren Sie von unserem Partnerrabatt.

Abholung/ Lieferung
Die Abholung vom Fahrzeug kann auch ausserhalb der Öffnungszeiten erfolgen.
Lieferungen sind auf Aufpreis/ Absprache möglich.

Trotz der großen Sorgfalt sind Inseratsfehler nicht ausgeschlossen.",FALSE,3865,31,14938225,1.7689e+10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3495.25573681794,9404.74426318206
"293","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2016-occasion-10880308","AUDI A3 Sportback 2.0 TDI Attraction quattro","^MFK 05.2022^KLIMA^PARK DISTANCE CONTROL^TEMPOMAT^6-GANG GETRIEBE^",12900,"2016-03-01","Limousine",208000,"Diesel","Boîte manuelle",150,"4 roues motrices",4.7,FALSE,"2022-05-17",FALSE,FALSE,"","Hauptstrasse 56, 4658 Däniken",10880308,"2023-09-22",NA,"Sehr geehrte Damen und Herren

Willkommen bei der King Automobile GmbH.

Vielen Dank, dass Sie uns Ihr Vertrauen schenken und sich für unser Angebot entschieden haben.
Für eine unverbindliche Beratung und Probefahrt stehen wir Ihnen gerne zur Verfügung.
Bitte vereinbaren Sie einen Besichtigungstermin, damit wir das Fahrzeug für Sie bereitstellen können.

Details zum Fahrzeug:
• AB MFK 
• 6-GANG GETRIEBE
• PARK DISTANCE CONTROL VORNE + HINTEN
• KLIMATISIERUNGSAUTOMATIK
• TEMPOMAT
• ABS
• SERVO
• SEHR GEPFLEGTES AUTO
• AB ALLE SERVICE (LETZTER SERVICE MIT 180000KM.)

Wir bieten Ihnen folgendes noch an:

Ablieferungspauschale:
Alle Fahrzeugpreise sind exkl. der Ablieferungspauschale
Die Ablieferungspauschale gegen Aufpreis von 399CHF. beinhaltet folgendes:
- Autobahnvignette
- Professionell gereinigtes Fahrzeug von Innen sowie Aussen bei Ablieferung
- Volltank
- Ausgiebige Erklärung und Einweisung in Ihr neues Fahrzeug

Eintauschmöglichkeit:
Attraktive Kauf und Eintauschofferten
Wir werden Ihnen ein tolles Angebot für Ihr Eintauschfahrzeug offerieren

Finanzierungsmöglichkeiten:
Ob Kredit, Leasing oder Finanzierung-Plus eine attraktive Finanzierungsmöglichkeit werden wir Ihnen anbieten.
Irrtümer und Zwischenverkauf vorbehalten, alle Angaben ohne Gewähr.

Wir freuen uns über Ihren Besuch oder Anruf.

Ihre King Automobile GmbH",FALSE,2800,39,7840000,4.3264e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,-782.369658772478,13682.3696587725
"294","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2016-occasion-10955412","AUDI A3 Sportback 2.0 TFSI S-tronic","",12900,"2016-11-01","Limousine",191000,"Essence","Boîte manuelle automatisée",190,"Traction avant",5.7,FALSE,"2022-10-21",FALSE,FALSE,"","Via San Gottardo  78B, 6500 Bellinzona",10955412,"2023-10-19",NA,"Buonissima competenza nella vendita. Il cliente viene seguito anche dopo la vendita ...",FALSE,2555,12,6528025,3.6481e+10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1920.47170788667,14820.4717078867
"295","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2011-occasion-10911198","AUDI A3 Sportback 2.0 TFSI Ambition quattro S-tronic","ab MFK 02.10.2023, ab Service März 2023, 145200 km, 8-fach bereift, 4x4, Klimaanlage usw.",12900,"2011-06-01","Limousine",145200,"Essence","Boîte manuelle automatisée",200,"4 roues motrices",7.6,TRUE,"2023-10-02",FALSE,FALSE,"","Chollerstrasse 23, 6312 Steinhausen ZG",10911198,"2023-10-03",NA,"Audi A3 2.0lt. quattro, Benzin, Automat, schwarz-met., ab MFK 02.10.2023, ab Service März 2023, 145200 km, 1. Inv. 10.06.2011,
8-fach bereift, Klimaanlage, Servolenkung, ABS, Fahrer- und Beifahrerairbag, Zentralverriegelung mit Fernbedienung, Sitzheizung vorne, elektrische Fenster vorne und hinten usw.
Das Fahrzeug kann auf telefonische Absprache gefahren und auf der Hebebühne besichtigt werden. Telefon 041 743 20 40",FALSE,4535,28,20566225,21083040000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,581.577045729624,12318.4229542704
"296","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2016-occasion-10953490","AUDI A3 Sportback 1.4 TFSI Attraction","CH-Fahrzeug,Frisch ab MFK-Frisch ab Service,Erste Hand.-Fahrzeug Unfallfrei/Finanzierung / Eintausch möglich",12900,"2017-01-01","Limousine",147000,"Essence","Boîte manuelle",150,"Traction avant",4.6,TRUE,NA,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Dällikerstrasse 39, 8107 Buchs",10953490,"2023-10-18",NA,"",FALSE,2494,13,6220036,2.1609e+10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-2940.4730928319,15840.4730928319
"297","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2013-occasion-10822266","AUDI A3 Sportback 2.0 TDI Ambiente S-tronic","Frisch ab MFK und Service / 8-Fach Bereift / 12 Monate Garantie / Bi-Xenon",12900,"2013-08-01","Limousine",184000,"Diesel","Boîte manuelle automatisée",150,"Traction avant",4.5,TRUE,"2023-08-31",FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Bernstrasse 13, 3114 Wichtrach",10822266,"2023-09-02",NA,"Bitte vor Besichtigung, per Tel. Termin vereinbaren, Unsere Fahrzeuge stehen nicht alle am Verkaufsplatz

Leasing oder Finanzierung möglich

Eintausch Willkommen

Garantie: Auf Wunsch bieten wir ihnen eine Garantie nach Quality 1 zu 12/24 Monaten an

Irrtum und Zwischenverkauf vorbehalten

Keine Haftung für Druck- und Schreibfehler",FALSE,3743,59,14010049,3.3856e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,869.776164416203,12030.2238355838
"298","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2013-occasion-10957663","AUDI A3 Sportback 1.4 TFSI Ambiente S-tronic","",12900,"2013-06-01","Limousine",135300,"Essence","Boîte manuelle automatisée",122,"Traction avant",5,TRUE,NA,FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Via San Gottardo 78b, 6500 Bellinzona",10957663,"2023-10-19",NA,"",FALSE,3804,12,14470416,18306090000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,911.419113741401,11988.5808862586
"299","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2014-occasion-10513762","AUDI A3 Sportback 2.0 TDI Attraction quattro S-tronic, schönes FZ, frisch MFK, mit Distanzregler Spuras.","Schönes Fahrzeug, frisch ab MFK, Automat, Servicegepflegt, Abstadregler, Sitzheizung, Multimedia, Navi AUX uvm..",12900,"2014-01-01","Limousine",226752,"Diesel","Boîte manuelle automatisée",184,"4 roues motrices",4.9,TRUE,"2023-06-05",FALSE,FALSE,"","Altmannsteinstrasse 36, 8181 Höri",10513762,"2023-05-10",NA,"Ankauf.- Verkauf & Eintausch

Für eine Probefahrt oder Besichtigung vor Ort nehmen Sie bitte mit uns Kontakt auf. 
Wir sind gerne für Sie da und freuen uns auf Ihren Besuch.
Heimlieferung bis 15 km gratis, ab 15km nach Absprache.

Schönes Fahrzeug, Automat, Navi, PDC, AUX, Tel, Distanzregler, Sitzheizung, uvm....

Die Service immer Audi wie folgt:
1.- 30065 km
2.- 58955 km
3.- 75712 km
4.- 90083 km
5.- 119748 km
6.- 146704 km
7.- 173112 km

**Herzlich Willkommen acl Autocenter Linden GmbH, wir beraten Sie gerne**",FALSE,3590,174,12888100,51416469504,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,-633.642381083638,13533.6423810836
"300","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2010-occasion-10856738","AUDI A3 Sportback 2.0 TDI Ambition quattro","Expertisée le 30.08.2023",12950,"2010-01-01","Limousine",80350,"Diesel","Boîte manuelle",140,"4 roues motrices",5,TRUE,"2023-08-30",FALSE,FALSE,"","Rte de Morges 22, 1162 Saint-Prex",10856738,"2023-09-14",NA,"",FALSE,5051,47,25512601,6456122500,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,357.817993972624,12592.1820060274
"301","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2013-occasion-10819267","AUDI A3 Sportback 1.4 TFSI Attraction","Navigation / Klima / Radio - CD DAB / Tempomat / frisch ab MFK / 1 Jahr Garantie",12980,"2014-06-01","Limousine",154700,"Essence","Boîte manuelle",140,"Traction avant",4.8,TRUE,"2023-08-31",FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Muotastrasse 65, 6438 Ibach / Kanton SZ",10819267,"2023-09-01",NA,"GARAGE CAR TRADE AUTOMOBILE AG
Besichtigung nur nach Terminvereinbarung
Herr Frefel Marcel
Muotastrasse 65
6438 Ibach / Kanton Schwyz
Geschäft 079 289 29 38


Sehr geehrte Damen und Herren

Besten Dank für Ihr Interesse an einem unserer Fahrzeuge im Angebot.


- CH- Fahrzeug
- Schwarz-met
- Schwarz / Interieur
- Radio/CD/ DAB
- Klima
- Navigation 
- Sitzheizung
- Tempomat
- Alufelgen
- 8 fachbereift
- etc., etc.

- Unfallfrei
- kein Hundefahrzeug
- Nichtraucherauto
- frisch ab MFK 31.08.2023


Garantie

12 Garantie oder 20000 km

* Große Auswahl an Lager- u. Vorlauffahrzeuge
* Top-Occasionen zu Markgerechten Preisen
* Garantie 1 Jahr
* Fahrzeugeintausch zu fairen Preisen
* Finanzierung / Leasing auch ohne Anzahlung
* Lieferservice nach Hause CH-weit ab CHF 350,-


FAHRZEUGEINTAUSCH
Gerne unterbreiten wir Ihnen eine
Eintauschangebot- Dafür brauchen wir folgendes:
- Fahrzeugmodell und sofern möglich Auflistung der Option
- Aktueller Kilometerstand
- Kopie vom Service Intervall
- Vom Fahrzeugausweis eine Kopie
- Div. Fotos von Innen sowie Aussen
- Ihre Preisvorstellung


Trotz der großen Sorgfalt sind Inserat Fehler nicht ausgeschlossen.
Irrtümer und Zwischenverkauf vorbehalten, Keine Gewähr für Ausstattungsdetails.



Besichtigungstermine bitte per Telefon im voraus vereinbaren, da nicht alle Fahrzeuge auf gleichen Platz stehen.


****Haben Sie noch Fragen? Dann rufen Sie uns einfach an...***



Dank unserer zentralen Lage, direkt bei der Autobahnausfahrt Seewen -Schwyz, sind wir von überall her gut und schnell erreichbar.
Von Zürich sind Sie in nur 40 min bei uns.


Für weitere Informationen, ein Beratungsgespräch stehen Ihnen unsere Verkaufsberater gerne zur Verfügung unter der
Telefonnummer 0041 79 289 29 38


Wir erwarten Sie gerne zu diesen Öffnungszeiten:
Mo-Fr 9.00 – 11.45 und 13.30 – 19.00
Sa. Geschlossen
So. Geschlossen

Falls Sie uns besuchen möchten, bitten wir um vorherige Terminabsprache.
Wir freuen uns auf Ihren baldigen!


_________________________________________

Wir suchen laufend Autos. Lassen Sie sich von uns eine Offerte für Ihren Wagen geben. Unkomplizierte Abwicklung, sofortige Abholung und Barzahlung sind selbstverständlich.

Team CAR TRADE AUTOMOBILE AG
________________________________________",FALSE,3439,60,11826721,23932090000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1532.01533515832,11447.9846648417
"302","https://www.autoscout24.ch/fr/d/audi-a3-cabriolet-2011-occasion-9315059","AUDI A3 Cabriolet 1.8 TFSI Style S-line","***S-Line Paket ***Ganz Gute erhalten und Service Gepflegt **",12990,"2011-04-01","Cabriolet",122000,"Essence","Boîte manuelle",160,"Traction avant",6.7,TRUE,"2021-06-15",FALSE,FALSE,"","Glatthaldestrasse 18a, 9230 Flawil",9315059,"2022-11-14",NA,"Kauft Auto unter Vorwand der Selbstnutzung und verkauft für den doppelten Preis ...",FALSE,4596,351,21123216,1.4884e+10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2106.08562222657,10883.9143777734
"304","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2015-occasion-10816302","AUDI A3 Sportback 1.4 TFSI Ambition","",12999,"2015-11-01","Limousine",98000,"Essence","Boîte manuelle",150,"Traction avant",4.6,TRUE,"2023-08-31",FALSE,FALSE,"","chemin philibert de sauvage 39, 1219 Chatelaine",10816302,"2023-08-31",NA,"Très bonne expérience je recommande!!",FALSE,2921,61,8532241,9.604e+09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-2544.60487317458,15543.6048731746
"305","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2013-occasion-10857672","AUDI A3 Sportback 2.0 TDI Ambiente quattro S-tronic","Gepflegtes Fahrzeug / Service gepflegt / Parkhilfe / Tempomat / Schiebedach / Navi / Ab MFK",12999,"2013-12-01","Limousine",203500,"Diesel","Boîte manuelle automatisée",184,"4 roues motrices",4.9,TRUE,"2022-09-02",FALSE,FALSE,"","Hombergstrasse 51c, 3612 Steffisburg",10857672,"2023-09-14",NA,"-- HERZLICH WILLKOMMEN BEI DER DHM AUTO GMBH

-- Ihr Interesse an diesem Fahrzeug freut uns sehr!


-- Höflich bitten wir Sie für eine Besichtigung vorab einen Termin zu vereinbaren.
-- Gerne tauschen wir Ihr Fahrzeug ein. Sie können uns gerne kontaktieren und uns die Angaben von Ihrem Fahrzeug zukommen lassen.

-- Auf Wunsch mit 12/24 Monate Garantie möglich!!
-- Eintausch**Finanzierung oder Garantie möglich!!
-- Inzahlungnahme Ihres Fahrzeuges auch ohne Fahrzeugkauf möglich!!

-- Trotz der großen Sorgfalt sind Inserats Fehler nicht ausgeschlossen.
-- Irrtümer und Zwischenverkauf vorbehalten, Keine Gewähr für Ausstattungsdetails.

-- Wir freuen uns über Ihren Besuch oder Anruf.

-- Ihre DHM Auto GmbH",FALSE,3621,47,13111641,41412250000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,-750.321283473793,13749.3212834738
"306","https://www.autoscout24.ch/fr/d/audi-a3-cabriolet-2011-occasion-10653097","AUDI A3 Cabriolet 1.8 TFSI S-Line","** AUS 2. HAND **",12999,"2011-04-01","Cabriolet",71927,"Essence","Boîte manuelle",160,"Traction avant",6.8,TRUE,"2022-06-01",FALSE,TRUE,"À partir de la livraison du véhicule, 12 mois ou 20'000 km","Werkstrasse 5, 3428 Wiler bei Utzenstorf",10653097,"2023-06-28",NA,"Audi A3 Cabriolet 1.8 TFSI S-Line

km: 71'927 km
Jahrgang: 29.04.2011 / B5b

AB MFK: 01.06.2022
FRISCH AB SERVICE

- Äusserst zuverlässiges und robustes Auto mit 160 PS.
- Ein sehr vielseitiges Fahrzeug
- Lückenloses Serviceheft ( Service durchgehend bei der Audi Vertretung durchgeführt )
- Aus zweiter Hand
- S-Line

- 6-Gang-Getriebe manuell, Bordcomputer, Tempomat, Navigationssystem, Fahrer-Informationssystem, Fahrwerk: Sportfahrwerk, Klimatisierungsautomatik, Elektrisches Verdeck, Innenlicht-Abschaltverzögerung, 3 Speichen-Sportlenkrad, Multifunktions-Sportlenkrad in Leder, unten abgeflacht, Servotronic, Windschott, Sportlenkrad, Sportsitze vorne, Ledersitze Vienna, Park Distance Control (PDC), usw.


* Ablieferungspaket ab 380.- bis 490.-
- Tankfüllung
- Autobahnvignette
- Fahrzeugeinlösung

* Garantie ab 399.-
- 12/24 Monate
- Mit unterschiedlichem Deckungs- und Leistungsumfang

* Finanzierung/Leasing
- individuelle Finanzierungslösungen
- attraktive Leasingkonditionen

* Faires Eintauschangebot
- Inzahlungnahme Ihres Fahrzeuges
- auch ohne Fahrzeugkauf möglich


Bei Fragen oder Interesse melden Sie sich doch bitte. Tel.: 079 344 46 98
Besichtigung nur nach Voranmeldung in 3428 Wiler bei Utzenstorf möglich. Tel.: 079 344 46 98

Jede Gewährleistung, soweit nach Gesetz möglich, wird wegbedungen, insbesondere sind Wandelung und Minderung ausgeschlossen.",FALSE,4596,125,21123216,5173493329,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-2102.3693699541,15101.3693699541
"307","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2016-occasion-10952160","AUDI A3 Sportback 2.0 TDI Attraction quattro","In guten Zustand Motor und Getriebe sind im einwandfreien Zustand!",13900,"2016-07-01","Limousine",133000,"Diesel","Boîte manuelle",150,"4 roues motrices",4.8,FALSE,"2021-08-11",FALSE,FALSE,"","Wiesenstrasse 24, 5412 Gebenstorf AG",10952160,"2023-10-18",NA,"Fix Preis ****",FALSE,2678,13,7171684,1.7689e+10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,-2738.1968760222,16638.1968760222
"308","https://www.autoscout24.ch/fr/d/audi-a3-limousine-2010-occasion-10986117","AUDI A3 Sportback 2.0 TFSI Ambiente quattro S-tronic","Top gepflegtes CH-Fzg, Radio, Klima, Lederlenkrad, 8-fach., EWIWA AUTOMOBILE, 079 533 63 33",12999,"2010-04-01","Limousine",124485,"Essence","Boîte manuelle automatisée",200,"4 roues motrices",7.6,TRUE,"2023-11-01",FALSE,FALSE,"","Juchstrasse 25, 8604 Volketswil",10986117,"2023-10-31",NA,"Herzlich willkommen bei EWIWA AUTOMOBILE

Besten Dank für Ihr Interesse an unseren Fahrzeugen.

Unser kompetentes Verkaufspersonal freut sich, Sie persönlich, telefonisch oder per Mail begrüssen und beraten zu dürfen. Zögern Sie nicht uns zu kontaktieren.

Besichtigung / Probefahrten

Bitte für Besichtigungen und Probefahrten vorher einen Termin vereinbaren. Wünschen Sie einen Beratungstermin ausserhalb unserer Öffnungszeiten, ist dies nach vorheriger Terminabsprache sehr wohl möglich.

Leasing / Finanzierung

Gerne unterbreiten wir Ihnen auch ein Leasing- oder Finanzierungsangebot zu sehr fairen Konditionen.

Eintausch / Ankauf

Selbstverständlich tauschen oder kaufen wir auch Ihr jetziges Fahrzeug zu marktgerechten Konditionen ein.

Verkaufspreise

Unsere Verkaufspreise sind inklusive 7.7% Mehrwertsteuer, äusserst knapp kalkuliert.

Transparenz / Ehrlichkeit

Wir sind ein äusserst fairer Partner im Umgang mit unseren Kunden und leben nach dem Motto: Transparenz und Ehrlichkeit währt und fährt am Längsten.

Kontakt

Für sämtliche Anliegen und Auskünfte stehen wir Ihnen selbstverständlich während unseren Geschäftszeiten von Montag bis Samstag sehr gerne zur Verfügung.

Testen Sie uns … wir freuen uns auf Ihre Kontaktaufnahme unter:

079 533 63 33

EWIWA AUTOMOBILE
Juchstrasse 25
8604 Volketswil

Irrtümer und Preisänderungen vorbehalten.a",FALSE,4961,0,24611521,15496515225,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,733.714307191526,12265.2856928085
