web-scraper-order,web-scraper-start-url,page,annonce-link,annonce-link-href,title,subtitle,price,date,body-type,kilometers,fuel-type,transmission,power,drivetrain,consumption,expertise,expertise-date,accident,warranty,warranty-details,location,listing-id,description-text,created-date
"1696863366-41","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-2002-occasion-10877152","VW Golf 1.9TDI PD Highline 4Motion","Embrayage à changer, embrayage cassée.","CHF 1'000.–","09.2002","Limousine","247'000 km","Diesel","Boîte manuelle","150 PS (110 kW)","4 roues motrices","6.3 l/100 km","Non","19.11.2021","Non","Non","","Zone industrielle C 69, 1844 Villeneuve","Listing ID: 10877152","Embrayage à changer, embrayage cassée.","2023-09-21"
"1696863373-42","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-2003-occasion-10844594","VW Golf 1.9 TDI PD Comfortline","- Le moteur fonctionne, mais un injecteur est à remplacer !","CHF 1'000.–","05.2003","Limousine","215'000 km","Diesel","Boîte manuelle","130 PS (96 kW)","Traction avant","5.4 l/100 km","Non","29.04.2019","Non","Non","","rue Guillaume-Triponez 48, 2336 Les Bois","Listing ID: 10844594","Personne pas serieuse je vous déconseille d'acheter et de reparer votre véhicule ...","2023-09-11"
"1696863380-43","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-1999-occasion-10922381","VW Golf 2.0 Comfortline","Fahrzeug mit Klimaanlage.","CHF 1'000.–","12.1999","Limousine","195'000 km","Essence","Automatique","115 PS (85 kW)","Traction avant","9.2 l/100 km","Non","10.03.2020","Non","Non","","Grindel 33, 6017 Ruswil","Listing ID: 10922381","Mechanisch ist es gut, Optisch bitte siehe Bilder, frontscheibe ist kaputt.","2023-10-06"
"1696863387-44","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-break-2008-occasion-10128559","VW GOLF Variant 2.0 TFSI Highline","La voiture ne démarre pas.","CHF 1'100.–","06.2008","Break","290'000 km","Essence","Boîte manuelle","-","Traction avant","-","Non","","Non","Non","","ZI Reuteut 49, 1868 Collombey","Listing ID: 10128559","Même en n'ayant pas acheté de voiture, le vendeur est très professionnel et de ...","2022-12-26"
"1696863394-45","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-2002-occasion-10686652","VW Golf 1.6 16V","","CHF 1'100.–","07.2002","Limousine","193'623 km","Essence","Boîte manuelle","105 PS (77 kW)","Traction avant","7.1 l/100 km","Non","14.12.2021","Non","Non","","Route du P.A.A. 21, 1772 Grolley","Listing ID: 10686652","","2023-07-10"
"1696863401-46","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-2000-occasion-10889076","VW Golf 1.4 16V","","CHF 1'100.–","10.2000","Limousine","245'639 km","Essence","Boîte manuelle","75 PS (55 kW)","Traction avant","6.8 l/100 km","Non","16.06.2020","Non","Non","","Luzernstrasse 19, 6206 Neuenkirch","Listing ID: 10889076","","2023-09-26"
"1696863408-47","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-2000-occasion-9950969","VW Golf 1.8 Trendline 4Motion","","CHF 1'200.–","12.2000","Limousine","250'968 km","Essence","Boîte manuelle","125 PS (92 kW)","4 roues motrices","9.1 l/100 km","Non","12.05.2020","Non","Non","","Bielstrasse 49, 3900 Gamsen","Listing ID: 9950969","Fix preis","2022-11-14"
"1696863415-48","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-1986-occasion-10214008","VW Golf 1600 C","","CHF 1'200.–","09.1986","Limousine","183'000 km","Essence","Automatique","75 PS (55 kW)","Traction avant","-","Oui","30.03.2022","Non","Non","","Rue de-Turrettini 2, 1242 Satigny","Listing ID: 10214008","","2023-01-30"
"1696863422-49","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-1998-occasion-10593403","VW Golf 1.8 Comfortline 4Motion","Ab Platz, letzte MFK Juli 2020","CHF 1'200.–","11.1998","Limousine","187'000 km","Essence","Boîte manuelle","125 PS (92 kW)","4 roues motrices","9.1 l/100 km","Non","14.07.2020","Non","Non","","Püntstrasse 27, 8543 Gundetswil","Listing ID: 10593403","Ab Platz
Letzte MFK Juli 2020
Benziner
Handschaltung
Klima
CD Player
4x4 Allrad","2023-06-08"
"1696863429-50","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-1999-occasion-10590892","VW Golf 1.8 Comfortline 4Motion","","CHF 1'200.–","04.1999","Limousine","168'500 km","Essence","Boîte manuelle","125 PS (92 kW)","4 roues motrices","9.1 l/100 km","Non","03.02.2020","Non","Non","","nordstr.1, 7310 Bad Ragaz","Listing ID: 10590892","Viele Autos. Freundlich und Hilfsbereit Danke","2023-06-07"
"1696863436-51","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-2003-occasion-10759153","VW Golf 1.8 T GTI","","CHF 1'200.–","04.2003","Limousine","250'000 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","7.8 l/100 km","Non","","Non","Non","","Rte de la Neuveville 22, 2525 Le Landeron","Listing ID: 10759153","À vendre dans l’état, dernier expertisée 02/2021","2023-08-10"
"1696863443-52","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-cabriolet-1994-occasion-10819591","VW Golf Cabriolet 1800","","CHF 1'200.–","03.1994","Cabriolet","184'900 km","Essence","Automatique","90 PS (66 kW)","Traction avant","8.2 l/100 km","Non","","Non","Non","","Wiesenstrasse 21, 5412 Gebenstorf","Listing ID: 10819591","Auto Lauft gut französischen Papiere","2023-09-01"
"1696863450-53","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-cabriolet-1994-occasion-10786048","VW Golf Cabriolet 2000 Pink Floyd","","CHF 1'200.–","12.1994","Cabriolet","192'177 km","Essence","Boîte manuelle","115 PS (85 kW)","Traction avant","7.9 l/100 km","Non","06.04.2020","Non","Non","","Riedackerweg 14, 8107 Buchs","Listing ID: 10786048","Das Auto ist gut fahrbar, Der Motor und die Getriebe sind in gutem Zustand","2023-08-21"
"1696863457-54","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-2001-occasion-10816497","VW Golf 1.4 Comfortline","Gepflegtes Auto..!! ZR+ WP ersetzt bei 164'000 km..!!","CHF 1'200.–","07.2001","Limousine","208'350 km","Essence","Boîte manuelle","75 PS (55 kW)","Traction avant","6.8 l/100 km","Non","28.05.2020","Non","Non","","3302 Moosseedorf","Listing ID: 10816497","","2023-08-31"
"1696863466-55","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-2002-occasion-10842178","VW Golf V 1.6","**einwandfrei fahrbar**Motor & Getriebe in Ordnung**Servicegepflegt**ideal zum selber aufbereiten**","CHF 1'200.–","11.2002","Limousine","220'000 km","Essence","Boîte manuelle","105 PS (77 kW)","Traction avant","7.4 l/100 km","Non","24.02.2020","Non","Non","","Langacker 792, 9230 Flawil","Listing ID: 10842178","Herzlich willkommen auf einem unserer Angebote. Das von Ihnen ausgewählte Fahrzeug kann jederzeit bei uns besichtigt sowie Probe gefahren werden sowie auch gegen Voranmeldung auf dem Lift geprüft werden.

Besuchen Sie uns doch auf  www.langackergarage.ch 

Wir beraten Sie gerne…

____________________________________

Dieser schöne Golf ist:

- gepflegt
- einwandfrei fahrbar
- ideal zum selber aufbereiten
- Serviceheft vorhanden
- Fahrzeug wird ab Platz ohne Garantie verkauft



Weitere attraktive Angebote finden Sie bei uns vor Ort



Ihr A. von Rotz","2023-09-09"
"1696863473-56","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-1994-occasion-10923580","VW Golf 1800 S-Plus (GL)","","CHF 1'200.–","02.1994","Limousine","171'000 km","Essence","Automatique","90 PS (66 kW)","Traction avant","-","Non","07.10.2020","Non","Non","","Pfäffikerstrasse 36, 8610 Uster Zürich","Listing ID: 10923580","""Garage Kaine Automobile bietet hervorragenden Service. Schnell, kompetent und ...","2023-10-07"
"1696863480-57","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-2002-occasion-10904168","VW Golf 1.9 TDI PD","","CHF 1'200.–","12.2002","Limousine","287'000 km","Diesel","Boîte manuelle","130 PS (96 kW)","Traction avant","5.4 l/100 km","Non","04.12.2020","Non","Non","","Dammweg 85, 3902 Glis","Listing ID: 10904168","","2023-09-30"
"1696863487-58","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-break-2007-occasion-10391135","VW Golf Variant 1.4 TSI Comfortline","","CHF 1'300.–","07.2007","Break","235'230 km","Essence","Boîte manuelle","140 PS (103 kW)","Traction avant","7.1 l/100 km","Non","01.05.2021","Non","Non","","Riedackerweg 14, 8107 Buchs","Listing ID: 10391135","Motor startet nicht! Fix Preis!","2023-03-29"
"1696863494-59","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-break-2005-occasion-10582476","VW Golf Variant 1.6 16V Comfortline","Klima","CHF 1'300.–","02.2006","Break","190'000 km","Essence","Boîte manuelle","105 PS (77 kW)","Traction avant","7.1 l/100 km","Non","","Non","Non","","Bergermoosstrasse 4, 8902 Urdorf ZH","Listing ID: 10582476","","2023-06-05"
"1696863501-60","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-1994-occasion-10567177","VW Golf 1800 Avenue syn. ABS","","CHF 1'300.–","12.1994","Limousine","137'000 km","Essence","Boîte manuelle","90 PS (66 kW)","4 roues motrices","-","Non","14.05.2020","Non","Non","","6102 Malters Luzern","Listing ID: 10567177","Kupplung nicht mehr gut,  schlecht fahrbar","2023-05-30"
"1696863510-61","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-2003-occasion-10842916","VW Golf 2.0 ** Automat ** Klima-auto **Tempomat ** PDC ** B04","* Automat ** Klima-auto ** Tempomat ** Park Sensor hinten ** 04x Airbag, ABS, Servo ** Alu ""15 ** MFK 24.02.2021","CHF 1'300.–","01.2003","Limousine","219'000 km","Essence","Boîte manuelle","115 PS (85 kW)","Traction avant","8.1 l/100 km","Non","24.02.2021","Non","Non","","Maienstrasse 1, 2540 Grenchen (Kanton Solothurn)","Listing ID: 10842916","* 4-Stufen-Automat 
* 04X Airbag * ABS * Servolenkung, 
* Klimatisierungsautomatik 
* Park Distance Control Hinten 
* Elektrische Fensterheber vorne 
* Zentralverriegelung mit Fernbedienung 
* Alufelgen ""15 
* MFK 24.02.2021 
* B04","2023-09-09"
"1696863517-62","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-2002-occasion-10912427","VW Golf 1.6 16V","","CHF 1'300.–","07.2002","Limousine","194'000 km","Essence","Boîte manuelle","105 PS (77 kW)","Traction avant","7.1 l/100 km","Non","09.03.2021","Non","Non","","Untere Bahnhofstrasse 31, 8340 Hinwil ZH","Listing ID: 10912427","Sehr profesionelle Garage. Reparatur bei meinem Auto war sehr schnell und der ...","2023-10-04"
"1696863524-63","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-2002-occasion-10374052","VW Golf 2.0","","CHF 1'350.–","07.2002","Limousine","280'000 km","Essence","Automatique","115 PS (85 kW)","Traction avant","9.2 l/100 km","Non","","Non","Non","","Güterstrasse 19, 5014 Gretzenbach","Listing ID: 10374052","","2023-03-23"
"1696863531-64","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-2004-occasion-10326348","VW Golf 2.0 TDI Sportline 4Motion","","CHF 1'400.–","09.2004","Limousine","200'341 km","Diesel","Boîte manuelle","140 PS (103 kW)","4 roues motrices","6.1 l/100 km","Non","02.09.2020","Non","Non","","Bielstrasse 49, 3900 Gamsen","Listing ID: 10326348","Steuerkette Kaputt 
Fix preis","2023-03-08"
"1696863538-65","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-2001-occasion-10725064","VW Golf 2.0 Generation 4Motion","","CHF 1'400.–","07.2001","Limousine","172'388 km","Essence","Boîte manuelle","115 PS (85 kW)","4 roues motrices","8.9 l/100 km","Non","","Non","Non","","Bielstrasse 49, 3900 Gamsen","Listing ID: 10725064","","2023-07-25"
"1696863545-66","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-break-2002-occasion-10662142","VW Golf Variant 2.0 4Motion","","CHF 1'499.–","10.2002","Break","212'000 km","Essence","Boîte manuelle","115 PS (85 kW)","4 roues motrices","9 l/100 km","Non","17.07.2020","Non","Non","","Eggerswil 10, 6207 Notwil","Listing ID: 10662142","","2023-07-01"
"1696863552-67","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-1999-occasion-10724037","VW Golf 1.6","IM Auftrag 079 434 39 33","CHF 1'499.–","04.1999","Limousine","229'743 km","Essence","Automatique","100 PS (74 kW)","Traction avant","8.6 l/100 km","Non","13.05.2020","Non","Non","","Schürmatt 3, 6247 Schötz beim LANDI und ALDI (Kanton Luzern)","Listing ID: 10724037","IM Auftrag 079 434 39 33","2023-07-25"
"1696863559-68","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-2007-occasion-10729542","VW Golf 1.4 TSI Comfortline","Motor läuft nicht unbekannt Manuel Getriebe Klimaanlage Alufelgen sonst gutem Zustand","CHF 1'499.–","07.2007","Limousine","165'876 km","Essence","Boîte manuelle","140 PS (103 kW)","Traction avant","7.1 l/100 km","Non","02.11.2022","Non","Non","","industrie str 6, 8604 Volketswil","Listing ID: 10729542","","2023-07-27"
"1696863566-69","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-1984-occasion-9973835","VW Golf 1600 C","","CHF 1'500.–","04.1984","Limousine","184'000 km","Essence","Automatique","75 PS (55 kW)","Traction avant","-","Non","","Non","Non","","Rue de-Turrettini 2, 1242 Satigny","Listing ID: 9973835","","2022-11-14"
"1696863573-70","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-2000-occasion-10389160","VW Golf 1.8 T GTI","AB Platz","CHF 1'500.–","10.2000","Limousine","227'000 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","7.8 l/100 km","Non","08.04.2019","Non","Non","","Püntstrasse 27, 8543 Gundetswil","Listing ID: 10389160","Letzte MFK 08.04.2019
AB PLATZ
GTI
Benziner
Handschaltung
Klima
elektrische Fensterheber
5 Türen
Zahnriemen und Wasserpumpe ersetzt 175'000km im 2016","2023-03-28"
"1696863580-71","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-1984-occasion-10123188","VW Golf 1300 C","Motor startet nicht","CHF 1'500.–","06.1984","Limousine","42'735 km","Essence","Boîte manuelle","58 PS (43 kW)","Traction avant","-","Non","17.04.2019","Oui","Non","","Riedackerstrasse 15, 8153 Rümlang","Listing ID: 10123188","Motor startet nicht","2022-12-22"
"1696863587-72","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-1997-occasion-10618441","VW GOLF 2000 GTI suisse édition","","CHF 1'500.–","02.1997","Limousine","154'000 km","Essence","Automatique","115 PS (85 kW)","Traction avant","-","Non","","Non","Non","","Rue de Veyrot 16, 1217 Meyrin","Listing ID: 10618441","Très professionnel et il a de l’expérience dans le domaine. À conseiller.","2023-06-16"
"1696863594-73","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-2005-occasion-10395139","VW Golf 2.0 FSI Comfortline 4Motion","","CHF 1'500.–","04.2005","Limousine","170'000 km","Essence","Boîte manuelle","150 PS (110 kW)","4 roues motrices","8.6 l/100 km","Non","12.02.2020","Non","Non","","Rue du Moulin 71, 3977 Granges vs","Listing ID: 10395139","Problème moteur","2023-03-30"
"1696863601-74","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-cabriolet-1995-occasion-10637362","VW Golf Cabriolet 2000 Rolling Stones","","CHF 1'500.–","03.1995","Cabriolet","204'699 km","Essence","Automatique","115 PS (85 kW)","Traction avant","9.2 l/100 km","Non","","Non","Non","","Gehrenstrasse 10, 5037 Muhen","Listing ID: 10637362","Cabriolet Auto lauft elektrisch und lauft gut
Bitte sehe Foto 
Auto hat  leichten Hagelschaden","2023-06-22"
"1696863608-75","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-break-1997-occasion-10757948","VW Golf Variant 1800 Swiss-Line","","CHF 1'500.–","01.1997","Break","53'000 km","Essence","Boîte manuelle","75 PS (55 kW)","Traction avant","7.9 l/100 km","Non","","Non","Non","","Araweg 5, 4222 Zwingen","Listing ID: 10757948","","2023-08-09"
"1696863615-76","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-2005-occasion-10921774","VW Golf 1.6 FSI Comfortline","","CHF 1'500.–","07.2005","Limousine","228'000 km","Essence","Boîte manuelle","115 PS (85 kW)","Traction avant","6.8 l/100 km","Non","02.10.2022","Non","Non","","Mettstrasse 147a, 2504 Biel/Bienne","Listing ID: 10921774","C’est une super Garage","2023-10-06"
"1696863622-77","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-break-2000-occasion-10896996","VW Golf Variant 2.0 Comfortline","","CHF 1'500.–","12.2000","Break","233'000 km","Essence","Automatique","115 PS (85 kW)","Traction avant","9.3 l/100 km","Non","15.11.2019","Non","Non","","Rue du Moulin 71, 3977 Granges vs","Listing ID: 10896996","","2023-09-28"
"1696863629-78","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-2004-occasion-10893427","VW Golf 2.0 FSI Sportline","Geliebter Golf zu verkaufen. Fahrzeug läuft einwandfrei.","CHF 1'500.–","10.2004","Limousine","251'000 km","Essence","Boîte manuelle","150 PS (110 kW)","Traction avant","7.8 l/100 km","Non","14.05.2020","Non","Non","","Riedstrasse 468, 3082 Schlosswil","Listing ID: 10893427","Habe das Auto 11 Jahre gefahren und war immer sehr zufrieden. Ohne MFK, Service und Garantie. Alle Zusatzteile sind eingetragen. Inkl. Winter und Sommerfelgen. Sommerpneu müssen ersetzt werden.","2023-09-27"
"1696863636-79","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-2005-occasion-10467099","VW Golf 2.0 TDI Comfortline 4Motion","","CHF 1'590.–","02.2005","Limousine","279'479 km","Diesel","Boîte manuelle","140 PS (103 kW)","4 roues motrices","6.1 l/100 km","Non","12.06.2019","Non","Non","","UEBERLANDSTRASSE 107  (NEBEN FIRMA AGIR), 8951 FAHRWEID","Listing ID: 10467099","Auto hat Rost 
Auto lauft sehr gut","2023-04-25"
"1696863643-80","https://www.autoscout24.ch/fr/voitures/vw--golf?cond=49&make=82&model=585&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/vw-golf-limousine-2004-occasion-10814810","VW Golf 2.0 FSI Comfortline 4Motion","","CHF 1'600.–","08.2004","Limousine","258'000 km","Essence","Boîte manuelle","150 PS (110 kW)","4 roues motrices","8.6 l/100 km","Non","","Non","Non","","Westring 9, 5502 Hunzenschwil","Listing ID: 10814810","","2023-08-31"
