web-scraper-order,web-scraper-start-url,page,annonce-link,annonce-link-href,title,subtitle,price,date,body-type,kilometers,fuel-type,transmission,power,drivetrain,consumption,expertise,expertise-date,accident,warranty,warranty-details,location,listing-id,created-date,new-price,description-text
"1698023293-1508","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2020-occasion-10779344","SKODA Octavia Combi 2.0 TDI Ambition","** CH- Fahrzeug inkl. Hersteller-Garantie ** 8 fach bereift** Aus 1er- Hand ** Top Ausstattung **","CHF 26'990.–","05.2021","Break","27'000 km","Diesel","Boîte manuelle","115 PS (85 kW)","Traction avant","4.7 l/100 km","Oui","","Non","Oui","Dès la 1ère mise en circulation, 36 mois ou 100'000 km","Sägestrasse 4, 3422 Rüdtligen-Alchenflüh","Listing ID: 10779344","2023-08-17","Oui","-Inserats Fehler sind nicht auszuschliessen, trotz grosser Sorgfalt! Kein Gewähr für Ausstattungsdetails.
-Bei Occasion Fahrzeugen ist mit normalen Gebrauchsspuren zu rechnen!

- Besichtigung, nur unter Voranmeldung möglich! - Unsere Preise sind der aktuellen Marktlage endsprechend angepasst, daher nicht mehr verhandelbar.

- Eintausch, Finanzierung, & Garantie möglich.

 - Herzlich Willkommen bei BB Autocenter & Garage GmbH.

- Vielen Dank für Ihr Interesse an unsere Fahrzeuge.

- Alle unsere Fahrzeuge werden vor dem Weiterverkauf, fachmännisch aufbereitet und anschliessend frisch vorgeführt.

- Wir nehmen uns Zeit für Sie, beraten Sie kompetent, umfassend und ehrlich. Kundenzufriedenheit steht bei uns an oberster Stelle. 

-  Information für die Probefahrt: Probefahrten auf Autobahnen sind prinzipiell bei uns nicht vorgesehen, da es uns unheimlich viel Zeit kostet!
- Die Probefahrt dauert bei uns in der Regel max. 15 Minuten. Für längere Fahrten wird eine Pauschale verrechnet!
*** Auf Wunsch bieten wir Ihnen ein Ablieferungspaket ab 390.- an, welches eine Tankfüllung, die Vignette sowie die Administrativen arbeiten für die Immatrikulation des Fahrzeuges beinhaltet…"
"1698023308-1509","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2017-occasion-10962514","SKODA Octavia Combi 2.0 TSI RS DSG","CH-Fahrzeug / Ab MFK / Frisch ab Service / 12 Monate Garantie","CHF 26'999.–","01.2018","Break","79'999 km","Essence","Boîte manuelle automatisée","230 PS (169 kW)","Traction avant","6.6 l/100 km","Oui","16.08.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Tiergartenweg 7, 4461 Böckten","Listing ID: 10962514","2023-10-21","Non","CH-Fahrzeug
Ab MFK ( August 2023)
Frisch ab Service ( Oktober 2023)
12 Monate / 20'000km Garantie - Quality1, Q-Base 
8-fach bereift 
Sommer Alkatec-Felgen im Skoda-Design 19 Zoll (breiter als Originale)
Winter Original Skoda Kompletträder 18 Zoll
Tieferlegung mittels Eibachfedern
Rieger Heckdiffusor
*Alles eingetragen*





Eintausch / Finanzierung / Garantie möglich / Lieferung schweizweit ab 100CHF

Besichtigung und Probefahrt nur gegen Voranmeldung möglich"
"1698023321-1510","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2019-occasion-10899410","SKODA Octavia Combi 2.0 TDI RS 4x4 DSG","Virtual Cockpit, Panorama Dach usw.","CHF 27'000.–","01.2019","Break","49'700 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","4 roues motrices","6.3 l/100 km","Oui","","Non","Non","","Trockenloostrasse 61, 8105 Regensdorf","Listing ID: 10899410","2023-09-29","Non","8 fach Bereift"
"1698023334-1511","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2018-occasion-10870312","SKODA Octavia Combi 2.0 TSI Clever 4x4 DSG","","CHF 27'200.–","01.2019","Break","54'900 km","Essence","Automatique","190 PS (140 kW)","4 roues motrices","8.7 l/100 km","Non","25.09.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois","Moosrainweg 14, 3053 Münchenbuchsee","Listing ID: 10870312","2023-09-19","CHF 44'250","4 Winter Kompletträder W28

12 Monate Occasionsgarantie / 137 / Inkl. Ablieferpauschale von CHF 420.- Abweichungen und Irrtümer zur Ausstattung des Fahrzeuges vorbehalten."
"1698023349-1512","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-limousine-2018-occasion-10687234","SKODA Octavia Combi 2.0 TSI RS DSG","CH-Fahrzeug / Navigation / Sitzheizung / Rückfahrkamera","CHF 27'400.–","10.2018","Limousine","55'000 km","Essence","Automatique","245 PS (180 kW)","Traction avant","6.2 l/100 km","Non","","Non","Oui","À partir de la livraison du véhicule, 12 mois","Moosstrasse 33a, 8907 Wettswil","Listing ID: 10687234","2023-07-10","Oui","Zu diesem Angebot kann ein Ablieferungspaket für Fr. 490.- erworben werden, welches unter anderem technische Aufbereitung, Tankfüllung, Vignette und komplette Reinigung des Fahrzeuges enthält. Weitere Informationen zum Ablieferungspaket erhalten Sie von unserem Verkaufspersonal. Bei Importfahrzeugen kann die Ausstattung und Modelltyp von der effektiven Ausstattung / Typ abweichen. 9033494/05"
"1698023362-1513","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2020-occasion-10933230","SKODA Octavia Combi 2.0 TDI RS 4x4 DSG","","CHF 27'490.–","04.2020","Break","69'320 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","4 roues motrices","7.1 l/100 km","Oui","08.09.2022","Non","Non","","Industriestrasse 41, 3175 Flamatt","Listing ID: 10933230","2023-10-11","Oui","Top gepflegt und frisch ab MFK - reinsetzen und losfahren."
"1698023377-1514","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2019-occasion-10617062","SKODA Octavia 2.0 TSI RS","**1. Hand CH-Fz. bei uns gekauft und gewartet, Navi, DAB+, Abstandtempomat, virtuelles Cockpit, el. Heckklappe, Soundsystem**","CHF 27'500.–","07.2019","Break","69'000 km","Essence","Boîte manuelle automatisée","245 PS (180 kW)","Traction avant","-","Oui","","Non","Oui","À partir de la livraison du véhicule, 3 mois ou 3'000 km","Dorfstrasse 80, 8424 Embrach","Listing ID: 10617062","2023-06-16","Non","Sehr geehrte Damen und Herren




Vielen Dank für Ihr geschätztes Interesse an unserem Fahrzeug.


Als offizieller Skoda-Vertragshändler 

bieten wir Ihnen stets das beste Preis-Leistungsangebot. 



- Profitieren Sie von unseren unschlagbaren Neuwagen Angeboten !!  

- Profitieren Sie von unserer Vielfalt von Fahrzeugen die sofort Lieferbar sind. 


- Profitieren Sie von unseren speziellen Finanzierungsdienstleistungen !!  
- Profitieren Sie von unserem top Eintauschangebot !!  




Gerne beraten wir Sie in einem persönlichen Gespräch. 


 Unsere Öffnungszeiten:


        Montag bis Freitag:

07.30 – 12.00 Uhr und 13.15 – 18.00 Uhr


 Samstag:                   

09.00 – 12.00 Uhr


Sonntag:                 

Freie Besichtigung"
"1698023390-1515","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2021-occasion-10943038","SKODA Octavia Combi 2.0 TDI DSG Ambition 4x4","***Top Angebot*** CH-Fahrzeug","CHF 27'500.–","12.2021","Break","51'600 km","Diesel","Boîte manuelle automatisée","150 PS (110 kW)","4 roues motrices","5.4 l/100 km","Oui","16.12.2021","Non","Non","","Wiese 39, 8767 Elm","Listing ID: 10943038","2023-10-14","Non","Seit vielen Jahren schon die Fachwerkstatt schlechthin! Zuverlässig, Kompetent, ..."
"1698023403-1516","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2017-occasion-9805204","SKODA Octavia Combi 2.0 TDI RS DSG","","CHF 27'500.–","12.2017","Break","68'900 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","Traction avant","4.9 l/100 km","Oui","02.09.2022","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 10'000 km","Fin du Mossard 5, 3280 Murten","Listing ID: 9805204","2022-11-14","Non","Top Fahrzeug . AB MFK UND SERVICE . 8 fach bereift . Anhängelast 1600 Kg ."
"1698023416-1517","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2020-occasion-10914906","SKODA Octavia 2.0TDI Soleil 4x4","","CHF 27'500.–","06.2020","Break","22'000 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","4 roues motrices","-","Non","","Non","Non","","Via alla Foce 1, 6933 Muzzano (TI)","Listing ID: 10914906","2023-10-04","Non",""
"1698023431-1518","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2020-occasion-10790867","SKODA Octavia Combi 2.0 TDI DSG Ambition","Wunderschöner und gepflegter Skoda Octavia 2.0TDI***Frisch ab Service und MFK***Sparsam***","CHF 27'500.–","01.2021","Break","76'000 km","Diesel","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","5.4 l/100 km","Oui","","Non","Non","","Heidmoosweg 15, 3049 Säriswil","Listing ID: 10790867","2023-08-22","Non","Wunderschöner und gepflegter Skoda Octavia 2.0TDI frisch ab Service und MFK.
Das Serviceheft ist lückenlos.
Eintausch, Finanzierung, Leasing und Garantie möglich. 
Da wir diverse Ausstellungsplätze haben, bitten wir Sie ein Besichtigungstermin zu vereinbaren. Probefahrt nur auf Termin möglich. Besten Dank für Ihr Verständnis."
"1698023446-1519","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2017-occasion-10847238","SKODA Octavia Combi 2.0 TSI RS 245 DSG","","CHF 27'500.–","06.2017","Break","72'150 km","Essence","Automatique","245 PS (180 kW)","Traction avant","6.4 l/100 km","Non","","Non","Oui","À partir de la livraison du véhicule, 12 mois","Pfäffikerstrasse 32, 8610 Uster","Listing ID: 10847238","2023-09-11","CHF 52'150","[PH5] Beheizbare Frontscheibe
[NZ4] Emergency-Call (Notruf)
[KA2] Rückfahrkamera
[LI] Schwarz/Grau (RS)
[RA4] Soundsystem «CANTON» (10 Lautsprecher, Digital Equalizer, Subwoorfer, kombinierbar mit PK3)
[M3] Steel Grau, Spezial
[7Y9] Totwinkelassistent «Blind Spot Detection» (nur mit P14)"
"1698023459-1520","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2022-occasion-10918061","SKODA Octavia Combi 1.5 TSI mHEV DSG Style","Carplay-DAB-Bluetooth-Tempomat mit ACC-Spurasistent-Kamera-PDC h.und v.-Sitzheizung-getönte Scheiben","CHF 27'500.–","01.2022","Break","16'000 km","Hybride léger essence/électrique","Boîte manuelle automatisée","150 PS (110 kW)","Traction avant","-","Oui","06.11.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois","Hofackerstrasse 15, 8409 Winterthur","Listing ID: 10918061","2023-10-05","Oui",""
"1698023472-1521","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2020-occasion-10892678","SKODA Octavia Combi 2.0 TDI Ambition 4x4 DSG","---Abnehmbare Anhängerkupplung---Navigationssystem---Parksensoren h. & v.--- Automatische Distanzkontrolle---18"" Alufelgen---","CHF 27'500.–","10.2020","Break","64'600 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","4 roues motrices","6.3 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Sägereistrasse 7, 8500 Frauenfeld","Listing ID: 10892678","2023-09-27","Non","---Fahrzeug Finanzierung nach Bedarf möglich, wir beraten Sie gerne---"
"1698023485-1522","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2021-occasion-10899046","SKODA Octavia Combi 2.0 TDI DSG Ambition 4x4","","CHF 27'666.–","04.2021","Break","92'000 km","Diesel","Automatique","150 PS (110 kW)","4 roues motrices","5.4 l/100 km","Oui","11.10.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois","Gewerbestrasse 23, 4528 Zuchwil","Listing ID: 10899046","2023-09-29","CHF 45'070","Freundlich und kompetent, weiter zu empfehlen."
"1698023500-1523","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2020-occasion-10916770","SKODA Octavia Combi 2.0 TDI Soleil 4x4 DSG","CH/ Crochet/ 4X4/ Services Gratis/ ACC+Lane+Side/ GPS/ LED/ Cockpit/ Roues hiver","CHF 27'800.–","09.2020","Break","27'500 km","Diesel","Automatique","184 PS (135 kW)","4 roues motrices","7.1 l/100 km","Non","","Non","Oui","Dès la 1ère mise en circulation, 48 mois","Route de Grandcour 71, 1530 Payerne","Listing ID: 10916770","2023-10-05","CHF 49'630","Barres de toit
Roues hiver

Non-fumeur, soigné, non-accidenté, services suivis, mécanique ok, Garantie totale, TOP QUALITE. Leasing possible. Forfait de préparation du véhicule 380.-TTC : (immatriculation, préparation esthétique et mécanique, plein de carburant, vignette incluse...)"
"1698023513-1524","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2019-occasion-10492443","SKODA Octavia 2.0TDI RS 4x4","Gepflegter Kombi inkl.  Anhängerkupplung + 4 Winterräder Fr 400.--","CHF 27'890.–","12.2019","Break","89'800 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","4 roues motrices","-","Non","","Non","Non","","Belpstr. 30 A, 3122 Kehrsatz","Listing ID: 10492443","2023-05-04","Non","ABT Leistungssteigerung auf 210 PS, geprüft und eingetragen
              
              4 Winterräder"
"1698023528-1525","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2019-occasion-10820962","SKODA OCTAVIA Combi 2.0 TSI DSG RS","*** Leasing-Aktion ab 3.88% *** Navi/DAB - LED Scheinwerfer - Distanzregler - Rückfahrkamera - Panoglasdach - Sportsitze - Sitzheizung vorne+hinten - SmartLink","CHF 27'890.–","03.2019","Break","58'600 km","Essence","Boîte manuelle automatisée","245 PS","Traction avant","7.9 l/100 km","Oui","14.08.2023","Non","Oui","À partir de la livraison du véhicule","Wilerstrasse 72, 9542 Münchwilen","Listing ID: 10820962","2023-09-02","CHF 48'340","- Leasing-Aktion ab 3.88%
Zusätzliche Infos zu diesem Fahrzeug:
- Interessante Leasingkonditionen
- Optional: Gratis-Service-Paket – sparen Sie jetzt 30%!
- Spannende Eintauschangebote, bringen Sie Ihr Auto mit.
- Sehr guter Zustand, inklusive Gebrauchtwagengarantie
700 FAHRZEUGE – UND EINE GANZE AUTO WELT DAZU

Ein herzliches «GRÜEZI» aus der Ostschweiz

Seit über 40 Jahren sind Autos unsere Leidenschaft und zufriedene Kunden unser Zündstoff. Bei uns treffen Sie auf eine in der Schweiz einzigartige Auto Welt: Egal ob in unserer Werkstatt, in der modernen Lackiererei oder in unserem grossen Showroom – wir bieten alles rund ums Auto. 

Unser Familienunternehmen beschäftigt über 100 Mitarbeiter, die sich jeden Tag mit Herzblut um die Wünsche unserer Kunden kümmern. 

Kommen Sie unverbindlich auf einen Kaffee vorbei und lernen Sie uns kennen. Wir freuen uns auf Ihren Besuch! 

Das erwartet Sie in unserer Auto Welt:
- 700 Neuwagen und Gebrauchtwagen
- Ein sympathisches Team mit viel Herz und Kompetenz
- Persönliche und umfassende Betreuung
- vor und nach dem Kauf
- Alles unter einem Dach
- Umfangreiches Dienstleistungsangebot wie
 - Service & Reparatur, Tuning & Styling 
- Carrosserie & Lackiererei, Tankstelle mit Waschanlage
- und vieles mehr

Garagen/Händler:  Sie sind herzlich willkommen, profitieren Sie von Spezialkonditionen!

So stellt sich unser Best-Preis-Angebot zusammen:
-  Bestes Preis-Leistungs-Verhältnis der Schweiz
- Vergleichen - Probe fahren
 - mit gutem Gefühl entscheiden
- Faire Leasing-Konditionen
- Fairer Eintauschpreis
- bei uns sind alle Eintauschfahrzeuge willkommen!

So finden Sie uns:
Wir sind direkt an der A1 zwischen St. Gallen und Winterthur gelegen. Nehmen Sie die Ausfahrt 76 (Münchwilen) und fahren Sie auf der Hauptstrasse Richtung Wil. Eingangs von Wil befindet sich unsere Auto Welt - Sie können uns nicht verfehlen! :-)

Reisen Sie mit dem Zug an 
Gerne holen wir Sie am Bahnhof Wil ab - rufen Sie uns einfach an.

Kommen Sie vorbei, erfahren Sie Leidenschaft! - vonrotz.ch"
"1698023543-1526","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2020-occasion-10574937","SKODA Octavia Combi 1.0 TSI mHEV DSG Ambition","","CHF 27'900.–","04.2021","Break","30'000 km","Hybride léger essence/électrique","Automatique","110 PS (81 kW)","Traction avant","5.5 l/100 km","Oui","","Non","Oui","Dès la 1ère mise en circulation, 48 mois","Route de Delémont 162, 2802 Develier","Listing ID: 10574937","2023-06-02","CHF 41'780","[AT8] Voiture sans couvre-coffre à enrouleur semi-automatique
[AT7] Radio Swing dans la série
[0VB] Papiers de bord français
[BG] Noir
[YOZ] Infotainment Online 3 Jahre + «Care Connect» (Remote Access (3 ans) & Proactive Services)
[2Y] Blanc Moon, métallisée
[AZ7] Avantage client pour Pack Sport Basic
[AZ6] Avantage client pour Pack Navi"
"1698023556-1527","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2018-occasion-10728662","SKODA Octavia Combi 2.0 TSI Clever 4x4 DSG","","CHF 27'900.–","06.2019","Break","47'000 km","Essence","Automatique","190 PS (140 kW)","4 roues motrices","8.7 l/100 km","Non","","Non","Oui","À partir de la livraison du véhicule, 12 mois","Route de Delémont 162, 2802 Develier","Listing ID: 10728662","2023-07-27","CHF 41'630","[YOW] Infotainment Online 3 ans
[HA] Noir satin
[0VB] Papiers de bord français
[KA2] Caméra de recul
 
[F6] Gris Quartz, métallisée"
"1698023569-1528","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2020-occasion-10216891","SKODA Octavia Combi 2.0 TDI Style 4x4 DSG","","CHF 27'900.–","07.2020","Break","26'723 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","4 roues motrices","6.3 l/100 km","Non","13.07.2020","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 15'000 km","Im Feld 1, 5113 Holderbank AG","Listing ID: 10216891","2023-01-31","Non","Sehr zufrieden seit ca. 2 Jahren Stammkunde mit beiden Fahrzeugen Geschäft plus ..."
"1698023582-1529","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2017-occasion-10371915","SKODA Octavia Combi 2.0 TDI RS 4x4 DSG","Mit 12 Monaten Garantie","CHF 27'900.–","11.2017","Break","55'000 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","4 roues motrices","5.1 l/100 km","Oui","20.03.2023","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Frauenfelderstrasse 39, 9548 Matzingen","Listing ID: 10371915","2023-03-22","Non","Fahrzeug ist bei Verkauf frisch ab Service ( neue Batterie ) und frisch ab MFK"
"1698023597-1530","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2021-occasion-10872580","SKODA Octavia Combi 1.4 TSI PHEV DSG Style","CH-FZ / Matrix LED / 10"" Display / Navi / Rückfahrkamera / KESSY / ACC / Wirelesscharge / Elektr. Heckklappe / Carplay etc.","CHF 27'900.–","10.2021","Break","26'400 km","Hybride rechargeable essence/électrique","Boîte manuelle automatisée","204 PS (150 kW)","Traction avant","1.1 l/100 km","Oui","29.09.2021","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Schaffhauserstrasse 158, 8302 Kloten","Listing ID: 10872580","2023-09-20","CHF 49'340","Herzlich Willkommen

Im Angebot steht ein junger Skoda Ocatvia Plugin-Hybrid mit wenig Laufleistung.
 Letzter Service bei Kilometerstand 24'975, Fahrzeug ist 8-fach bereift. 

Aussstattung:

•	Magic Schwarz - Perleffekt
•	Vorbereitung für Anhängerkupplung
•	Sport Pack Premium
•	mySKODA Pack Basic
•	Sport Pack Premium (Netto)
•	Akustikpaket mit SunSet (Seitenscheiben vorn geräuschdämmend - erweiterte Innengeräuschdämmung)
•	3-Speichen-Supersport-Leder-Multifunktionslenkrad mit Schaltwippen - beheizbar
•	Adaptive Fahrwerksregelung «DCC ? Dynamic Chassis Control» inkl. «Driving Mode Selection»
•	Rücksitzlehne mit Fernentriegelung aus Kofferraum
•	LED Plus Paket (Ambiente- und Fussraumbeleuchtung vorne und hinten)
•	Telefonvorbereitung mit Bluetooth - Phonebox und Wireless Charging - WLAN und LTE Antenne für High Speed Internet
•	Voll LED Scheinwerfer mit «Matrix-Beam-Funktion» und AFS (Adaptive Frontlight System) inkl. Rückfahrkamera
•	Scheinwerferreinigungsanlage mit Waschwasser-Standanzeige
•	LED-Nebelscheinwerfer mit «Corner» Funktion
•	Geschwindigkeitsregelanlage mit Distanzkontrolle «Adaptive Cruise Control» bis 210 km/h
•	LED Rückleuchte mit dynamischen Blinkern
•	Spurwechselassistent «Side Assist»
•	Elektrische Einstellung der Kindersicherung
•	Elektrische Betätigung der Heckklappe
•	Tür und Seitenverkleidung mit Regenschirm auf Fahrerseite


Leasingbeispiele:

Leasing ohne Anzahlung ab monatlich CHF 410.-.
Leasing mit 15% Anzahlung ab monatlich CHF 328.-.


Wir freuen uns auf Ihren Anruf.
UNIQ Cars GmbH"
"1698023612-1531","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2021-occasion-10956310","SKODA Octavia Combi 1.4 TSI PHEV DSG Style","CH-FZ / Matrix LED / 10"" Display / Navi / Rückfahrkamera / KESSY / ACC / Wirelesscharge / Elektr. Heckklappe / Carplay etc.","CHF 27'900.–","10.2021","Break","38'900 km","Hybride rechargeable essence/électrique","Boîte manuelle automatisée","204 PS (150 kW)","Traction avant","1.1 l/100 km","Oui","18.10.2021","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Schaffhauserstrasse 158, 8302 Kloten","Listing ID: 10956310","2023-10-19","Non","Herzlich Willkommen

*** Das Fahrzeug trifft am 01.11.2023 bei uns ein ***

Im Angebot steht ein junger und gepflegter Skoda Ocatvia Plugin-Hybrid mit geringer Laufleistung.
Letzter Service bei Kilometerstand 28'410, Fahrzeug ist 8-fach bereift.

Aussstattung:

• Moon White - Metallic
• Vorbereitung für Anhängerkupplung
• Sport Pack Premium
• mySKODA Pack Basic
• Sport Pack Premium
• Akustikpaket mit SunSet (Seitenscheiben vorn geräuschdämmend - erweiterte Innengeräuschdämmung)
• 3-Speichen-Supersport-Leder-Multifunktionslenkrad mit Schaltwippen - beheizbar
• Adaptive Fahrwerksregelung «DCC ? Dynamic Chassis Control» inkl. «Driving Mode Selection»
• Rücksitzlehne mit Fernentriegelung aus Kofferraum
• LED Plus Paket (Ambiente- und Fussraumbeleuchtung vorne und hinten)
• Telefonvorbereitung mit Bluetooth - Phonebox und Wireless Charging - WLAN und LTE Antenne für High Speed Internet
• Voll LED Scheinwerfer mit «Matrix-Beam-Funktion» und AFS (Adaptive Frontlight System) inkl. Rückfahrkamera
• Scheinwerferreinigungsanlage mit Waschwasser-Standanzeige
• LED-Nebelscheinwerfer mit «Corner» Funktion
• Geschwindigkeitsregelanlage mit Distanzkontrolle «Adaptive Cruise Control» bis 210 km/h
• LED Rückleuchte mit dynamischen Blinkern
• Spurwechselassistent «Side Assist»
• Elektrische Einstellung der Kindersicherung
• Elektrische Betätigung der Heckklappe
• Tür und Seitenverkleidung mit Regenschirm auf Fahrerseite


Leasingbeispiele:

Leasing ohne Anzahlung ab monatlich CHF 410.-.
Leasing mit 15% Anzahlung ab monatlich CHF 328.-.


Wir freuen uns auf Ihren Anruf.
UNIQ Cars GmbH"
"1698023627-1532","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2017-occasion-10217745","SKODA Octavia Combi 2.0 TDI RS 4x4 DSG","Grosses Navi, Tempomat, BT-Telefon, AUX / USB, 8-fach bereift..","CHF 27'900.–","12.2017","Break","51'900 km","Diesel","Boîte manuelle automatisée","184 PS (135 kW)","4 roues motrices","5.1 l/100 km","Oui","","Non","Oui","À partir de la livraison du véhicule, 12 mois ou 20'000 km","Alfred Schindlerstrasse 25, 6030 Ebikon- Luzern","Listing ID: 10217745","2023-01-31","Oui","• Fahrzeug ist in einem sehr gepflegten Zustand. 

• Fahrzeug ist Frisch ab Service

• Absolute Topausstattung..!!!

• Service gepflegt alle Service bei 

• Teilzahlung / Leasing / Eintausch möglich

• Monatliche Rate: CHF 415.-

• Ablieferungspauschale für CHF 500.- inkl. frisch ab MFK

• 12 Monate Occ. Garantie ab CHF 649.-

• alle Angaben ohne Gewähr

• ****Wir freuen uns auf Ihren Anruf****"
"1698023640-1533","https://www.autoscout24.ch/fr/voitures/skoda--octavia?cond=49&make=71&model=496&sort=price_desc&vehtyp=10","","","https://www.autoscout24.ch/fr/d/skoda-octavia-break-2016-occasion-10117631","SKODA Octavia Combi 2.0 TDI RS 4x4 DSG","zzgl. Ablieferungspauschale Fr. 600 - Fahrzeug aus 1. Hand - frisch ab Service","CHF 27'900.–","12.2016","Break","69'000 km","Diesel","Automatique","184 PS (135 kW)","4 roues motrices","5 l/100 km","Non","22.11.2022","Non","Oui","À partir de la livraison du véhicule, 12 mois","Kantonsstrasse 152, 7205 Zizers","Listing ID: 10117631","2022-12-21","Non","Werksgarantie 5 Jahre
[8X] Race Blau, Metallic
[LH] RS schwarz/rot
[#G9] Anschlussgarantie +3 Jahre, max. 150'000 km, (netto)
[9T1] Beheizbare Scheibenwaschdüsen vorne"
